player_name,market,selection,line,price,snapshot_ts
alec bohm,batter_hits,over,0.5,-250,2026-07-09T21:12:57Z
alec bohm,batter_hits,under,0.5,+180,2026-07-09T21:12:57Z
alec bohm,batter_hits_runs_rbis,over,1.5,-165,2026-07-09T21:12:57Z
alec bohm,batter_hits_runs_rbis,under,1.5,+115,2026-07-09T21:12:57Z
alec bohm,batter_home_runs,over,0.5,+525,2026-07-09T21:12:57Z
alec bohm,batter_rbis,over,0.5,+172,2026-07-09T21:12:57Z
alec bohm,batter_rbis,under,0.5,-242,2026-07-09T21:12:57Z
alec bohm,batter_runs_scored,over,0.5,+109,2026-07-09T21:12:57Z
alec bohm,batter_runs_scored,under,0.5,-151,2026-07-09T21:12:57Z
alec bohm,batter_total_bases,over,1.5,+120,2026-07-09T21:12:57Z
alec bohm,batter_total_bases,under,1.5,-156,2026-07-09T21:12:57Z
alec burleson,batter_hits,over,0.5,-233,2026-07-09T21:12:57Z
alec burleson,batter_hits,under,0.5,+175,2026-07-09T21:12:57Z
alec burleson,batter_hits_runs_rbis,over,1.5,-120,2026-07-09T21:12:57Z
alec burleson,batter_hits_runs_rbis,under,1.5,-120,2026-07-09T21:12:57Z
alec burleson,batter_home_runs,over,0.5,+390,2026-07-09T21:12:57Z
alec burleson,batter_rbis,over,0.5,+160,2026-07-09T21:12:57Z
alec burleson,batter_rbis,under,0.5,-225,2026-07-09T21:12:57Z
alec burleson,batter_runs_scored,over,0.5,+126,2026-07-09T21:12:57Z
alec burleson,batter_runs_scored,under,0.5,-174,2026-07-09T21:12:57Z
alec burleson,batter_total_bases,over,1.5,+130,2026-07-09T21:12:57Z
alec burleson,batter_total_bases,under,1.5,-169,2026-07-09T21:12:57Z
alejandro osuna,batter_hits,over,0.5,-120,2026-07-09T21:12:57Z
alejandro osuna,batter_hits,under,0.5,-108,2026-07-09T21:12:57Z
alejandro osuna,batter_hits_runs_rbis,over,0.5,-144,2026-07-09T21:12:57Z
alejandro osuna,batter_hits_runs_rbis,under,0.5,+108,2026-07-09T21:12:57Z
alejandro osuna,batter_home_runs,over,0.5,+1300,2026-07-09T21:12:57Z
alejandro osuna,batter_rbis,over,0.5,+360,2026-07-09T21:12:57Z
alejandro osuna,batter_rbis,under,0.5,-548,2026-07-09T21:12:57Z
alejandro osuna,batter_runs_scored,over,0.5,+207,2026-07-09T21:12:57Z
alejandro osuna,batter_runs_scored,under,0.5,-296,2026-07-09T21:12:57Z
alejandro osuna,batter_total_bases,over,1.5,+270,2026-07-09T21:12:57Z
alika williams,batter_hits,over,0.5,-154,2026-07-09T21:12:57Z
alika williams,batter_hits,under,0.5,+118,2026-07-09T21:12:57Z
alika williams,batter_hits_runs_rbis,over,1.5,+135,2026-07-09T21:12:57Z
alika williams,batter_hits_runs_rbis,under,1.5,-175,2026-07-09T21:12:57Z
alika williams,batter_home_runs,over,0.5,+950,2026-07-09T21:12:57Z
alika williams,batter_rbis,over,0.5,+274,2026-07-09T21:12:57Z
alika williams,batter_rbis,under,0.5,-403,2026-07-09T21:12:57Z
alika williams,batter_runs_scored,over,0.5,+183,2026-07-09T21:12:57Z
alika williams,batter_runs_scored,under,0.5,-259,2026-07-09T21:12:57Z
alika williams,batter_total_bases,over,1.5,+190,2026-07-09T21:12:57Z
andrew vaughn,batter_hits,over,0.5,-227,2026-07-09T21:12:57Z
andrew vaughn,batter_hits,under,0.5,+169,2026-07-09T21:12:57Z
andrew vaughn,batter_hits_runs_rbis,over,1.5,-105,2026-07-09T21:12:57Z
andrew vaughn,batter_hits_runs_rbis,under,1.5,-127,2026-07-09T21:12:57Z
andrew vaughn,batter_home_runs,over,0.5,+850,2026-07-09T21:12:57Z
andrew vaughn,batter_rbis,over,0.5,+217,2026-07-09T21:12:57Z
andrew vaughn,batter_rbis,under,0.5,-311,2026-07-09T21:12:57Z
andrew vaughn,batter_runs_scored,over,0.5,+160,2026-07-09T21:12:57Z
andrew vaughn,batter_runs_scored,under,0.5,-225,2026-07-09T21:12:57Z
andrew vaughn,batter_total_bases,over,1.5,+155,2026-07-09T21:12:57Z
andrew vaughn,batter_total_bases,under,1.5,-204,2026-07-09T21:12:57Z
brandon marsh,batter_hits,over,0.5,-244,2026-07-09T21:12:57Z
brandon marsh,batter_hits,under,0.5,+180,2026-07-09T21:12:57Z
brandon marsh,batter_hits_runs_rbis,over,1.5,-138,2026-07-09T21:12:57Z
brandon marsh,batter_hits_runs_rbis,under,1.5,+104,2026-07-09T21:12:57Z
brandon marsh,batter_home_runs,over,0.5,+390,2026-07-09T21:12:57Z
brandon marsh,batter_rbis,over,0.5,+151,2026-07-09T21:12:57Z
brandon marsh,batter_rbis,under,0.5,-211,2026-07-09T21:12:57Z
brandon marsh,batter_runs_scored,over,0.5,-102,2026-07-09T21:12:57Z
brandon marsh,batter_runs_scored,under,0.5,-136,2026-07-09T21:12:57Z
brandon marsh,batter_total_bases,over,1.5,+109,2026-07-09T21:12:57Z
brandon marsh,batter_total_bases,under,1.5,-141,2026-07-09T21:12:57Z
brandon nimmo,batter_hits,over,0.5,-204,2026-07-09T21:12:57Z
brandon nimmo,batter_hits,under,0.5,+154,2026-07-09T21:12:57Z
brandon nimmo,batter_hits_runs_rbis,over,1.5,-110,2026-07-09T21:12:57Z
brandon nimmo,batter_hits_runs_rbis,under,1.5,-130,2026-07-09T21:12:57Z
brandon nimmo,batter_home_runs,over,0.5,+525,2026-07-09T21:12:57Z
brandon nimmo,batter_rbis,over,0.5,+186,2026-07-09T21:12:57Z
brandon nimmo,batter_rbis,under,0.5,-264,2026-07-09T21:12:57Z
brandon nimmo,batter_runs_scored,over,0.5,+126,2026-07-09T21:12:57Z
brandon nimmo,batter_runs_scored,under,0.5,-176,2026-07-09T21:12:57Z
