player_name,market,selection,current_line,current_price,open_line,open_price,line_move,price_move,latest_snapshot_ts
brandon sproat,earned_runs,over,3.5,-140,3.5,-140,0.0,0,2026-06-11T00:51:29Z
brandon sproat,earned_runs,under,3.5,+100,3.5,+100,0.0,0,2026-06-11T00:51:29Z
brandon sproat,hits_allowed,over,5.5,-110,5.5,-110,0.0,0,2026-06-11T00:51:29Z
brandon sproat,hits_allowed,under,5.5,-130,5.5,-130,0.0,0,2026-06-11T00:51:29Z
brandon sproat,outs,over,13.5,-115,13.5,-115,0.0,0,2026-06-11T00:51:29Z
brandon sproat,outs,under,13.5,-125,13.5,-125,0.0,0,2026-06-11T00:51:29Z
brandon sproat,strikeouts,over,4.5,+112,4.5,+112,0.0,0,2026-06-11T00:51:29Z
brandon sproat,strikeouts,under,4.5,-148,4.5,-148,0.0,0,2026-06-11T00:51:29Z
brandon sproat,walks_allowed,over,2.5,+142,2.5,+142,0.0,0,2026-06-11T00:51:29Z
brandon sproat,walks_allowed,under,2.5,-190,2.5,-190,0.0,0,2026-06-11T00:51:29Z
chris sale,hits_allowed,over,6.5,+100,6.5,+100,0.0,0,2026-06-11T00:51:29Z
chris sale,hits_allowed,under,6.5,-135,6.5,-135,0.0,0,2026-06-11T00:51:29Z
chris sale,strikeouts,over,6.5,-135,6.5,-135,0.0,0,2026-06-11T00:51:29Z
chris sale,strikeouts,under,6.5,+100,6.5,+100,0.0,0,2026-06-11T00:51:29Z
davis martin,hits_allowed,over,6.5,-110,6.5,-110,0.0,0,2026-06-11T00:51:29Z
davis martin,hits_allowed,under,6.5,-120,6.5,-120,0.0,0,2026-06-11T00:51:29Z
davis martin,outs,over,17.5,+105,17.5,+105,0.0,0,2026-06-11T00:51:29Z
davis martin,outs,under,17.5,-135,17.5,-135,0.0,0,2026-06-11T00:51:29Z
davis martin,strikeouts,over,5.5,+170,5.5,+170,0.0,0,2026-06-11T00:51:29Z
davis martin,strikeouts,under,5.5,-225,5.5,-225,0.0,0,2026-06-11T00:51:29Z
davis martin,walks_allowed,over,0.5,+170,0.5,+170,0.0,0,2026-06-11T00:51:29Z
davis martin,walks_allowed,under,0.5,-225,0.5,-225,0.0,0,2026-06-11T00:51:29Z
framber valdez,hits_allowed,over,5.5,-160,5.5,-160,0.0,0,2026-06-11T00:51:29Z
framber valdez,hits_allowed,under,5.5,+120,5.5,+120,0.0,0,2026-06-11T00:51:29Z
framber valdez,strikeouts,over,4.5,+105,4.5,+105,0.0,0,2026-06-11T00:51:29Z
framber valdez,strikeouts,under,4.5,-145,4.5,-145,0.0,0,2026-06-11T00:51:29Z
jack perkins,earned_runs,over,3.5,-115,3.5,-115,0.0,0,2026-06-11T00:51:29Z
jack perkins,earned_runs,under,3.5,-115,3.5,-115,0.0,0,2026-06-11T00:51:29Z
jack perkins,hits_allowed,over,5.5,+105,5.5,+105,0.0,0,2026-06-11T00:51:29Z
jack perkins,hits_allowed,under,5.5,-140,5.5,-140,0.0,0,2026-06-11T00:51:29Z
jack perkins,outs,over,12.5,+104,12.5,+104,0.0,0,2026-06-11T00:51:29Z
jack perkins,outs,under,12.5,-138,12.5,-138,0.0,0,2026-06-11T00:51:29Z
jack perkins,strikeouts,over,4.5,-102,4.5,-102,0.0,0,2026-06-11T00:51:29Z
jack perkins,strikeouts,under,4.5,-120,4.5,-120,0.0,0,2026-06-11T00:51:29Z
jack perkins,walks_allowed,over,1.5,-196,1.5,-196,0.0,0,2026-06-11T00:51:29Z
jack perkins,walks_allowed,under,1.5,+146,1.5,+146,0.0,0,2026-06-11T00:51:29Z
mackenzie gore,hits_allowed,over,7.5,+115,7.5,+115,0.0,0,2026-06-11T00:51:29Z
mackenzie gore,hits_allowed,under,7.5,-148,7.5,-148,0.0,0,2026-06-11T00:51:29Z
mackenzie gore,strikeouts,over,5.5,-198,5.5,-198,0.0,0,2026-06-11T00:51:29Z
mackenzie gore,strikeouts,under,5.5,+150,5.5,+150,0.0,0,2026-06-11T00:51:29Z
mackenzie gore,walks_allowed,over,2.5,-162,2.5,-162,0.0,0,2026-06-11T00:51:29Z
mackenzie gore,walks_allowed,under,2.5,+126,2.5,+126,0.0,0,2026-06-11T00:51:29Z
michael lorenzen,earned_runs,over,3.5,-138,3.5,-138,0.0,0,2026-06-11T00:51:29Z
michael lorenzen,earned_runs,under,3.5,+104,3.5,+104,0.0,0,2026-06-11T00:51:29Z
michael lorenzen,hits_allowed,over,5.5,-130,5.5,-130,0.0,0,2026-06-11T00:51:29Z
michael lorenzen,hits_allowed,under,5.5,-105,5.5,-105,0.0,0,2026-06-11T00:51:29Z
