event_key,segment,market,selection,current_line,current_price,open_line,open_price,line_move,price_move,latest_snapshot_ts
Chicago Cubs @ Colorado Rockies,first5,spread_away,away,-0.5,-130,-0.5,-130,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first5,spread_home,home,0.5,+100,0.5,+100,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first5,total,over,6.5,-110,6.5,-110,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first5,total,under,6.5,-120,6.5,-120,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first7,moneyline,away,,-188,,-188,,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first7,moneyline,home,,+145,,+145,,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first7,spread_away,away,-1.5,+100,-1.5,+100,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first7,spread_home,home,1.5,-130,1.5,-130,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first7,total,over,9.5,-105,9.5,-105,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,first7,total,under,9.5,-125,9.5,-125,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,full,moneyline,away,,-162,,-162,,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,full,moneyline,home,,+124,,+124,,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,full,spread_away,away,-1.5,-108,-1.5,-108,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,full,spread_home,home,1.5,-120,1.5,-120,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,full,total,over,11.5,-101,11.5,-101,0.0,0,2026-06-11T00:51:28Z
Chicago Cubs @ Colorado Rockies,full,total,under,11.5,-128,11.5,-128,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first1,moneyline,away,,+275,,+275,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first1,moneyline,home,,+280,,+280,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first1,spread_away,away,-0.5,+265,-0.5,+265,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first1,spread_home,home,0.5,-380,0.5,-380,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first1,total,over,0.5,-120,0.5,-120,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first1,total,under,0.5,-110,0.5,-110,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first3,moneyline,away,,+100,,+100,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first3,moneyline,home,,-130,,-130,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first3,spread_away,away,0.5,-166,0.5,-166,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first3,spread_home,home,-0.5,+130,-0.5,+130,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first3,total,over,2.5,-120,2.5,-120,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first3,total,under,2.5,-110,2.5,-110,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first5,moneyline,away,,+105,,+105,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first5,moneyline,home,,-135,,-135,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first5,spread_away,away,0.5,-135,0.5,-135,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first5,spread_home,home,-0.5,+105,-0.5,+105,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first5,total,over,4.5,-115,4.5,-115,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first5,total,under,4.5,-115,4.5,-115,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first7,moneyline,away,,+100,,+100,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first7,moneyline,home,,-130,,-130,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first7,spread_away,away,0.5,-125,0.5,-125,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first7,spread_home,home,-0.5,-105,-0.5,-105,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first7,total,over,6.5,-125,6.5,-125,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,first7,total,under,6.5,-105,6.5,-105,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,full,moneyline,away,,+104,,+104,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,full,moneyline,home,,-125,,-125,,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,full,spread_away,away,1.5,-194,1.5,-194,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,full,spread_home,home,-1.5,+159,-1.5,+159,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,full,total,over,9.0,-101,9.0,-101,0.0,0,2026-06-11T00:51:28Z
Houston Astros @ Los Angeles Angels,full,total,under,9.0,-120,9.0,-120,0.0,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,first7,spread_away,away,-4.5,-600,-4.5,-600,0.0,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,first7,spread_home,home,4.5,+360,4.5,+360,0.0,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,first7,total,over,7.5,+230,7.5,+230,0.0,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,first7,total,under,7.5,-320,7.5,-320,0.0,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,full,moneyline,away,,-8000,,-8000,,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,full,moneyline,home,,+2200,,+2200,,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,full,spread_away,away,-4.5,-230,-4.5,-230,0.0,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,full,spread_home,home,4.5,+170,4.5,+170,0.0,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,full,total,over,8.5,-130,8.5,-130,0.0,0,2026-06-11T00:51:28Z
Los Angeles Dodgers @ Pittsburgh Pirates,full,total,under,8.5,+100,8.5,+100,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first1,moneyline,away,,+210,,+210,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first1,moneyline,home,,+190,,+190,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first1,spread_away,away,0.5,-250,0.5,-250,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first1,spread_home,home,-0.5,+185,-0.5,+185,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first1,total,over,1.5,-105,1.5,-105,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first1,total,under,1.5,-125,1.5,-125,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first3,moneyline,away,,-115,,-115,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first3,moneyline,home,,-115,,-115,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first3,spread_away,away,0.5,-140,0.5,-140,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first3,spread_home,home,-0.5,+110,-0.5,+110,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first3,total,over,4.5,-125,4.5,-125,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first3,total,under,4.5,-105,4.5,-105,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first5,moneyline,away,,-110,,-110,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first5,moneyline,home,,-120,,-120,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first5,spread_away,away,0.5,-130,0.5,-130,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first5,spread_home,home,-0.5,+100,-0.5,+100,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first5,total,over,8.5,+100,8.5,+100,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first5,total,under,8.5,-130,8.5,-130,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first7,moneyline,away,,-110,,-110,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first7,moneyline,home,,-120,,-120,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first7,spread_away,away,0.5,-130,0.5,-130,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first7,spread_home,home,-0.5,+100,-0.5,+100,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first7,total,over,11.5,-120,11.5,-120,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,first7,total,under,11.5,-110,11.5,-110,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,full,moneyline,away,,-108,,-108,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,full,moneyline,home,,-112,,-112,,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,full,spread_away,away,-1.5,+136,-1.5,+136,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,full,spread_home,home,1.5,-164,1.5,-164,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,full,total,over,15.0,-104,15.0,-104,0.0,0,2026-06-11T00:51:28Z
Milwaukee Brewers @ Athletics,full,total,under,15.0,-116,15.0,-116,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first5,moneyline,away,,+139,,+139,,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first5,moneyline,home,,-194,,-194,,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first5,spread_away,away,0.5,-148,0.5,-148,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first5,spread_home,home,-0.5,+108,-0.5,+108,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first5,total,over,3.5,-160,3.5,-160,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first5,total,under,3.5,+116,3.5,+116,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first7,moneyline,away,,+126,,+126,,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first7,moneyline,home,,-174,,-174,,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first7,spread_away,away,0.5,-117,0.5,-117,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first7,spread_home,home,-0.5,-117,-0.5,-117,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first7,total,over,6.5,-103,6.5,-103,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,first7,total,under,6.5,-133,6.5,-133,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,full,moneyline,away,,+125,,+125,,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,full,moneyline,home,,-160,,-160,,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,full,spread_away,away,1.5,-200,1.5,-200,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,full,spread_home,home,-1.5,+160,-1.5,+160,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,full,total,over,8.5,-110,8.5,-110,0.0,0,2026-06-11T00:51:28Z
Minnesota Twins @ Detroit Tigers,full,total,under,8.5,-120,8.5,-120,0.0,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,first7,moneyline,away,,-5000,,-5000,,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,first7,moneyline,home,,+3000,,+3000,,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,first7,spread_away,away,-5.5,-200,-5.5,-200,0.0,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,first7,spread_home,home,5.5,+140,5.5,+140,0.0,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,first7,total,over,7.5,+105,7.5,+105,0.0,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,first7,total,under,7.5,-140,7.5,-140,0.0,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,full,moneyline,away,,-4000,,-4000,,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,full,moneyline,home,,+1500,,+1500,,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,full,spread_away,away,-5.5,-130,-5.5,-130,0.0,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,full,spread_home,home,5.5,+100,5.5,+100,0.0,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,full,total,over,9.5,+100,9.5,+100,0.0,0,2026-06-11T00:51:28Z
Philadelphia Phillies @ Toronto Blue Jays,full,total,under,9.5,-130,9.5,-130,0.0,0,2026-06-11T00:51:28Z
Seattle Mariners @ Baltimore Orioles,full,moneyline,away,,+4000,,+4000,,0,2026-06-11T00:51:28Z
Seattle Mariners @ Baltimore Orioles,full,moneyline,home,,-20000,,-20000,,0,2026-06-11T00:51:28Z
Seattle Mariners @ Baltimore Orioles,full,spread_away,away,4.5,+230,4.5,+230,0.0,0,2026-06-11T00:51:28Z
Seattle Mariners @ Baltimore Orioles,full,spread_home,home,-4.5,-320,-4.5,-320,0.0,0,2026-06-11T00:51:28Z
Seattle Mariners @ Baltimore Orioles,full,total,over,9.5,-165,9.5,-165,0.0,0,2026-06-11T00:51:28Z
Seattle Mariners @ Baltimore Orioles,full,total,under,9.5,+125,9.5,+125,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first5,spread_away,away,-5.5,-320,-5.5,-320,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first5,spread_home,home,5.5,+230,5.5,+230,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first5,total,over,11.5,+185,11.5,+185,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first5,total,under,11.5,-270,11.5,-270,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first7,moneyline,away,,-5000,,-5000,,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first7,moneyline,home,,+1600,,+1600,,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first7,spread_away,away,-5.5,-170,-5.5,-170,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first7,spread_home,home,5.5,+120,5.5,+120,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first7,total,over,10.5,-450,10.5,-450,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,first7,total,under,10.5,+310,10.5,+310,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,full,moneyline,away,,-5000,,-5000,,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,full,moneyline,home,,+1700,,+1700,,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,full,spread_away,away,-5.5,-150,-5.5,-150,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,full,spread_home,home,5.5,+115,5.5,+115,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,full,total,over,13.5,-150,13.5,-150,0.0,0,2026-06-11T00:51:28Z
St. Louis Cardinals @ New York Mets,full,total,under,13.5,+115,13.5,+115,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first5,moneyline,away,,-304,,-304,,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first5,moneyline,home,,+208,,+208,,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first5,spread_away,away,-0.5,-166,-0.5,-166,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first5,spread_home,home,0.5,+120,0.5,+120,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first5,total,over,5.5,+100,5.5,+100,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first5,total,under,5.5,-137,5.5,-137,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first7,moneyline,away,,-214,,-214,,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first7,moneyline,home,,+152,,+152,,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first7,spread_away,away,-1.5,+108,-1.5,+108,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first7,spread_home,home,1.5,-148,1.5,-148,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first7,total,over,7.5,-125,7.5,-125,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,first7,total,under,7.5,-109,7.5,-109,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,full,moneyline,away,,-170,,-170,,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,full,moneyline,home,,+135,,+135,,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,full,spread_away,away,-1.5,-110,-1.5,-110,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,full,spread_home,home,1.5,-120,1.5,-120,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,full,total,over,10.5,+100,10.5,+100,0.0,0,2026-06-11T00:51:28Z
Texas Rangers @ Kansas City Royals,full,total,under,10.5,-130,10.5,-130,0.0,0,2026-06-11T00:51:28Z
