player_name,market,selection,line,price,snapshot_ts
andre pallante,earned_runs,over,2.5,-120,2026-07-09T21:12:56Z
andre pallante,earned_runs,under,2.5,-120,2026-07-09T21:12:56Z
andre pallante,hits_allowed,over,5.5,-150,2026-07-09T21:12:56Z
andre pallante,hits_allowed,under,5.5,+105,2026-07-09T21:12:56Z
andre pallante,outs,over,17.5,-106,2026-07-09T21:12:56Z
andre pallante,outs,under,17.5,-125,2026-07-09T21:12:56Z
andre pallante,strikeouts,over,3.5,-142,2026-07-09T21:12:56Z
andre pallante,strikeouts,under,3.5,+112,2026-07-09T21:12:56Z
andre pallante,walks_allowed,over,1.5,-136,2026-07-09T21:12:56Z
andre pallante,walks_allowed,under,1.5,+103,2026-07-09T21:12:56Z
brady singer,earned_runs,over,2.5,-151,2026-07-09T21:12:56Z
brady singer,earned_runs,under,2.5,+114,2026-07-09T21:12:56Z
brady singer,hits_allowed,over,5.5,-150,2026-07-09T21:12:56Z
brady singer,hits_allowed,under,5.5,+105,2026-07-09T21:12:56Z
brady singer,outs,over,15.5,-120,2026-07-09T21:12:56Z
brady singer,outs,under,15.5,-112,2026-07-09T21:12:56Z
brady singer,strikeouts,over,4.5,-164,2026-07-09T21:12:56Z
brady singer,strikeouts,under,4.5,+128,2026-07-09T21:12:56Z
brady singer,walks_allowed,over,1.5,-138,2026-07-09T21:12:56Z
brady singer,walks_allowed,under,1.5,+104,2026-07-09T21:12:56Z
bryce miller,earned_runs,over,1.5,-180,2026-07-09T21:12:56Z
bryce miller,earned_runs,under,1.5,+125,2026-07-09T21:12:56Z
bryce miller,hits_allowed,over,5.5,+140,2026-07-09T21:12:56Z
bryce miller,hits_allowed,under,5.5,-190,2026-07-09T21:12:56Z
bryce miller,outs,over,17.5,-140,2026-07-09T21:12:56Z
bryce miller,outs,under,17.5,+104,2026-07-09T21:12:56Z
bryce miller,strikeouts,over,5.5,-132,2026-07-09T21:12:56Z
bryce miller,strikeouts,under,5.5,+104,2026-07-09T21:12:56Z
bryce miller,walks_allowed,over,1.5,+146,2026-07-09T21:12:56Z
bryce miller,walks_allowed,under,1.5,-196,2026-07-09T21:12:56Z
carson whisenhunt,earned_runs,over,2.5,+120,2026-07-09T21:12:56Z
carson whisenhunt,earned_runs,under,2.5,-170,2026-07-09T21:12:56Z
carson whisenhunt,hits_allowed,over,4.5,-135,2026-07-09T21:12:56Z
carson whisenhunt,hits_allowed,under,4.5,-105,2026-07-09T21:12:56Z
carson whisenhunt,strikeouts,over,3.5,-158,2026-07-09T21:12:56Z
carson whisenhunt,strikeouts,under,3.5,+124,2026-07-09T21:12:56Z
framber valdez,earned_runs,over,2.5,+110,2026-07-09T21:12:56Z
framber valdez,earned_runs,under,2.5,-155,2026-07-09T21:12:56Z
framber valdez,hits_allowed,over,5.5,-130,2026-07-09T21:12:56Z
framber valdez,hits_allowed,under,5.5,-110,2026-07-09T21:12:56Z
framber valdez,outs,over,17.5,-200,2026-07-09T21:12:56Z
framber valdez,outs,under,17.5,+148,2026-07-09T21:12:56Z
framber valdez,strikeouts,over,5.5,+114,2026-07-09T21:12:56Z
framber valdez,strikeouts,under,5.5,-146,2026-07-09T21:12:56Z
framber valdez,walks_allowed,over,1.5,-113,2026-07-09T21:12:56Z
framber valdez,walks_allowed,under,1.5,-117,2026-07-09T21:12:56Z
griffin canning,earned_runs,over,2.5,+118,2026-07-09T21:12:56Z
griffin canning,earned_runs,under,2.5,-157,2026-07-09T21:12:56Z
griffin canning,hits_allowed,over,4.5,+124,2026-07-09T21:12:56Z
griffin canning,hits_allowed,under,4.5,-165,2026-07-09T21:12:56Z
griffin canning,outs,over,14.5,-145,2026-07-09T21:12:56Z
griffin canning,outs,under,14.5,+109,2026-07-09T21:12:56Z
griffin canning,strikeouts,over,3.5,-154,2026-07-09T21:12:56Z
griffin canning,strikeouts,under,3.5,+120,2026-07-09T21:12:56Z
griffin canning,walks_allowed,over,2.5,+123,2026-07-09T21:12:56Z
griffin canning,walks_allowed,under,2.5,-164,2026-07-09T21:12:56Z
janson junk,earned_runs,over,1.5,-156,2026-07-09T21:12:56Z
janson junk,earned_runs,under,1.5,+117,2026-07-09T21:12:56Z
janson junk,hits_allowed,over,4.5,-105,2026-07-09T21:12:56Z
janson junk,hits_allowed,under,4.5,-135,2026-07-09T21:12:56Z
janson junk,outs,over,13.5,-121,2026-07-09T21:12:56Z
janson junk,outs,under,13.5,-110,2026-07-09T21:12:56Z
janson junk,strikeouts,over,3.5,-122,2026-07-09T21:12:56Z
janson junk,strikeouts,under,3.5,-104,2026-07-09T21:12:56Z
janson junk,walks_allowed,over,1.5,+157,2026-07-09T21:12:56Z
janson junk,walks_allowed,under,1.5,-212,2026-07-09T21:12:56Z
jesus luzardo,earned_runs,over,2.5,+111,2026-07-09T21:12:56Z
jesus luzardo,earned_runs,under,2.5,-147,2026-07-09T21:12:56Z
jesus luzardo,hits_allowed,over,4.5,-134,2026-07-09T21:12:56Z
jesus luzardo,hits_allowed,under,4.5,+101,2026-07-09T21:12:56Z
jesus luzardo,outs,over,17.5,-138,2026-07-09T21:12:56Z
jesus luzardo,outs,under,17.5,+102,2026-07-09T21:12:56Z
jesus luzardo,strikeouts,over,7.5,-102,2026-07-09T21:12:56Z
jesus luzardo,strikeouts,under,7.5,-125,2026-07-09T21:12:56Z
jesus luzardo,walks_allowed,over,2.5,+136,2026-07-09T21:12:56Z
jesus luzardo,walks_allowed,under,2.5,-182,2026-07-09T21:12:56Z
logan henderson,earned_runs,over,1.5,-169,2026-07-09T21:12:56Z
logan henderson,earned_runs,under,1.5,+127,2026-07-09T21:12:56Z
logan henderson,hits_allowed,over,4.5,+100,2026-07-09T21:12:56Z
logan henderson,hits_allowed,under,4.5,-133,2026-07-09T21:12:56Z
logan henderson,strikeouts,over,4.5,-138,2026-07-09T21:12:56Z
logan henderson,strikeouts,under,4.5,+108,2026-07-09T21:12:56Z
logan henderson,walks_allowed,over,1.5,+171,2026-07-09T21:12:56Z
logan henderson,walks_allowed,under,1.5,-230,2026-07-09T21:12:56Z
merrill kelly,earned_runs,over,2.5,-147,2026-07-09T21:12:56Z
merrill kelly,earned_runs,under,2.5,+111,2026-07-09T21:12:56Z
merrill kelly,hits_allowed,over,5.5,-139,2026-07-09T21:12:56Z
merrill kelly,hits_allowed,under,5.5,+104,2026-07-09T21:12:56Z
merrill kelly,outs,over,17.5,-136,2026-07-09T21:12:56Z
merrill kelly,outs,under,17.5,+102,2026-07-09T21:12:56Z
merrill kelly,strikeouts,over,3.5,-164,2026-07-09T21:12:56Z
merrill kelly,strikeouts,under,3.5,+128,2026-07-09T21:12:56Z
merrill kelly,walks_allowed,over,1.5,-151,2026-07-09T21:12:56Z
merrill kelly,walks_allowed,under,1.5,+114,2026-07-09T21:12:56Z
nathan eovaldi,earned_runs,over,1.5,-155,2026-07-09T21:12:56Z
nathan eovaldi,earned_runs,under,1.5,+110,2026-07-09T21:12:56Z
nathan eovaldi,hits_allowed,over,5.5,+125,2026-07-09T21:12:56Z
nathan eovaldi,hits_allowed,under,5.5,-166,2026-07-09T21:12:56Z
nathan eovaldi,outs,over,18.5,+110,2026-07-09T21:12:56Z
nathan eovaldi,outs,under,18.5,-152,2026-07-09T21:12:56Z
nathan eovaldi,strikeouts,over,7.5,+118,2026-07-09T21:12:56Z
nathan eovaldi,strikeouts,under,7.5,-150,2026-07-09T21:12:56Z
nathan eovaldi,walks_allowed,over,1.5,+140,2026-07-09T21:12:56Z
nathan eovaldi,walks_allowed,under,1.5,-188,2026-07-09T21:12:56Z
reid detmers,earned_runs,over,2.5,+116,2026-07-09T21:12:56Z
reid detmers,earned_runs,under,2.5,-154,2026-07-09T21:12:56Z
reid detmers,hits_allowed,over,5.5,+120,2026-07-09T21:12:56Z
reid detmers,hits_allowed,under,5.5,-170,2026-07-09T21:12:56Z
reid detmers,outs,over,17.5,-158,2026-07-09T21:12:56Z
reid detmers,outs,under,17.5,+116,2026-07-09T21:12:56Z
reid detmers,strikeouts,over,6.5,+112,2026-07-09T21:12:56Z
reid detmers,strikeouts,under,6.5,-142,2026-07-09T21:12:56Z
reid detmers,walks_allowed,over,1.5,-178,2026-07-09T21:12:56Z
reid detmers,walks_allowed,under,1.5,+133,2026-07-09T21:12:56Z
ryan feltner,earned_runs,over,2.5,-133,2026-07-09T21:12:56Z
ryan feltner,earned_runs,under,2.5,+100,2026-07-09T21:12:56Z
ryan feltner,hits_allowed,over,5.5,-117,2026-07-09T21:12:56Z
ryan feltner,hits_allowed,under,5.5,-113,2026-07-09T21:12:56Z
ryan feltner,outs,over,16.5,-112,2026-07-09T21:12:56Z
ryan feltner,outs,under,16.5,-118,2026-07-09T21:12:56Z
ryan feltner,strikeouts,over,3.5,-146,2026-07-09T21:12:56Z
ryan feltner,strikeouts,under,3.5,+114,2026-07-09T21:12:56Z
ryan feltner,walks_allowed,over,1.5,-186,2026-07-09T21:12:56Z
ryan feltner,walks_allowed,under,1.5,+139,2026-07-09T21:12:56Z
