league,season,team,match_index,date,home_away,xg_for,xg_against,npxg_for,npxg_against,ppda,ppda_allowed,deep_entries,deep_entries_allowed,goals_for,goals_against,expected_points,points,result
ligue_1,2025,Lille,0,2025-08-17 13:00:00,a,1.8422,1.4957,1.8422,1.4957,11.3158,8.5862,13.0,5.0,3.0,3.0,1.6427,1.0,d
ligue_1,2025,Lille,1,2025-08-24 18:45:00,h,2.4109,1.5221,1.6508,1.5221,10.5652,8.0,12.0,0.0,1.0,0.0,2.0159,3.0,w
ligue_1,2025,Lille,2,2025-08-30 15:00:00,a,3.7026,1.1603,3.7026,0.2456,5.8286,20.9333,11.0,1.0,7.0,1.0,2.8038,3.0,w
ligue_1,2025,Lille,3,2025-09-14 13:00:00,h,2.4212,1.1568,1.6611,1.1568,4.0714,24.5714,9.0,2.0,2.0,1.0,2.2982,3.0,w
ligue_1,2025,Lille,4,2025-09-20 19:05:00,a,1.8989,3.8174,1.8989,3.8174,9.2,14.619,11.0,8.0,0.0,3.0,0.3556,0.0,l
ligue_1,2025,Lille,5,2025-09-28 15:15:00,h,1.6527,0.6426,1.6527,0.6426,7.0645,8.625,8.0,7.0,0.0,1.0,2.2064,0.0,l
ligue_1,2025,Lille,6,2025-10-05 18:45:00,h,0.6475,1.7121,0.6475,1.7121,14.0968,12.9375,10.0,5.0,1.0,1.0,0.5565,1.0,d
ligue_1,2025,Lille,7,2025-10-19 18:45:00,a,2.7603,0.7726,2.7603,0.7726,6.96,15.7895,15.0,2.0,2.0,0.0,2.6252,3.0,w
ligue_1,2025,Lille,8,2025-10-26 13:00:00,h,3.8505,1.0148,3.8505,1.0148,6.5185,18.7333,17.0,5.0,6.0,1.0,2.8007,3.0,w
ligue_1,2025,Lille,9,2025-10-29 17:00:00,a,0.6611,1.7446,0.6611,0.9845,7.16,29.5,9.0,2.0,0.0,2.0,0.4891,0.0,l
ligue_1,2025,Lille,10,2025-11-02 16:15:00,h,2.2089,0.2775,2.2089,0.2775,13.4348,15.381,13.0,3.0,1.0,0.0,2.7102,3.0,w
ligue_1,2025,Lille,11,2025-11-09 16:15:00,a,0.48,0.7682,0.48,0.7682,9.6,13.0,5.0,1.0,0.0,2.0,1.0055,0.0,l
ligue_1,2025,Lille,12,2025-11-23 19:45:00,h,4.1447,1.5033,2.6246,1.5033,11.0833,17.2667,13.0,7.0,4.0,2.0,2.774,3.0,w
ligue_1,2025,Lille,13,2025-11-30 16:15:00,a,1.3502,0.8677,1.3502,0.8677,14.9091,12.5,8.0,3.0,1.0,0.0,1.8384,3.0,w
ligue_1,2025,Lille,14,2025-12-05 20:00:00,h,0.5723,0.9028,0.5723,0.9028,20.6667,10.04,7.0,2.0,1.0,0.0,0.873,3.0,w
ligue_1,2025,Lille,15,2025-12-14 16:15:00,a,0.7335,2.5086,0.7335,1.7485,7.9,10.0417,7.0,6.0,4.0,3.0,0.1593,3.0,w
ligue_1,2025,Lille,16,2026-01-03 20:05:00,h,1.0611,1.4974,1.0611,1.4974,22.2143,10.9048,7.0,14.0,0.0,2.0,1.0385,0.0,l
ligue_1,2025,Lille,17,2026-01-16 20:00:00,a,0.68,1.2928,0.68,1.2928,29.4615,7.6765,4.0,10.0,0.0,3.0,0.8322,0.0,l
ligue_1,2025,Lille,18,2026-01-25 19:45:00,h,1.7409,3.5651,1.7409,3.5651,10.5588,15.2857,6.0,5.0,1.0,4.0,0.3782,0.0,l
ligue_1,2025,Lille,19,2026-02-01 14:00:00,a,0.3907,0.617,0.3907,0.617,8.3438,16.6,4.0,3.0,0.0,1.0,0.9758,0.0,l
ligue_1,2025,Lille,20,2026-02-08 14:00:00,a,1.5354,0.5818,1.5354,0.5818,8.0,14.0526,15.0,1.0,0.0,0.0,2.1261,1.0,d
ligue_1,2025,Lille,21,2026-02-14 18:00:00,h,1.7743,0.842,1.7743,0.842,10.1667,18.7647,14.0,6.0,1.0,1.0,2.0916,1.0,d
ligue_1,2025,Lille,22,2026-02-22 16:15:00,a,2.7426,0.2404,1.9826,0.2404,10.0968,21.625,16.0,5.0,1.0,0.0,2.895,3.0,w
ligue_1,2025,Lille,23,2026-03-01 16:15:00,h,0.4957,0.171,0.4957,0.171,5.2381,20.9444,4.0,0.0,1.0,0.0,1.618,3.0,w
ligue_1,2025,Lille,24,2026-03-08 16:15:00,h,0.8501,0.9293,0.8501,0.9293,9.8889,16.5,9.0,2.0,1.0,1.0,1.2301,1.0,d
ligue_1,2025,Lille,25,2026-03-15 19:45:00,a,1.3508,1.5463,1.3508,1.5463,26.3846,9.3704,3.0,3.0,2.0,1.0,1.189,3.0,w
ligue_1,2025,Lille,26,2026-03-22 16:15:00,a,1.6111,1.0293,1.6111,1.0293,17.5333,16.4118,5.0,9.0,2.0,1.0,1.8377,3.0,w
ligue_1,2025,Lille,27,2026-04-04 19:05:00,h,3.8217,0.4127,3.0616,0.4127,10.0909,13.0,6.0,3.0,3.0,0.0,2.9472,3.0,w
ligue_1,2025,Lille,28,2026-04-12 15:15:00,a,2.0878,1.4651,1.3277,1.4651,8.963,19.7727,10.0,4.0,4.0,0.0,1.8312,3.0,w
ligue_1,2025,Lille,29,2026-04-18 19:05:00,h,0.4134,0.1714,0.4134,0.1714,10.2308,20.5385,6.0,0.0,0.0,0.0,1.4886,1.0,d
ligue_1,2025,Lille,30,2026-04-26 15:15:00,a,1.76,1.1242,0.9999,0.288,8.6786,15.4667,9.0,4.0,1.0,0.0,1.8863,3.0,w
ligue_1,2025,Lille,31,2026-05-03 13:00:00,h,1.9163,0.3343,1.9163,0.3343,5.25,14.2,17.0,2.0,1.0,1.0,2.5591,1.0,d
ligue_1,2025,Lille,32,2026-05-10 19:00:00,a,0.4004,0.3089,0.4004,0.3089,10.5,7.7692,7.0,6.0,1.0,0.0,1.3471,3.0,w
ligue_1,2025,Lille,33,2026-05-17 19:00:00,h,1.2245,0.6158,1.2245,0.6158,5.8421,19.1176,10.0,0.0,0.0,2.0,1.8928,0.0,l
ligue_1,2025,Paris Saint Germain,0,2025-08-17 18:45:00,a,1.3568,0.1244,1.3568,0.1244,10.0,35.375,14.0,2.0,1.0,0.0,2.4338,3.0,w
ligue_1,2025,Paris Saint Germain,1,2025-08-22 18:45:00,h,2.0878,0.1769,1.3277,0.1769,5.04,25.8182,12.0,1.0,1.0,0.0,2.7871,3.0,w
ligue_1,2025,Paris Saint Germain,2,2025-08-30 19:05:00,a,2.4961,2.3301,0.9759,1.57,7.0,35.9375,11.0,5.0,6.0,3.0,1.4929,3.0,w
ligue_1,2025,Paris Saint Germain,3,2025-09-14 15:15:00,h,1.0581,1.2242,1.0581,1.2242,11.1053,22.6957,9.0,4.0,2.0,0.0,1.1607,3.0,w
ligue_1,2025,Paris Saint Germain,4,2025-09-22 18:45:00,a,0.9196,1.7774,0.9196,1.7774,7.8095,16.68,7.0,5.0,0.0,1.0,0.6946,0.0,l
ligue_1,2025,Paris Saint Germain,5,2025-09-27 19:05:00,h,2.1167,0.7313,2.1167,0.7313,4.6667,23.1111,7.0,4.0,2.0,0.0,2.3803,3.0,w
ligue_1,2025,Paris Saint Germain,6,2025-10-05 18:45:00,a,1.7121,0.6475,1.7121,0.6475,12.9375,14.0968,5.0,10.0,1.0,1.0,2.2146,1.0,d
ligue_1,2025,Paris Saint Germain,7,2025-10-17 18:45:00,h,2.8566,1.9208,2.0965,1.9208,6.0303,20.7083,11.0,7.0,3.0,3.0,2.0297,1.0,d
ligue_1,2025,Paris Saint Germain,8,2025-10-25 15:00:00,a,2.9245,1.8926,2.9245,1.1325,9.1875,19.5455,12.0,4.0,3.0,0.0,2.056,3.0,w
ligue_1,2025,Paris Saint Germain,9,2025-10-29 17:00:00,a,1.2881,0.1929,1.2881,0.1929,4.95,34.1111,10.0,4.0,1.0,1.0,2.441,1.0,d
ligue_1,2025,Paris Saint Germain,10,2025-11-01 16:00:00,h,1.8865,0.3867,1.8865,0.3867,3.4419,80.5,30.0,0.0,1.0,0.0,2.5072,3.0,w
ligue_1,2025,Paris Saint Germain,11,2025-11-09 19:45:00,a,1.6987,0.7126,1.6987,0.7126,8.7368,25.0526,5.0,3.0,3.0,2.0,2.2023,3.0,w
