league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
epl,2024,epl_2024_0_man_united_fulham,16/08/2024,Man United,Fulham,1,0,0,0,14,10,5,2,7,8,12,10,2,3,0,0,1.62,4.36,5.15,1.53,2.52
epl,2024,epl_2024_1_ipswich_liverpool,17/08/2024,Ipswich,Liverpool,0,2,0,0,7,18,2,5,2,10,9,18,3,1,0,0,8.28,5.76,1.34,1.41,2.94
epl,2024,epl_2024_2_arsenal_wolves,17/08/2024,Arsenal,Wolves,2,0,1,0,18,9,6,3,8,2,17,14,2,2,0,0,1.18,7.86,15.87,1.46,2.7
epl,2024,epl_2024_3_everton_brighton,17/08/2024,Everton,Brighton,0,3,0,1,9,10,1,5,1,5,8,8,1,1,1,0,2.67,3.41,2.68,1.81,2.04
epl,2024,epl_2024_4_newcastle_southampton,17/08/2024,Newcastle,Southampton,1,0,1,0,3,19,1,4,3,12,15,16,2,4,1,0,1.35,5.62,8.1,1.4,3.01
epl,2024,epl_2024_5_nott'm_forest_bournemouth,17/08/2024,Nott'm Forest,Bournemouth,1,1,1,0,14,13,8,4,2,6,17,8,1,3,0,0,2.45,3.49,2.89,1.77,2.08
epl,2024,epl_2024_6_west_ham_aston_villa,17/08/2024,West Ham,Aston Villa,1,2,1,1,14,15,3,3,5,3,18,11,1,2,0,0,2.44,3.69,2.79,1.57,2.43
epl,2024,epl_2024_7_brentford_crystal_palace,18/08/2024,Brentford,Crystal Palace,2,1,1,0,9,14,5,6,4,7,6,15,1,5,0,0,2.46,3.44,2.9,1.81,2.03
epl,2024,epl_2024_8_chelsea_man_city,18/08/2024,Chelsea,Man City,0,2,0,1,10,11,3,5,4,3,12,9,1,1,0,0,4.05,4.0,1.83,1.5,2.59
epl,2024,epl_2024_9_leicester_tottenham,19/08/2024,Leicester,Tottenham,1,1,0,1,7,15,3,7,2,13,11,12,1,1,0,0,5.01,4.37,1.63,1.52,2.54
epl,2024,epl_2024_10_brighton_man_united,24/08/2024,Brighton,Man United,2,1,1,0,14,11,5,4,4,4,9,13,1,2,0,0,2.5,3.72,2.69,1.58,2.42
epl,2024,epl_2024_11_crystal_palace_west_ham,24/08/2024,Crystal Palace,West Ham,0,2,0,0,14,18,2,3,3,3,9,17,1,1,0,0,2.17,3.63,3.25,1.76,2.1
epl,2024,epl_2024_12_fulham_leicester,24/08/2024,Fulham,Leicester,2,1,1,1,18,10,6,4,7,5,14,13,2,2,0,0,1.83,3.73,4.38,1.87,1.97
epl,2024,epl_2024_13_man_city_ipswich,24/08/2024,Man City,Ipswich,4,1,3,1,14,1,5,1,10,1,4,15,2,3,0,0,1.09,12.17,26.97,1.29,3.54
epl,2024,epl_2024_14_southampton_nott'm_forest,24/08/2024,Southampton,Nott'm Forest,0,1,0,0,5,23,1,8,4,10,14,14,3,3,0,0,2.57,3.32,2.84,1.97,1.87
epl,2024,epl_2024_15_tottenham_everton,24/08/2024,Tottenham,Everton,4,0,2,0,13,10,7,1,12,5,11,15,0,0,0,0,1.44,4.95,6.75,1.51,2.55
epl,2024,epl_2024_16_aston_villa_arsenal,24/08/2024,Aston Villa,Arsenal,0,2,0,0,11,9,3,4,4,1,8,15,1,3,0,0,4.41,3.92,1.78,1.73,2.13
epl,2024,epl_2024_17_bournemouth_newcastle,25/08/2024,Bournemouth,Newcastle,1,1,1,0,16,14,4,5,8,9,19,8,2,2,0,0,2.99,3.8,2.25,1.56,2.44
epl,2024,epl_2024_18_wolves_chelsea,25/08/2024,Wolves,Chelsea,2,6,2,2,12,14,4,8,5,5,13,13,2,3,0,0,4.37,4.0,1.77,1.64,2.29
epl,2024,epl_2024_19_liverpool_brentford,25/08/2024,Liverpool,Brentford,2,0,1,0,19,8,8,2,9,4,10,7,2,3,0,0,1.25,6.78,10.37,1.35,3.2
epl,2024,epl_2024_20_arsenal_brighton,31/08/2024,Arsenal,Brighton,1,1,1,0,11,22,7,4,3,7,12,7,3,2,1,0,1.35,5.66,8.11,1.53,2.52
epl,2024,epl_2024_21_brentford_southampton,31/08/2024,Brentford,Southampton,3,1,1,0,20,18,7,6,2,8,10,7,2,1,0,0,1.77,3.97,4.46,1.73,2.15
epl,2024,epl_2024_22_everton_bournemouth,31/08/2024,Everton,Bournemouth,2,3,0,0,18,17,8,7,8,4,6,1,2,1,0,0,2.78,3.4,2.59,1.87,1.95
epl,2024,epl_2024_23_ipswich_fulham,31/08/2024,Ipswich,Fulham,1,1,1,1,11,9,4,4,8,6,15,15,2,3,0,0,3.1,3.5,2.31,1.82,2.03
epl,2024,epl_2024_24_leicester_aston_villa,31/08/2024,Leicester,Aston Villa,1,2,0,1,9,10,3,5,1,4,13,21,4,5,0,0,4.62,4.02,1.74,1.69,2.21
epl,2024,epl_2024_25_nott'm_forest_wolves,31/08/2024,Nott'm Forest,Wolves,1,1,1,1,16,11,5,3,7,3,15,18,3,4,0,0,2.03,3.66,3.65,1.83,2.02
epl,2024,epl_2024_26_west_ham_man_city,31/08/2024,West Ham,Man City,1,3,1,2,10,23,2,8,3,11,10,3,3,2,0,0,7.57,5.49,1.38,1.46,2.73
epl,2024,epl_2024_27_chelsea_crystal_palace,01/09/2024,Chelsea,Crystal Palace,1,1,1,0,13,9,7,3,4,5,9,13,4,2,0,0,1.63,4.4,5.01,1.52,2.56
epl,2024,epl_2024_28_newcastle_tottenham,01/09/2024,Newcastle,Tottenham,2,1,1,0,9,20,3,6,7,12,16,13,4,4,0,0,2.51,3.97,2.56,1.38,3.07
epl,2024,epl_2024_29_man_united_liverpool,01/09/2024,Man United,Liverpool,0,3,0,2,8,11,3,3,5,2,7,7,4,1,0,0,3.82,4.2,1.85,1.43,2.84
epl,2024,epl_2024_30_southampton_man_united,14/09/2024,Southampton,Man United,0,3,0,2,6,20,4,10,0,7,11,14,1,4,1,0,4.56,4.04,1.74,1.61,2.36
epl,2024,epl_2024_31_brighton_ipswich,14/09/2024,Brighton,Ipswich,0,0,0,0,21,6,6,1,9,2,14,16,4,3,0,0,1.38,5.16,7.89,1.56,2.46
epl,2024,epl_2024_32_crystal_palace_leicester,14/09/2024,Crystal Palace,Leicester,2,2,0,1,20,9,4,4,5,2,11,15,0,3,0,0,1.63,4.14,5.38,1.76,2.1
epl,2024,epl_2024_33_fulham_west_ham,14/09/2024,Fulham,West Ham,1,1,1,0,21,11,5,3,3,2,15,18,2,3,0,0,2.42,3.48,2.92,1.72,2.16
epl,2024,epl_2024_34_liverpool_nott'm_forest,14/09/2024,Liverpool,Nott'm Forest,0,1,0,0,14,5,5,3,7,2,15,6,4,4,0,0,1.22,7.03,12.4,1.41,2.91
epl,2024,epl_2024_35_man_city_brentford,14/09/2024,Man City,Brentford,2,1,2,1,18,8,7,5,12,3,9,3,3,1,0,0,1.17,8.2,14.79,1.35,3.22
epl,2024,epl_2024_36_aston_villa_everton,14/09/2024,Aston Villa,Everton,3,2,1,2,17,6,8,2,6,2,10,12,1,4,0,0,1.51,4.48,6.34,1.67,2.23
epl,2024,epl_2024_37_bournemouth_chelsea,14/09/2024,Bournemouth,Chelsea,0,1,0,0,19,10,7,3,6,3,16,9,6,8,0,0,3.33,3.96,2.05,1.45,2.76
epl,2024,epl_2024_38_tottenham_arsenal,15/09/2024,Tottenham,Arsenal,0,1,0,0,15,7,5,4,7,6,13,10,5,3,0,0,2.99,3.59,2.33,1.58,2.41
epl,2024,epl_2024_39_wolves_newcastle,15/09/2024,Wolves,Newcastle,1,2,1,0,12,14,5,6,4,7,17,6,3,3,0,0,3.36,3.69,2.11,1.56,2.47
epl,2024,epl_2024_40_west_ham_chelsea,21/09/2024,West Ham,Chelsea,0,3,0,2,15,12,7,5,6,5,17,9,5,2,0,0,3.49,3.89,2.01,1.52,2.54
epl,2024,epl_2024_41_aston_villa_wolves,21/09/2024,Aston Villa,Wolves,3,1,0,1,9,10,4,4,6,5,11,16,3,6,0,0,1.59,4.39,5.35,1.58,2.41
