league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
epl,2023,epl_2023_0_burnley_man_city,11/08/2023,Burnley,Man City,0,3,0,2,6,17,1,8,6,5,11,8,0,0,1,0,9.02,5.35,1.35,1.65,2.27
epl,2023,epl_2023_1_arsenal_nott'm_forest,12/08/2023,Arsenal,Nott'm Forest,2,1,2,0,15,6,7,2,8,3,12,12,2,2,0,0,1.18,7.64,15.67,1.42,2.85
epl,2023,epl_2023_2_bournemouth_west_ham,12/08/2023,Bournemouth,West Ham,1,1,0,0,14,16,5,3,10,4,9,14,1,4,0,0,2.69,3.44,2.64,1.88,1.94
epl,2023,epl_2023_3_brighton_luton,12/08/2023,Brighton,Luton,4,1,1,0,27,9,12,3,6,7,11,12,2,2,0,0,1.33,5.52,9.61,1.61,2.34
epl,2023,epl_2023_4_everton_fulham,12/08/2023,Everton,Fulham,0,1,0,0,19,9,9,2,10,4,12,6,0,2,0,0,2.24,3.43,3.3,1.97,1.86
epl,2023,epl_2023_5_sheffield_united_crystal_palace,12/08/2023,Sheffield United,Crystal Palace,0,1,0,0,8,24,1,8,5,5,18,11,3,0,0,0,3.12,3.24,2.41,2.21,1.68
epl,2023,epl_2023_6_newcastle_aston_villa,12/08/2023,Newcastle,Aston Villa,5,1,2,1,17,16,13,6,6,5,12,17,4,4,0,0,1.76,3.88,4.61,1.76,2.09
epl,2023,epl_2023_7_brentford_tottenham,13/08/2023,Brentford,Tottenham,2,2,2,2,11,18,6,6,3,6,12,13,1,4,0,0,2.73,3.63,2.5,1.7,2.18
epl,2023,epl_2023_8_chelsea_liverpool,13/08/2023,Chelsea,Liverpool,1,1,1,1,10,13,4,1,4,4,5,12,3,3,0,0,2.87,3.64,2.39,1.67,2.24
epl,2023,epl_2023_9_man_united_wolves,14/08/2023,Man United,Wolves,1,0,0,0,15,23,3,6,8,7,14,10,2,3,0,0,1.31,5.65,9.85,1.6,2.38
epl,2023,epl_2023_10_nott'm_forest_sheffield_united,18/08/2023,Nott'm Forest,Sheffield United,2,1,1,0,16,7,4,3,6,7,5,9,2,3,0,0,1.95,3.43,4.25,2.24,1.67
