date,team_tri,player_id,player_id,player_name,stat,line,line_n_books,sim_mu,expected_min,game_id,actual_min,actual,pace_proj_final,sim_vs_line,actual_vs_line,pace_vs_line
2026-05-26,OKC,1628983,1628983,Shai Gilgeous-Alexander,pra,42.5,12,34.764799999999994,31.7,,,,,-7.735200000000006,,
2026-05-26,OKC,1628983,1628983,Shai Gilgeous-Alexander,pts,30.5,17,24.347,31.7,,,,,-6.152999999999999,,
2026-05-26,OKC,1628983,1628983,Shai Gilgeous-Alexander,reb,3.5,7,2.5899,31.7,,,,,-0.9100999999999999,,
2026-05-26,OKC,1628983,1628983,Shai Gilgeous-Alexander,threes,1.5,6,1.7751,31.7,,,,,0.2750999999999999,,
2026-05-26,SAS,1628368,1628368,De'Aaron Fox,ast,5.5,8,6.19,29.0,,,,,0.6900000000000004,,
2026-05-26,SAS,1628368,1628368,De'Aaron Fox,pra,23.5,11,30.19,29.0,,,,,6.690000000000001,,
2026-05-26,SAS,1628368,1628368,De'Aaron Fox,pts,14.5,13,20.08,29.0,,,,,5.579999999999998,,
2026-05-26,SAS,1628368,1628368,De'Aaron Fox,reb,4.5,1,3.92,29.0,,,,,-0.5800000000000001,,
2026-05-26,SAS,1628368,1628368,De'Aaron Fox,threes,1.5,6,2.46,29.0,,,,,0.96,,
2026-05-26,SAS,1630170,1630170,Devin Vassell,reb,3.5,1,4.67,29.8,,,,,1.17,,
2026-05-26,SAS,1630170,1630170,Devin Vassell,threes,2.5,5,2.2299999999999995,29.8,,,,,-0.27000000000000046,,
2026-05-26,SAS,1642844,1642844,Dylan Harper,ast,2.5,5,3.29,24.2,,,,,0.79,,
2026-05-26,SAS,1642844,1642844,Dylan Harper,pra,15.0,10,19.06,24.2,,,,,4.059999999999999,,
2026-05-26,SAS,1642844,1642844,Dylan Harper,pts,9.5,12,11.989999999999998,24.2,,,,,2.4899999999999984,,
2026-05-26,SAS,1642844,1642844,Dylan Harper,reb,3.5,7,3.78,24.2,,,,,0.2799999999999998,,
2026-05-26,SAS,1630577,1630577,Julian Champagnie,ast,1.5,4,1.6800000000000002,27.0,,,,,0.18000000000000016,,
2026-05-26,SAS,1630577,1630577,Julian Champagnie,pts,9.0,2,8.969999999999999,27.0,,,,,-0.030000000000001137,,
2026-05-26,SAS,1630577,1630577,Julian Champagnie,threes,1.5,7,1.44,27.0,,,,,-0.06000000000000005,,
2026-05-26,SAS,1629640,1629640,Keldon Johnson,ast,0.5,3,1.22,24.1,,,,,0.72,,
2026-05-26,SAS,1629640,1629640,Keldon Johnson,pra,9.5,7,23.89,24.1,,,,,14.39,,
2026-05-26,SAS,1629640,1629640,Keldon Johnson,pts,6.5,9,16.62,24.1,,,,,10.120000000000001,,
2026-05-26,SAS,1629640,1629640,Keldon Johnson,reb,2.5,5,6.050000000000001,24.1,,,,,3.5500000000000007,,
2026-05-26,SAS,1629640,1629640,Keldon Johnson,threes,0.5,3,1.12,24.1,,,,,0.6200000000000001,,
2026-05-26,SAS,1628436,1628436,Luke Kornet,pra,6.5,2,13.48,20.0,,,,,6.98,,
2026-05-26,SAS,1628436,1628436,Luke Kornet,pts,2.5,7,5.74,20.0,,,,,3.24,,
2026-05-26,SAS,1628436,1628436,Luke Kornet,reb,2.5,4,5.409999999999999,20.0,,,,,2.9099999999999993,,
2026-05-26,SAS,1642264,1642264,Stephon Castle,ast,6.5,9,9.62,30.0,,,,,3.119999999999999,,
2026-05-26,SAS,1642264,1642264,Stephon Castle,pra,29.5,11,33.34,30.0,,,,,3.8400000000000034,,
2026-05-26,SAS,1642264,1642264,Stephon Castle,pts,17.5,15,15.56,30.0,,,,,-1.9399999999999995,,
2026-05-26,SAS,1642264,1642264,Stephon Castle,reb,5.5,8,8.16,30.0,,,,,2.66,,
2026-05-26,SAS,1641705,1641705,Victor Wembanyama,ast,3.5,7,4.25,28.6,,,,,0.75,,
2026-05-26,SAS,1641705,1641705,Victor Wembanyama,pra,43.5,13,50.51,28.6,,,,,7.009999999999998,,
2026-05-26,SAS,1641705,1641705,Victor Wembanyama,pts,26.5,17,33.11,28.6,,,,,6.609999999999999,,
