date,team_tri,player_id,player_id,player_name,stat,line,line_n_books,sim_mu,expected_min,game_id,actual_min,actual,pace_proj_final,sim_vs_line,actual_vs_line,pace_vs_line
2026-05-28,OKC,1627936,1627936,Alex Caruso,ast,2.5,6,1.1252,15.8,,,,,-1.3748,,
2026-05-28,OKC,1627936,1627936,Alex Caruso,pra,15.5,11,7.818199999999999,15.8,,,,,-7.681800000000001,,
2026-05-28,OKC,1627936,1627936,Alex Caruso,pts,10.5,11,3.9188,15.8,,,,,-6.5812,,
2026-05-28,OKC,1627936,1627936,Alex Caruso,reb,3.5,3,2.7742,15.8,,,,,-0.7258,,
2026-05-28,OKC,1627936,1627936,Alex Caruso,threes,1.5,5,0.8341999999999999,15.8,,,,,-0.6658000000000001,,
2026-05-28,OKC,1641717,1641717,Cason Wallace,ast,2.5,6,1.5035,22.1,,,,,-0.9964999999999999,,
2026-05-28,OKC,1641717,1641717,Cason Wallace,pra,14.5,12,11.3005,22.1,,,,,-3.1995000000000005,,
2026-05-28,OKC,1641717,1641717,Cason Wallace,pts,8.5,11,7.158599999999999,22.1,,,,,-1.341400000000001,,
2026-05-28,OKC,1641717,1641717,Cason Wallace,reb,3.5,8,2.6384,22.1,,,,,-0.8616000000000001,,
2026-05-28,OKC,1641717,1641717,Cason Wallace,threes,1.5,6,1.649,22.1,,,,,0.14900000000000002,,
2026-05-28,OKC,1631096,1631096,Chet Holmgren,ast,1.5,5,2.0564,26.1,,,,,0.5564,,
2026-05-28,OKC,1631096,1631096,Chet Holmgren,pra,22.5,11,31.2922,26.1,,,,,8.792200000000001,,
2026-05-28,OKC,1631096,1631096,Chet Holmgren,pts,13.5,12,19.6716,26.1,,,,,6.1716000000000015,,
2026-05-28,OKC,1631096,1631096,Chet Holmgren,reb,7.5,9,9.5642,26.1,,,,,2.0641999999999996,,
2026-05-28,OKC,1631096,1631096,Chet Holmgren,threes,0.5,6,2.1631,26.1,,,,,1.6631,,
2026-05-28,OKC,1628392,1628392,Isaiah Hartenstein,ast,2.5,6,2.0564,20.2,,,,,-0.4436,,
2026-05-28,OKC,1628392,1628392,Isaiah Hartenstein,pra,19.5,10,16.4609,20.2,,,,,-3.0391000000000012,,
2026-05-28,OKC,1628392,1628392,Isaiah Hartenstein,pts,7.5,10,6.8773,20.2,,,,,-0.6227,,
2026-05-28,OKC,1628392,1628392,Isaiah Hartenstein,reb,8.5,8,7.5272,20.2,,,,,-0.9728000000000003,,
2026-05-28,OKC,1631114,1631114,Jalen Williams,ast,3.5,8,6.15,23.9,,,,,2.6500000000000004,,
2026-05-28,OKC,1631114,1631114,Jalen Williams,pra,20.0,10,27.4,23.9,,,,,7.399999999999999,,
2026-05-28,OKC,1631114,1631114,Jalen Williams,pts,12.5,11,16.15,23.9,,,,,3.6499999999999986,,
2026-05-28,OKC,1631114,1631114,Jalen Williams,reb,3.5,8,5.1,23.9,,,,,1.5999999999999996,,
2026-05-28,OKC,1631114,1631114,Jalen Williams,threes,0.5,3,0.38,23.9,,,,,-0.12,,
2026-05-28,OKC,1642272,1642272,Jared McCain,ast,1.5,2,1.39,14.8,,,,,-0.1100000000000001,,
2026-05-28,OKC,1642272,1642272,Jared McCain,pra,18.5,7,12.080000000000002,14.8,,,,,-6.419999999999998,,
2026-05-28,OKC,1642272,1642272,Jared McCain,pts,13.5,13,8.71,14.8,,,,,-4.789999999999999,,
2026-05-28,OKC,1642272,1642272,Jared McCain,reb,2.5,5,1.98,14.8,,,,,-0.52,,
2026-05-28,OKC,1642272,1642272,Jared McCain,threes,2.5,7,0.93,14.8,,,,,-1.5699999999999998,,
2026-05-28,OKC,1631119,1631119,Jaylin Williams,ast,1.5,2,1.9206,15.9,,,,,0.4206000000000001,,
2026-05-28,OKC,1631119,1631119,Jaylin Williams,pra,10.5,1,11.203499999999998,15.9,,,,,0.7034999999999982,,
2026-05-28,OKC,1631119,1631119,Jaylin Williams,pts,4.5,3,4.345599999999999,15.9,,,,,-0.15440000000000076,,
2026-05-28,OKC,1631119,1631119,Jaylin Williams,reb,3.5,3,4.9373,15.9,,,,,1.4372999999999996,,
2026-05-28,OKC,1629652,1629652,Luguentz Dort,ast,0.5,3,0.99,21.4,,,,,0.49,,
2026-05-28,OKC,1629652,1629652,Luguentz Dort,pra,8.5,7,9.89,21.4,,,,,1.3900000000000006,,
2026-05-28,OKC,1629652,1629652,Luguentz Dort,pts,4.5,11,6.92,21.4,,,,,2.42,,
2026-05-28,OKC,1629652,1629652,Luguentz Dort,reb,2.5,6,1.98,21.4,,,,,-0.52,,
2026-05-28,OKC,1629652,1629652,Luguentz Dort,threes,1.5,6,1.92,21.4,,,,,0.41999999999999993,,
2026-05-28,OKC,1628983,1628983,Shai Gilgeous-Alexander,ast,8.0,4,7.8279,31.7,,,,,-0.17210000000000036,,
2026-05-28,OKC,1628983,1628983,Shai Gilgeous-Alexander,pra,41.5,12,34.764799999999994,31.7,,,,,-6.735200000000006,,
2026-05-28,OKC,1628983,1628983,Shai Gilgeous-Alexander,pts,29.5,15,24.347,31.7,,,,,-5.152999999999999,,
2026-05-28,OKC,1628983,1628983,Shai Gilgeous-Alexander,reb,4.5,7,2.5899,31.7,,,,,-1.9101,,
2026-05-28,OKC,1628983,1628983,Shai Gilgeous-Alexander,threes,1.5,6,1.7751,31.7,,,,,0.2750999999999999,,
2026-05-28,SAS,1628368,1628368,De'Aaron Fox,ast,5.5,8,6.19,29.0,,,,,0.6900000000000004,,
2026-05-28,SAS,1628368,1628368,De'Aaron Fox,pra,25.5,11,30.19,29.0,,,,,4.690000000000001,,
2026-05-28,SAS,1628368,1628368,De'Aaron Fox,pts,16.5,13,20.08,29.0,,,,,3.5799999999999983,,
2026-05-28,SAS,1628368,1628368,De'Aaron Fox,reb,3.5,7,3.92,29.0,,,,,0.41999999999999993,,
2026-05-28,SAS,1628368,1628368,De'Aaron Fox,threes,1.5,7,2.46,29.0,,,,,0.96,,
2026-05-28,SAS,1630170,1630170,Devin Vassell,ast,2.5,6,2.0700000000000003,29.8,,,,,-0.4299999999999997,,
2026-05-28,SAS,1630170,1630170,Devin Vassell,pts,12.5,4,13.76,29.8,,,,,1.2599999999999998,,
2026-05-28,SAS,1630170,1630170,Devin Vassell,reb,4.5,8,4.67,29.8,,,,,0.16999999999999993,,
2026-05-28,SAS,1630170,1630170,Devin Vassell,threes,2.5,6,2.2299999999999995,29.8,,,,,-0.27000000000000046,,
2026-05-28,SAS,1642844,1642844,Dylan Harper,ast,2.5,6,3.29,24.2,,,,,0.79,,
2026-05-28,SAS,1642844,1642844,Dylan Harper,pra,15.5,10,19.06,24.2,,,,,3.5599999999999987,,
2026-05-28,SAS,1642844,1642844,Dylan Harper,pts,9.5,11,11.989999999999998,24.2,,,,,2.4899999999999984,,
2026-05-28,SAS,1642844,1642844,Dylan Harper,reb,3.5,7,3.78,24.2,,,,,0.2799999999999998,,
2026-05-28,SAS,1642844,1642844,Dylan Harper,threes,0.5,2,0.78,24.2,,,,,0.28,,
2026-05-28,SAS,1630577,1630577,Julian Champagnie,ast,1.5,5,1.6800000000000002,27.0,,,,,0.18000000000000016,,
2026-05-28,SAS,1630577,1630577,Julian Champagnie,pra,17.5,7,15.98,27.0,,,,,-1.5199999999999996,,
2026-05-28,SAS,1630577,1630577,Julian Champagnie,pts,9.5,11,8.969999999999999,27.0,,,,,-0.5300000000000011,,
2026-05-28,SAS,1630577,1630577,Julian Champagnie,reb,5.5,8,5.33,27.0,,,,,-0.16999999999999993,,
2026-05-28,SAS,1630577,1630577,Julian Champagnie,threes,2.5,6,1.44,27.0,,,,,-1.06,,
2026-05-28,SAS,1629640,1629640,Keldon Johnson,ast,0.5,3,1.22,24.1,,,,,0.72,,
2026-05-28,SAS,1629640,1629640,Keldon Johnson,pra,11.5,7,23.89,24.1,,,,,12.39,,
2026-05-28,SAS,1629640,1629640,Keldon Johnson,pts,7.5,11,16.62,24.1,,,,,9.120000000000001,,
2026-05-28,SAS,1629640,1629640,Keldon Johnson,reb,3.5,7,6.050000000000001,24.1,,,,,2.5500000000000007,,
2026-05-28,SAS,1629640,1629640,Keldon Johnson,threes,0.5,3,1.12,24.1,,,,,0.6200000000000001,,
2026-05-28,SAS,1628436,1628436,Luke Kornet,pra,5.0,2,13.48,20.0,,,,,8.48,,
2026-05-28,SAS,1628436,1628436,Luke Kornet,pts,2.0,6,5.74,20.0,,,,,3.74,,
2026-05-28,SAS,1628436,1628436,Luke Kornet,reb,2.5,4,5.409999999999999,20.0,,,,,2.9099999999999993,,
2026-05-28,SAS,1642264,1642264,Stephon Castle,ast,6.5,8,9.62,30.0,,,,,3.119999999999999,,
2026-05-28,SAS,1642264,1642264,Stephon Castle,pra,29.5,9,33.34,30.0,,,,,3.8400000000000034,,
2026-05-28,SAS,1642264,1642264,Stephon Castle,pts,17.5,12,15.56,30.0,,,,,-1.9399999999999995,,
2026-05-28,SAS,1642264,1642264,Stephon Castle,reb,5.5,8,8.16,30.0,,,,,2.66,,
2026-05-28,SAS,1642264,1642264,Stephon Castle,threes,1.5,1,1.48,30.0,,,,,-0.020000000000000018,,
2026-05-28,SAS,1641705,1641705,Victor Wembanyama,ast,3.5,7,4.25,28.6,,,,,0.75,,
2026-05-28,SAS,1641705,1641705,Victor Wembanyama,pra,44.5,11,50.51,28.6,,,,,6.009999999999998,,
2026-05-28,SAS,1641705,1641705,Victor Wembanyama,pts,27.5,15,33.11,28.6,,,,,5.609999999999999,,
2026-05-28,SAS,1641705,1641705,Victor Wembanyama,reb,12.5,6,13.15,28.6,,,,,0.6500000000000004,,
2026-05-28,SAS,1641705,1641705,Victor Wembanyama,threes,1.5,3,1.8,28.6,,,,,0.30000000000000004,,
