date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631114,Jalen Williams,OKC,ast,OVER,4.5,180,0.35714285714285715,0.7388005383246675,0.8584027312040707,0.38165768118181037,1.068641507309069,bovada,Bovada,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642264,Stephon Castle,SAS,ast,OVER,7.5,145,0.40816326530612246,0.7079728562756187,0.8109755280516878,0.2998095909694962,0.7345334978752658,bovada,Bovada,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631114,Jalen Williams,OKC,ast,OVER,3.5,-104,0.5098039215686274,0.8032839023088438,0.9576079065643419,0.2934799807402164,0.5756722699135014,fanduel,FanDuel,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631114,Jalen Williams,OKC,ast,OVER,3.5,-108,0.5192307692307693,0.8032839023088438,0.9576079065643419,0.28405313307807456,0.5470652933355511,williamhill_us,Caesars,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631114,Jalen Williams,OKC,ast,OVER,3.5,-110,0.5238095238095238,0.8032839023088438,0.9576079065643419,0.27947437849932,0.5335419953168836,betmgm,BetMGM,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631096,Chet Holmgren,OKC,ast,OVER,1.5,140,0.4166666666666667,0.63257205722419,0.7110313044947203,0.21590539055752328,0.5181729373380558,bovada,Bovada,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631096,Chet Holmgren,OKC,ast,OVER,1.5,139,0.41841004184100417,0.63257205722419,0.7110313044947203,0.2141620153831858,0.5118472167658139,draftkings,DraftKings,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631096,Chet Holmgren,OKC,ast,OVER,1.5,138,0.42016806722689076,0.63257205722419,0.7110313044947203,0.2124039899972992,0.505521496193572,fanduel,FanDuel,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631114,Jalen Williams,OKC,ast,OVER,3.5,-117,0.5391705069124424,0.8032839023088438,0.9576079065643419,0.26411339539640144,0.4898513401796505,draftkings,DraftKings,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631114,Jalen Williams,OKC,ast,OVER,3.5,-120,0.5454545454545454,0.8032839023088438,0.9576079065643419,0.2578293568542984,0.47268715423288044,bovada,Bovada,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1641717,Cason Wallace,OKC,ast,UNDER,1.5,210,0.3225806451612903,0.4730638094950114,0.49860371148974847,0.1504831643337211,0.46649780943453556,bovada,Bovada,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631114,Jalen Williams,OKC,ast,OVER,3.5,-122,0.5495495495495496,0.8032839023088438,0.9576079065643419,0.25373435275929423,0.46171333043084695,betrivers,BetRivers,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642264,Stephon Castle,SAS,ast,OVER,6.5,-112,0.5283018867924528,0.7676168623618254,0.9027355374150827,0.23931497556937253,0.45298906089916946,fanduel,FanDuel,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642264,Stephon Castle,SAS,ast,OVER,6.5,-118,0.5412844036697247,0.7676168623618254,0.9027355374150827,0.2263324586921006,0.41813962707523666,betrivers,BetRivers,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642844,Dylan Harper,SAS,ast,OVER,2.5,105,0.4878048780487805,0.691242242632971,0.7852361224476145,0.20343736458419048,0.41704659739759053,betmgm,BetMGM,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642844,Dylan Harper,SAS,ast,OVER,2.5,104,0.49019607843137253,0.691242242632971,0.7852361224476145,0.20104616420159843,0.4101341749712608,betrivers,BetRivers,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642264,Stephon Castle,SAS,ast,OVER,6.5,-120,0.5454545454545454,0.7676168623618254,0.9027355374150827,0.22216231690727994,0.4072975809966799,williamhill_us,Caesars,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1631096,Chet Holmgren,OKC,ast,OVER,1.5,120,0.45454545454545453,0.63257205722419,0.7110313044947203,0.17802660267873543,0.3916585258932179,betrivers,BetRivers,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642844,Dylan Harper,SAS,ast,OVER,2.5,100,0.5,0.691242242632971,0.7852361224476145,0.19124224263297096,0.3824844852659419,bovada,Bovada,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642264,Stephon Castle,SAS,ast,OVER,6.5,-125,0.5555555555555556,0.7676168623618254,0.9027355374150827,0.21206130680626978,0.3817103522512857,draftkings,DraftKings,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T18:25:10.853209+00:00,1642264,Stephon Castle,SAS,ast,OVER,6.5,-125,0.5555555555555556,0.7676168623618254,0.9027355374150827,0.21206130680626978,0.3817103522512857,fanatics,Fanatics,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
