market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,San Antonio Spurs,San Antonio Spurs,New York Knicks,2026-06-05,0.116218,-110.0,0.52381,11.621783,6.0,5.621783,-6.0,,High
TOTAL,Over,San Antonio Spurs,New York Knicks,2026-06-05,0.0231,-110.0,0.52381,2.31003,216.0,,,218.31003,Medium
