date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-05-28,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,,,4.678485575164566,237.9801726419734,,0.0,,237.9801726419734
