snapshot_ts,event_id,commence_time,bookmaker,bookmaker_title,market,outcome_name,player_name,point,price,last_update,home_team,away_team
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Over,Dylan Harper,2.5,-113,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Under,Dylan Harper,2.5,-113,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Over,Jalen Williams,3.5,108,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Under,Jalen Williams,3.5,-138,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Over,De'Aaron Fox,5.5,-122,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Under,De'Aaron Fox,5.5,-104,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Over,Julian Champagnie,1.5,128,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Under,Julian Champagnie,1.5,-164,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Over,Stephon Castle,6.5,-150,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
2026-05-28T21:08:51.972612+00:00,78fd894a8789f5fd7f2318cc85b2fc44,2026-05-29T00:40:00Z,fanduel,FanDuel,player_assists,Under,Stephon Castle,6.5,118,2026-05-28T21:07:47Z,San Antonio Spurs,Oklahoma City Thunder
