team_id,team,player_id,player_name,jersey,position,position_abbreviation,age,height,weight,date_of_birth,headshot_url
441,Anderlecht,285032,Luis Vázquez,,Forward,F,25.0,75.0,181.0,2001-04-24T07:00Z,
441,Anderlecht,152749,Colin Coosemans,26,Goalkeeper,G,33.0,73.0,174.0,1992-08-03T07:00Z,
441,Anderlecht,268971,Joachim Imbrechts,73,Goalkeeper,G,24.0,77.0,181.0,2001-10-09T07:00Z,
441,Anderlecht,343985,Justin Heekeren,32,Goalkeeper,G,25.0,77.0,203.0,2000-11-27T08:00Z,
441,Anderlecht,410533,Mattis Seghers,33,Goalkeeper,G,17.0,,,2009-01-19T08:00Z,
441,Anderlecht,192475,Ludwig Augustinsson,6,Defender,D,32.0,71.0,161.0,1994-04-21T07:00Z,
441,Anderlecht,231780,Léo Pétrot,,Defender,D,29.0,74.0,174.0,1997-04-15T07:00Z,
441,Anderlecht,283681,Giulian Biancone,,Defender,D,26.0,74.0,,2000-03-31T08:00Z,
441,Anderlecht,291359,Killian Sardella,54,Defender,D,24.0,70.0,152.0,2002-05-02T07:00Z,
441,Anderlecht,291360,Marco Kana,55,Defender,D,23.0,72.0,137.0,2002-08-08T07:00Z,
441,Anderlecht,319468,Lucas Hey,3,Defender,D,23.0,74.0,174.0,2003-04-13T07:00Z,
441,Anderlecht,349838,N'Diaye Moussa,,Defender,D,24.0,71.0,150.0,2002-06-18T07:00Z,
441,Anderlecht,370492,Ilay Camara,7,Defender,D,23.0,69.0,139.0,2003-01-18T08:00Z,
441,Anderlecht,380119,Nunzio Engwanda,71,Defender,D,18.0,71.0,172.0,2007-12-01T08:00Z,
441,Anderlecht,395942,Ali Maamar,79,Defender,D,21.0,72.0,163.0,2005-03-23T08:00Z,
441,Anderlecht,408051,Basile Vroninks,62,Defender,D,19.0,69.0,139.0,2006-11-20T08:00Z,
441,Anderlecht,141623,Mats Rits,23,Midfielder,M,33.0,70.0,161.0,1993-07-18T07:00Z,
441,Anderlecht,265969,César Huerta,21,Midfielder,M,25.0,67.0,132.0,2000-12-03T08:00Z,
441,Anderlecht,287172,Enric Llansana,24,Midfielder,M,25.0,72.0,139.0,2001-04-12T07:00Z,https://a.espncdn.com/i/headshots/soccer/players/full/287172.png
441,Anderlecht,311163,Nathan Saliba,13,Midfielder,M,22.0,71.0,157.0,2004-02-07T08:00Z,https://a.espncdn.com/i/headshots/soccer/players/full/311163.png
441,Anderlecht,312187,Mario Stroeykens,29,Midfielder,M,21.0,69.0,172.0,2004-09-29T07:00Z,
441,Anderlecht,365988,Tristan Degreef,83,Midfielder,M,21.0,70.0,152.0,2005-01-19T08:00Z,
441,Anderlecht,372078,Ibrahim Kanate,,Midfielder,M,19.0,68.0,146.0,2006-10-23T07:00Z,
441,Anderlecht,386884,Nathan De Cat,74,Midfielder,M,18.0,75.0,190.0,2008-07-19T07:00Z,
441,Anderlecht,392523,Anas Tajaouart,78,Midfielder,M,20.0,68.0,119.0,2005-09-07T07:00Z,
441,Anderlecht,410539,Joshua-Williame Nga Kana,61,Midfielder,M,17.0,,,2009-06-13T07:00Z,
441,Anderlecht,423024,Adjani Mujangi Bia,40,Midfielder,M,16.0,,,2010-05-30T07:00Z,
441,Anderlecht,277376,Adriano Bertaccini,91,Forward,F,25.0,68.0,152.0,2000-08-13T07:00Z,
441,Anderlecht,288490,Danylo Sikan,14,Forward,F,25.0,74.0,172.0,2001-04-16T07:00Z,
441,Anderlecht,369978,Mihajlo Cvetkovic,9,Forward,F,19.0,69.0,172.0,2007-01-10T08:00Z,
441,Anderlecht,387403,Elyess Dao,22,Forward,F,19.0,72.0,183.0,2006-11-20T08:00Z,
17544,Antwerp,3098700,Carlos Daniel Mejia Klinger,,,,,,,,
17544,Antwerp,3098702,Luis Narh,,,,,,,,
17544,Antwerp,127880,Yannick Thoelen,15,Goalkeeper,G,36.0,74.0,179.0,1990-07-18T07:00Z,
17544,Antwerp,297237,Taishi Nozawa,41,Goalkeeper,G,23.0,76.0,196.0,2002-12-25T08:00Z,
17544,Antwerp,345960,Niels Devalckeneer,81,Goalkeeper,G,22.0,76.0,190.0,2004-05-17T07:00Z,
17544,Antwerp,178856,Björn Engels,3,Defender,D,31.0,76.0,183.0,1994-09-15T07:00Z,
17544,Antwerp,212769,Glenn Bijl,23,Defender,D,31.0,70.0,168.0,1995-07-13T07:00Z,https://a.espncdn.com/i/headshots/soccer/players/full/212769.png
17544,Antwerp,271729,Daam Foulon,5,Defender,D,27.0,71.0,152.0,1999-03-23T08:00Z,
17544,Antwerp,336732,Rein Van Helden,20,Defender,D,23.0,74.0,174.0,2002-07-24T07:00Z,
17544,Antwerp,376388,Eran Tuypens,56,Defender,D,20.0,,,2005-12-07T08:00Z,
17544,Antwerp,390670,Semm Renders,17,Defender,D,18.0,,,2007-12-17T08:00Z,
17544,Antwerp,419595,Luca Schelfhout,70,Defender,D,18.0,,,2007-09-17T07:00Z,
17544,Antwerp,43199,Christopher Scott,30,Midfielder,M,24.0,69.0,157.0,2002-06-07T07:00Z,
17544,Antwerp,144337,Geoffrey Hairemans,11,Midfielder,M,34.0,72.0,139.0,1991-10-21T07:00Z,
17544,Antwerp,173150,Dennis Praet,8,Midfielder,M,32.0,71.0,172.0,1994-05-14T07:00Z,
17544,Antwerp,365949,Andreas Verstraeten,21,Midfielder,M,20.0,68.0,,2006-01-10T08:00Z,
17544,Antwerp,378866,Yuto Tsunashima,4,Midfielder,M,25.0,74.0,174.0,2000-08-15T07:00Z,
17544,Antwerp,390494,Farouck Adekami,22,Midfielder,M,20.0,,,2006-02-13T08:00Z,
17544,Antwerp,399247,Youssef Hamdaoui,43,Midfielder,M,18.0,,,2008-03-20T07:00Z,
17544,Antwerp,410554,Xander Dierckx,78,Midfielder,M,17.0,,,2009-02-27T08:00Z,
17544,Antwerp,410687,Jules Ahoka,6,Midfielder,M,20.0,,,2005-12-17T08:00Z,
17544,Antwerp,418662,Koki Ando,,Midfielder,M,18.0,67.0,130.0,2007-09-22T07:00Z,
17544,Antwerp,419243,Louie Van Gelder,82,Midfielder,M,17.0,,,2009-01-30T08:00Z,
17544,Antwerp,422279,Modibo Fofana,58,Midfielder,M,18.0,70.0,,2007-11-03T07:00Z,
17544,Antwerp,188402,Vincent Janssen,18,Forward,F,32.0,72.0,172.0,1994-06-15T07:00Z,
17544,Antwerp,199663,Gyrano Kerk,7,Forward,F,30.0,69.0,150.0,1995-12-02T08:00Z,https://a.espncdn.com/i/headshots/soccer/players/full/199663.png
17544,Antwerp,298354,Thibo Somers,24,Forward,F,27.0,68.0,172.0,1999-03-16T08:00Z,
17544,Antwerp,303328,Anthony Valencia,14,Forward,F,22.0,68.0,150.0,2003-07-21T07:00Z,
17544,Antwerp,359880,Gerard Vandeplas,79,Forward,F,20.0,67.0,128.0,2006-02-25T08:00Z,
17544,Antwerp,372206,Mukhammadali Urinboev,19,Forward,F,21.0,,,2005-04-24T07:00Z,
17544,Antwerp,401025,Orseer Achihi,76,Forward,F,19.0,69.0,152.0,2006-09-19T07:00Z,
17544,Antwerp,401026,David Gabriel Jesus,92,Forward,F,19.0,,,2007-01-02T08:00Z,
17544,Antwerp,421696,Jeff Godelaine,83,Forward,F,19.0,,,2007-04-26T07:00Z,
3610,Cercle Brugge KSV,228431,Dante Vanzeir,,Forward,F,28.0,69.0,150.0,1998-04-16T07:00Z,
3610,Cercle Brugge KSV,386076,Alama Bayo,,Forward,F,20.0,71.0,183.0,2006-02-02T08:00Z,
3610,Cercle Brugge KSV,250143,Warleson,1,Goalkeeper,G,29.0,75.0,192.0,1996-08-31T07:00Z,
