team_id,abbreviation,location,display_name,primary_color,secondary_color,logo_url,source_snapshot_date
103,MIL,AC Milan,AC Milan,#e4002b,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/103.png,2026-07-20
104,ROMA,AS Roma,AS Roma,#990a2c,#eae9e7,https://a.espncdn.com/i/teamlogos/soccer/500/104.png,2026-07-20
105,ATA,Atalanta,Atalanta,#1157bf,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/105.png,2026-07-20
107,BOL,Bologna,Bologna,#04043d,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/107.png,2026-07-20
2925,CAG,Cagliari,Cagliari,#282846,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/2925.png,2026-07-20
2572,COMO,Como,Como,#3933ff,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/2572.png,2026-07-20
109,FIO,Fiorentina,Fiorentina,#4c1d84,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/109.png,2026-07-20
4057,FRO,Frosinone,Frosinone,#ffff00,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/4057.png,2026-07-20
3263,GEN,Genoa,Genoa,#08305d,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/3263.png,2026-07-20
110,INT,Internazionale,Internazionale,#00239c,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/110.png,2026-07-20
111,JUV,Juventus,Juventus,#000000,#ffef32,https://a.espncdn.com/i/teamlogos/soccer/500/111.png,2026-07-20
112,LAZ,Lazio,Lazio,#74bde7,#ffef32,https://a.espncdn.com/i/teamlogos/soccer/500/112.png,2026-07-20
113,LEC,Lecce,Lecce,#e4002b,#08305d,https://a.espncdn.com/i/teamlogos/soccer/500/113.png,2026-07-20
4007,MON,Monza,Monza,#c8142f,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/4007.png,2026-07-20
114,NAP,Napoli,Napoli,#0677d2,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/114.png,2026-07-20
115,PAR,Parma,Parma,#19161d,#ffdd30,https://a.espncdn.com/i/teamlogos/soccer/500/115.png,2026-07-20
3997,SAS,Sassuolo,Sassuolo,#0fa653,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/3997.png,2026-07-20
239,TOR,Torino,Torino,#9f0000,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/239.png,2026-07-20
118,UDI,Udinese,Udinese,#19161d,#ffef32,https://a.espncdn.com/i/teamlogos/soccer/500/118.png,2026-07-20
17530,VEN,Venezia,Venezia,#000000,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/17530.png,2026-07-20
