date,player_id,player_name,team,home_team,away_team,market,market_type,entity,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,market_id,_merge_key
2026-06-11,,Colton Sissons,,Carolina Hurricanes,Vegas Golden Knights,ASSISTS,assists,colton_sissons,0.5,412,-696,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:assists:colton_sissons:0.5,name::colton sissons
2026-06-11,,Colton Sissons,,Carolina Hurricanes,Vegas Golden Knights,POINTS,points,colton_sissons,0.5,264,-388,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:points:colton_sissons:0.5,name::colton sissons
2026-06-11,,Eric Robinson,,Carolina Hurricanes,Vegas Golden Knights,ASSISTS,assists,eric_robinson,0.5,465,-833,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:assists:eric_robinson:0.5,name::eric robinson
2026-06-11,,Eric Robinson,,Carolina Hurricanes,Vegas Golden Knights,POINTS,points,eric_robinson,0.5,270,-399,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:points:eric_robinson:0.5,name::eric robinson
2026-06-11,,Eric Robinson,,Carolina Hurricanes,Vegas Golden Knights,SOG,sog,eric_robinson,0.5,-238,173,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:sog:eric_robinson:0.5,name::eric robinson
2026-06-11,,Ivan Barbashev,,Carolina Hurricanes,Vegas Golden Knights,ASSISTS,assists,ivan_barbashev,0.5,200,-280,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:assists:ivan_barbashev:0.5,name::ivan barbashev
2026-06-11,,Ivan Barbashev,,Carolina Hurricanes,Vegas Golden Knights,POINTS,points,ivan_barbashev,0.5,113,-150,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:points:ivan_barbashev:0.5,name::ivan barbashev
2026-06-11,,Ivan Barbashev,,Carolina Hurricanes,Vegas Golden Knights,SOG,sog,ivan_barbashev,1.5,110,-146,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:sog:ivan_barbashev:1.5,name::ivan barbashev
2026-06-11,,Jaccob Slavin,,Carolina Hurricanes,Vegas Golden Knights,ASSISTS,assists,jaccob_slavin,0.5,288,-431,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:assists:jaccob_slavin:0.5,name::jaccob slavin
2026-06-11,,Jaccob Slavin,,Carolina Hurricanes,Vegas Golden Knights,POINTS,points,jaccob_slavin,0.5,218,-308,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:points:jaccob_slavin:0.5,name::jaccob slavin
2026-06-11,,Jaccob Slavin,,Carolina Hurricanes,Vegas Golden Knights,SOG,sog,jaccob_slavin,1.5,141,-189,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:sog:jaccob_slavin:1.5,name::jaccob slavin
2026-06-11,,Jack Eichel,,Carolina Hurricanes,Vegas Golden Knights,ASSISTS,assists,jack_eichel,0.5,-120,-111,pinnacle,2026-06-11T22:19:35Z,2026-06-11T22:19:35Z,True,NHL:2026-06-11:VGK@CAR:assists:jack_eichel:0.5,name::jack eichel
