date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-05-21,8473533.0,Jordan Staal,CAR,ASSISTS,0.5,290,-450,betmgm,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8473533.0
2026-05-21,8473533.0,Jordan Staal,CAR,ASSISTS,0.5,319,-493,pinnacle,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8473533.0
2026-05-21,8473533.0,Jordan Staal,CAR,POINTS,0.5,155,-210,betmgm,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8473533.0
2026-05-21,8473533.0,Jordan Staal,CAR,POINTS,0.5,157,-214,pinnacle,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8473533.0
2026-05-21,8473533.0,Jordan Staal,CAR,SOG,1.5,-115,-118,betmgm,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8473533.0
2026-05-21,8473533.0,Jordan Staal,CAR,SOG,1.5,-112,-118,pinnacle,2026-05-21T15:24:59.374421Z,2026-05-21T15:24:59.805788Z,True,id::8473533.0
2026-05-21,8475791.0,Taylor Hall,CAR,ASSISTS,0.5,145,-190,betmgm,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8475791.0
2026-05-21,8475791.0,Taylor Hall,CAR,ASSISTS,0.5,153,-207,pinnacle,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8475791.0
2026-05-21,8475791.0,Taylor Hall,CAR,POINTS,0.5,-130,-105,betmgm,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8475791.0
2026-05-21,8475791.0,Taylor Hall,CAR,POINTS,0.5,-125,-106,pinnacle,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8475791.0
2026-05-21,8475791.0,Taylor Hall,CAR,SOG,2.5,115,-155,betmgm,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8475791.0
2026-05-21,8475791.0,Taylor Hall,CAR,SOG,2.5,120,-154,draftkings,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8475791.0
2026-05-21,8475791.0,Taylor Hall,CAR,SOG,2.5,126,-165,fanduel,2026-05-21T15:24:59.373419Z,2026-05-21T15:24:59.805788Z,True,id::8475791.0
