team,player_id,period,player,game_home,game_away,date,shots,goals,assists,points,blocks,saves,toi_sec,is_dressed
Montréal Canadiens,8476981,1,Josh Anderson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.664,0.075,0.12,0.195,0.19,0.0,404.0888888888886,1
Montréal Canadiens,8483424,1,Owen Beck,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.623,0.065,0.127,0.192,0.182,0.0,404.0888888888886,1
Montréal Canadiens,8482737,1,Zachary Bolduc,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.7030000000000001,0.10200000000000001,0.114,0.21600000000000003,0.20700000000000002,0.0,404.0888888888886,1
Montréal Canadiens,8478851,1,Alexandre Carrier,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.521,0.07200000000000001,0.124,0.196,0.454,0.0,493.19999999999357,1
Montréal Canadiens,8480865,1,Noah Dobson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.525,0.044,0.114,0.158,0.47600000000000003,0.0,493.19999999999357,1
Carolina Hurricanes,8478427,1,Sebastian Aho,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.619,0.068,0.11900000000000001,0.187,0.214,0.0,403.64444444444416,1
Carolina Hurricanes,8482809,1,Jackson Blake,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.677,0.081,0.112,0.193,0.187,0.0,403.64444444444416,1
Carolina Hurricanes,8477478,1,William Carrier,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.757,0.077,0.1,0.177,0.198,0.0,403.64444444444416,1
Carolina Hurricanes,8478970,1,Jalen Chatfield,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.581,0.054,0.11800000000000001,0.17200000000000001,0.467,0.0,494.3999999999937,1
Carolina Hurricanes,8476906,1,Shayne Gostisbehere,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.547,0.058,0.097,0.155,0.355,0.0,454.6222222222177,1
Montréal Canadiens,8482487,1,Jakub Dobes,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.0,0.0,0.0,0.0,0.0,7.773000000000001,1199.9999999999998,1
Carolina Hurricanes,8475883,1,Frederik Andersen,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.0,0.0,0.0,0.0,0.0,7.594,1199.9999999999998,1
Montréal Canadiens,8481540,1,Cole Caufield,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.5,0.074,0.068,0.14200000000000002,0.139,0.0,278.26666666666694,1
Montréal Canadiens,8481523,1,Kirby Dach,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.448,0.057,0.093,0.15,0.136,0.0,278.26666666666694,1
Montréal Canadiens,8476479,1,Phillip Danault,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.446,0.048,0.092,0.14,0.139,0.0,278.26666666666694,1
Montréal Canadiens,8483686,1,Adam Engstrom,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.399,0.046,0.074,0.12,0.324,0.0,360.6222222222259,1
Montréal Canadiens,8482087,1,Kaiden Guhle,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.406,0.038,0.1,0.138,0.318,0.0,360.6222222222259,1
Carolina Hurricanes,8480829,1,Jesperi Kotkaniemi,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.439,0.05,0.068,0.11800000000000001,0.128,0.0,252.75555555555388,1
Carolina Hurricanes,8476921,1,Jordan Martinook,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.422,0.053,0.081,0.134,0.127,0.0,252.75555555555388,1
Carolina Hurricanes,8480762,1,Eric Robinson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.402,0.054,0.083,0.137,0.157,0.0,252.75555555555388,1
Carolina Hurricanes,8484428,1,Charles Alexis Legault,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.404,0.041,0.077,0.118,0.371,0.0,359.60000000000366,1
Carolina Hurricanes,8485563,1,Charlie Cerrato,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.418,0.041,0.081,0.122,0.14200000000000002,0.0,278.2222222222228,1
Carolina Hurricanes,8475235,1,Nicolas Deslauriers,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.492,0.052000000000000005,0.07200000000000001,0.12400000000000001,0.156,0.0,278.2222222222228,1
Carolina Hurricanes,8477940,1,Nikolaj Ehlers,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.493,0.058,0.074,0.132,0.152,0.0,278.2222222222228,1
Montréal Canadiens,8483457,1,Lane Hutson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.41500000000000004,0.048,0.073,0.121,0.302,0.0,346.1777777777818,1
Montréal Canadiens,8476875,1,Mike Matheson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.34700000000000003,0.029,0.08,0.109,0.28300000000000003,0.0,346.1777777777818,1
Montréal Canadiens,8484984,1,Ivan Demidov,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.466,0.045,0.059000000000000004,0.10400000000000001,0.133,0.0,264.84444444444347,1
Montréal Canadiens,8478133,1,Jake Evans,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.429,0.052000000000000005,0.066,0.11800000000000001,0.133,0.0,264.84444444444347,1
Montréal Canadiens,8475848,1,Brendan Gallagher,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.456,0.046,0.076,0.122,0.132,0.0,264.84444444444347,1
Carolina Hurricanes,8480817,1,K'Andre Miller,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.381,0.039,0.08,0.119,0.262,0.0,320.888888888894,1
Carolina Hurricanes,8475791,1,Taylor Hall,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.46900000000000003,0.044,0.073,0.11699999999999999,0.14200000000000002,0.0,265.37777777777677,1
Carolina Hurricanes,8476873,1,Mark Jankowski,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.449,0.053,0.063,0.11599999999999999,0.145,0.0,265.37777777777677,1
Carolina Hurricanes,8482093,1,Seth Jarvis,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.449,0.051000000000000004,0.07,0.12100000000000001,0.122,0.0,265.37777777777677,1
Carolina Hurricanes,8482100,1,Alexander Nikishin,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.391,0.047,0.069,0.116,0.326,0.0,346.0000000000045,1
Carolina Hurricanes,8476422,1,Mike Reilly,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.335,0.031,0.089,0.12,0.233,0.0,304.44444444444866,1
Montréal Canadiens,8482775,1,Oliver Kapanen,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.376,0.053,0.061,0.11399999999999999,0.123,0.0,252.7999999999985,1
Montréal Canadiens,8479339,1,Patrik Laine,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.423,0.04,0.058,0.098,0.151,0.0,252.7999999999985,1
Montréal Canadiens,8481618,1,Alex Newhook,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.423,0.042,0.082,0.124,0.11800000000000001,0.0,252.7999999999985,1
Montréal Canadiens,8476981,2,Josh Anderson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.67,0.082,0.11900000000000001,0.201,0.219,0.0,410.31111111111016,1
Montréal Canadiens,8483424,2,Owen Beck,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.7010000000000001,0.076,0.11900000000000001,0.195,0.20400000000000001,0.0,410.31111111111016,1
Montréal Canadiens,8482737,2,Zachary Bolduc,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.67,0.065,0.14100000000000001,0.20600000000000002,0.193,0.0,410.31111111111016,1
Montréal Canadiens,8478851,2,Alexandre Carrier,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.59,0.07,0.114,0.184,0.436,0.0,498.53333333332665,1
Montréal Canadiens,8480865,2,Noah Dobson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.532,0.065,0.11900000000000001,0.184,0.494,0.0,498.53333333332665,1
Carolina Hurricanes,8478427,2,Sebastian Aho,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.741,0.10400000000000001,0.13,0.234,0.201,0.0,407.5999999999995,1
Carolina Hurricanes,8482809,2,Jackson Blake,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.6920000000000001,0.082,0.14200000000000002,0.22400000000000003,0.23,0.0,407.5999999999995,1
Carolina Hurricanes,8477478,2,William Carrier,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.723,0.099,0.14400000000000002,0.24300000000000002,0.201,0.0,407.5999999999995,1
Carolina Hurricanes,8478970,2,Jalen Chatfield,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.551,0.073,0.156,0.22899999999999998,0.456,0.0,497.2888888888816,1
Carolina Hurricanes,8476906,2,Shayne Gostisbehere,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.534,0.068,0.155,0.223,0.363,0.0,459.28888888888395,1
Montréal Canadiens,8482487,2,Jakub Dobes,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.0,0.0,0.0,0.0,0.0,7.915,1199.9999999999998,1
Carolina Hurricanes,8475883,2,Frederik Andersen,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.0,0.0,0.0,0.0,0.0,7.912,1199.9999999999998,1
Montréal Canadiens,8481540,2,Cole Caufield,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.46900000000000003,0.047,0.089,0.136,0.156,0.0,275.7777777777778,1
Montréal Canadiens,8481523,2,Kirby Dach,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.47300000000000003,0.056,0.078,0.134,0.147,0.0,275.7777777777778,1
Montréal Canadiens,8476479,2,Phillip Danault,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.437,0.044,0.089,0.133,0.151,0.0,275.7777777777778,1
Carolina Hurricanes,8484428,2,Charles Alexis Legault,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.44,0.057,0.078,0.135,0.364,0.0,360.04444444444823,1
Carolina Hurricanes,8485563,2,Charlie Cerrato,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.497,0.064,0.085,0.14900000000000002,0.152,0.0,275.4666666666668,1
Carolina Hurricanes,8475235,2,Nicolas Deslauriers,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.516,0.057,0.08600000000000001,0.14300000000000002,0.14400000000000002,0.0,275.4666666666668,1
Carolina Hurricanes,8477940,2,Nikolaj Ehlers,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.466,0.048,0.096,0.14400000000000002,0.17300000000000001,0.0,275.4666666666668,1
Montréal Canadiens,8483686,2,Adam Engstrom,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.427,0.051000000000000004,0.084,0.135,0.319,0.0,358.9333333333371,1
Montréal Canadiens,8482087,2,Kaiden Guhle,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.417,0.057,0.07,0.127,0.313,0.0,358.9333333333371,1
Carolina Hurricanes,8480817,2,K'Andre Miller,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.40900000000000003,0.055,0.067,0.122,0.23600000000000002,0.0,319.8222222222277,1
Montréal Canadiens,8484984,2,Ivan Demidov,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.47700000000000004,0.046,0.101,0.14700000000000002,0.128,0.0,263.0222222222212,1
Montréal Canadiens,8478133,2,Jake Evans,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.454,0.055,0.08700000000000001,0.14200000000000002,0.131,0.0,263.0222222222212,1
Montréal Canadiens,8475848,2,Brendan Gallagher,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.468,0.056,0.093,0.149,0.126,0.0,263.0222222222212,1
Carolina Hurricanes,8475791,2,Taylor Hall,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.45,0.045,0.09,0.135,0.139,0.0,264.88888888888783,1
Carolina Hurricanes,8476873,2,Mark Jankowski,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.464,0.061,0.069,0.13,0.151,0.0,264.88888888888783,1
Carolina Hurricanes,8482093,2,Seth Jarvis,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.44,0.05,0.088,0.138,0.145,0.0,264.88888888888783,1
Montréal Canadiens,8483457,2,Lane Hutson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.401,0.049,0.092,0.14100000000000001,0.312,0.0,342.5333333333378,1
Montréal Canadiens,8476875,2,Mike Matheson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.396,0.058,0.095,0.153,0.322,0.0,342.5333333333378,1
Carolina Hurricanes,8482100,2,Alexander Nikishin,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.402,0.041,0.105,0.146,0.34800000000000003,0.0,342.6666666666711,1
Carolina Hurricanes,8476422,2,Mike Reilly,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.357,0.038,0.075,0.11299999999999999,0.274,0.0,304.2666666666704,1
Montréal Canadiens,8482775,2,Oliver Kapanen,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.492,0.07200000000000001,0.07100000000000001,0.14300000000000002,0.11900000000000001,0.0,250.88888888888718,1
Montréal Canadiens,8479339,2,Patrik Laine,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.445,0.053,0.094,0.147,0.131,0.0,250.88888888888718,1
Montréal Canadiens,8481618,2,Alex Newhook,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.444,0.049,0.091,0.14,0.153,0.0,250.88888888888718,1
Carolina Hurricanes,8480829,2,Jesperi Kotkaniemi,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.464,0.06,0.08,0.14,0.147,0.0,252.04444444444283,1
Carolina Hurricanes,8476921,2,Jordan Martinook,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.461,0.063,0.075,0.138,0.16,0.0,252.04444444444283,1
Carolina Hurricanes,8480762,2,Eric Robinson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.417,0.044,0.07100000000000001,0.115,0.14,0.0,252.04444444444283,1
Montréal Canadiens,8476981,3,Josh Anderson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.6940000000000001,0.085,0.11800000000000001,0.203,0.192,0.0,402.4888888888889,1
Montréal Canadiens,8483424,3,Owen Beck,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.711,0.097,0.146,0.243,0.20600000000000002,0.0,402.4888888888889,1
Montréal Canadiens,8482737,3,Zachary Bolduc,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.685,0.095,0.128,0.223,0.201,0.0,402.4888888888889,1
Montréal Canadiens,8478851,3,Alexandre Carrier,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.534,0.063,0.11900000000000001,0.182,0.432,0.0,493.333333333327,1
Montréal Canadiens,8480865,3,Noah Dobson,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.548,0.066,0.134,0.2,0.454,0.0,493.333333333327,1
Carolina Hurricanes,8478427,3,Sebastian Aho,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.723,0.088,0.114,0.202,0.23,0.0,403.4222222222223,1
Carolina Hurricanes,8482809,3,Jackson Blake,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.679,0.08600000000000001,0.11800000000000001,0.20400000000000001,0.215,0.0,403.4222222222223,1
Carolina Hurricanes,8477478,3,William Carrier,Montréal Canadiens,Carolina Hurricanes,2026-05-25,0.686,0.078,0.125,0.203,0.21,0.0,403.4222222222223,1
