team,player_id,period,player,game_home,game_away,date,shots,goals,assists,points,blocks,saves,toi_sec,is_dressed
Carolina Hurricanes,8478427,1,Sebastian Aho,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.878,0.123,0.228,0.351,0.5720000000000001,0.0,403.5555555555553,1
Carolina Hurricanes,8482809,1,Jackson Blake,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.865,0.151,0.21,0.361,0.583,0.0,403.5555555555553,1
Carolina Hurricanes,8477478,1,William Carrier,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.857,0.13,0.219,0.349,0.62,0.0,403.5555555555553,1
Carolina Hurricanes,8478970,1,Jalen Chatfield,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.84,0.14,0.228,0.368,0.638,0.0,494.1777777777709,1
Carolina Hurricanes,8476906,1,Shayne Gostisbehere,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.859,0.13,0.216,0.346,0.628,0.0,494.1777777777709,1
Vegas Golden Knights,8477964,1,Ivan Barbashev,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.885,0.154,0.23500000000000001,0.389,0.5640000000000001,0.0,403.42222222222216,1
Vegas Golden Knights,8483890,1,Braeden Bowman,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.895,0.139,0.228,0.367,0.612,0.0,403.42222222222216,1
Vegas Golden Knights,8484803,1,Trevor Connelly,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.915,0.134,0.24,0.374,0.5680000000000001,0.0,403.42222222222216,1
Vegas Golden Knights,8478397,1,Rasmus Andersson,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.917,0.13,0.23500000000000001,0.365,0.5750000000000001,0.0,493.28888888888235,1
Vegas Golden Knights,8479639,1,Dylan Coghlan,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.841,0.137,0.196,0.333,0.47100000000000003,0.0,453.5999999999958,1
Carolina Hurricanes,8475883,1,Frederik Andersen,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.0,0.0,0.0,0.0,0.0,10.123,1199.9999999999998,1
Vegas Golden Knights,8479394,1,Carter Hart,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.0,0.0,0.0,0.0,0.0,9.993,1199.9999999999998,1
Carolina Hurricanes,8475235,1,Nicolas Deslauriers,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.579,0.074,0.178,0.252,0.406,0.0,279.33333333333405,1
Carolina Hurricanes,8477940,1,Nikolaj Ehlers,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.626,0.096,0.149,0.245,0.405,0.0,279.33333333333405,1
Carolina Hurricanes,8475791,1,Taylor Hall,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.642,0.109,0.146,0.255,0.393,0.0,279.33333333333405,1
Carolina Hurricanes,8476422,1,Mike Reilly,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.585,0.095,0.17200000000000001,0.267,0.38,0.0,345.8666666666712,1
Carolina Hurricanes,8476958,1,Jaccob Slavin,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.5660000000000001,0.082,0.163,0.245,0.381,0.0,345.8666666666712,1
Vegas Golden Knights,8476881,1,Tomas Hertl,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.588,0.081,0.153,0.23399999999999999,0.401,0.0,264.3999999999988,1
Vegas Golden Knights,8482125,1,Alexander Holtz,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.604,0.1,0.124,0.224,0.359,0.0,264.3999999999988,1
Vegas Golden Knights,8479353,1,Brett Howden,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.545,0.08,0.14,0.22000000000000003,0.4,0.0,264.3999999999988,1
Vegas Golden Knights,8477018,1,Ben Hutton,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.601,0.097,0.147,0.244,0.40700000000000003,0.0,345.1555555555599,1
Carolina Hurricanes,8480817,1,K'Andre Miller,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.58,0.096,0.163,0.259,0.441,0.0,359.95555555555904,1
Carolina Hurricanes,8482100,1,Alexander Nikishin,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.618,0.096,0.14,0.23600000000000002,0.427,0.0,359.95555555555904,1
Vegas Golden Knights,8476448,1,William Karlsson,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.52,0.076,0.15,0.22599999999999998,0.402,0.0,253.73333333333167,1
Vegas Golden Knights,8478434,1,Keegan Kolesar,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.54,0.083,0.123,0.20600000000000002,0.369,0.0,253.73333333333167,1
Vegas Golden Knights,8479550,1,Tanner Laczynski,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.5630000000000001,0.078,0.124,0.202,0.381,0.0,253.73333333333167,1
Vegas Golden Knights,8479602,1,Jeremy Davies,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.61,0.09,0.149,0.239,0.432,0.0,361.5555555555591,1
Vegas Golden Knights,8481604,1,Pavel Dorofeyev,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.5680000000000001,0.069,0.137,0.20600000000000002,0.45,0.0,278.4444444444451,1
Vegas Golden Knights,8475343,1,Nic Dowd,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.646,0.08700000000000001,0.14,0.22700000000000004,0.436,0.0,278.4444444444451,1
Vegas Golden Knights,8478403,1,Jack Eichel,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.587,0.084,0.129,0.21300000000000002,0.437,0.0,278.4444444444451,1
Carolina Hurricanes,8476921,1,Jordan Martinook,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.547,0.08600000000000001,0.129,0.21500000000000002,0.34500000000000003,0.0,252.48888888888717,1
Carolina Hurricanes,8480762,1,Eric Robinson,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.557,0.093,0.14,0.233,0.369,0.0,252.48888888888717,1
Carolina Hurricanes,8473533,1,Jordan Staal,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.532,0.074,0.13,0.20400000000000001,0.377,0.0,252.48888888888717,1
Vegas Golden Knights,8478396,1,Noah Hanifin,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.558,0.085,0.135,0.22000000000000003,0.331,0.0,321.0666666666721,1
Carolina Hurricanes,8476873,1,Mark Jankowski,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.5760000000000001,0.083,0.112,0.195,0.376,0.0,264.62222222222186,1
Carolina Hurricanes,8482093,1,Seth Jarvis,Carolina Hurricanes,Vegas Golden Knights,2026-06-11,0.553,0.077,0.113,0.19,0.375,0.0,264.62222222222186,1
