date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,ev_over,chosen_prob,edge_score,edge_drivers,edge_reasons,proj
2026-06-02,Andrei Svechnikov,CAR,,SOG,2.5,2.0,0.3233235838169364,-147,111,pinnacle,Under,111,0.4277872381462645,0.4277872381462645,0.6766764161830636,0.35335283236612725,model leans Under,model leans Under,2.0
2026-06-02,Seth Jarvis,CAR,,SOG,2.5,2.0,0.3233235838169364,-135,105,draftkings,Under,105,0.38718665317528034,0.38718665317528034,0.6766764161830636,0.35335283236612725,model leans Under,model leans Under,2.0
2026-06-02,Logan Stankoven,CAR,,SOG,2.5,2.0,0.3233235838169364,-124,-107,pinnacle,Under,-107,0.3090842817747119,0.3090842817747119,0.6766764161830636,0.35335283236612725,model leans Under,model leans Under,2.0
2026-06-02,Jack Eichel,VGK,,SOG,2.5,2.0,0.3233235838169364,-115,-115,draftkings,Under,-115,0.26509069112485795,0.26509069112485795,0.6766764161830636,0.35335283236612725,model leans Under,model leans Under,2.0
2026-06-02,Pavel Dorofeyev,VGK,,SOG,2.5,2.0,0.3233235838169364,100,-132,pinnacle,Under,-132,0.18931006480659662,0.18931006480659662,0.6766764161830636,0.35335283236612725,model leans Under,model leans Under,2.0
2026-06-02,Mitch Marner,VGK,,ASSISTS,0.5,0.4,0.32967995396436056,-125,-105,draftkings,Under,-105,0.3087200898791055,0.3087200898791055,0.6703200460356394,0.3406400920712789,model leans Under,model leans Under,0.4
2026-06-02,Jack Eichel,VGK,,ASSISTS,0.5,0.4,0.32967995396436056,-117,-113,pinnacle,Under,-113,0.2635236265981522,0.2635236265981522,0.6703200460356394,0.3406400920712789,model leans Under,model leans Under,0.4
2026-06-02,Sebastian Aho,CAR,,ASSISTS,0.5,0.4,0.32967995396436056,-105,-126,pinnacle,Under,-126,0.20232008257186107,0.20232008257186107,0.6703200460356394,0.3406400920712789,model leans Under,model leans Under,0.4
2026-06-02,Ivan Barbashev,VGK,,SOG,1.5,2.0,0.5939941502901616,169,-231,pinnacle,Over,169,0.5978442642805346,0.5978442642805346,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Noah Hanifin,VGK,,SOG,1.5,2.0,0.5939941502901616,154,-205,fanduel,Over,154,0.5087451417370104,0.5087451417370104,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Brett Howden,VGK,,SOG,1.5,2.0,0.5939941502901616,138,-182,fanduel,Over,138,0.41370607769058443,0.41370607769058443,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Rasmus Andersson,VGK,,SOG,1.5,2.0,0.5939941502901616,132,-176,pinnacle,Over,132,0.37806642867317497,0.37806642867317497,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Jordan Martinook,CAR,,SOG,1.5,2.0,0.5939941502901616,130,-166,draftkings,Over,130,0.3661865456673715,0.3661865456673715,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,K'Andre Miller,CAR,,SOG,1.5,2.0,0.5939941502901616,128,-171,pinnacle,Over,128,0.3543066626615685,0.3543066626615685,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Jordan Staal,CAR,,SOG,1.5,2.0,0.5939941502901616,124,-160,draftkings,Over,124,0.33054689664996206,0.33054689664996206,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Jalen Chatfield,CAR,,SOG,1.5,2.0,0.5939941502901616,121,-161,pinnacle,Over,121,0.31272707214125706,0.31272707214125706,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Jaccob Slavin,CAR,,SOG,1.5,2.0,0.5939941502901616,118,-157,pinnacle,Over,118,0.29490724763255205,0.29490724763255205,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Shea Theodore,VGK,,SOG,1.5,2.0,0.5939941502901616,116,-152,fanduel,Over,116,0.28302736462674905,0.28302736462674905,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,William Karlsson,VGK,,SOG,1.5,2.0,0.5939941502901616,112,-146,fanduel,Over,112,0.2592675986151426,0.2592675986151426,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Tomas Hertl,VGK,,SOG,1.5,2.0,0.5939941502901616,-106,-120,fanduel,Over,-106,0.1543659901865404,0.1543659901865404,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Sean Walker,CAR,,SOG,1.5,2.0,0.5939941502901616,-118,-110,fanduel,Over,-118,0.09737902341741711,0.09737902341741711,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Mark Stone,VGK,,SOG,1.5,2.0,0.5939941502901616,-118,-110,fanduel,Over,-118,0.09737902341741711,0.09737902341741711,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Shayne Gostisbehere,CAR,,SOG,1.5,2.0,0.5939941502901616,-120,-108,fanduel,Over,-120,0.08898927553196295,0.08898927553196295,0.5939941502901616,0.18798830058032312,model leans Over,model leans Over,2.0
2026-06-02,Alexander Nikishin,CAR,,POINTS,0.5,0.7,0.5034146962085905,329,-512,pinnacle,Over,329,1.1596490467348533,1.1596490467348533,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Brayden McNabb,VGK,,POINTS,0.5,0.7,0.5034146962085905,306,-467,pinnacle,Over,306,1.0438636666068777,1.0438636666068777,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Jalen Chatfield,CAR,,POINTS,0.5,0.7,0.5034146962085905,241,-348,pinnacle,Over,241,0.7166441140712937,0.7166441140712937,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Jaccob Slavin,CAR,,POINTS,0.5,0.7,0.5034146962085905,238,-342,pinnacle,Over,238,0.7015416731850358,0.7015416731850358,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Noah Hanifin,VGK,,POINTS,0.5,0.7,0.5034146962085905,238,-342,pinnacle,Over,238,0.7015416731850358,0.7015416731850358,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Sean Walker,CAR,,POINTS,0.5,0.7,0.5034146962085905,237,-341,pinnacle,Over,237,0.69650752622295,0.69650752622295,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Rasmus Andersson,VGK,,POINTS,0.5,0.7,0.5034146962085905,213,-300,pinnacle,Over,213,0.5756879991328882,0.5756879991328882,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Jordan Martinook,CAR,,POINTS,0.5,0.7,0.5034146962085905,192,-267,pinnacle,Over,192,0.4699709129290841,0.4699709129290841,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Jordan Staal,CAR,,POINTS,0.5,0.7,0.5034146962085905,159,-217,pinnacle,Over,159,0.30384406318024926,0.30384406318024926,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Brett Howden,VGK,,POINTS,0.5,0.7,0.5034146962085905,138,-185,pinnacle,Over,138,0.19812697697644532,0.19812697697644532,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,William Karlsson,VGK,,POINTS,0.5,0.7,0.5034146962085905,132,-177,pinnacle,Over,132,0.1679220952039301,0.1679220952039301,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,K'Andre Miller,CAR,,POINTS,0.5,0.7,0.5034146962085905,127,-170,pinnacle,Over,127,0.14275136039350034,0.14275136039350034,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Tomas Hertl,VGK,,POINTS,0.5,0.7,0.5034146962085905,123,-164,pinnacle,Over,123,0.12261477254515674,0.12261477254515674,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Ivan Barbashev,VGK,,POINTS,0.5,0.7,0.5034146962085905,120,-159,pinnacle,Over,120,0.10751233165889917,0.10751233165889917,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Shayne Gostisbehere,CAR,,POINTS,0.5,0.7,0.5034146962085905,114,-145,draftkings,Over,114,0.0773074498863835,0.0773074498863835,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
2026-06-02,Shea Theodore,VGK,,POINTS,0.5,0.7,0.5034146962085905,112,-148,pinnacle,Over,112,0.06723915596221186,0.06723915596221186,0.5034146962085905,0.006829392417180946,model leans Over,model leans Over,0.7
