player_id,full_name,position,line_slot,pp_unit,pk_unit,proj_toi,confidence,team
8480762,Eric Robinson,F,L4,1.0,1.0,11.387878787878789,0.5,CAR
8476873,Mark Jankowski,F,,2.0,,11.236363636363636,0.5,CAR
8477478,William Carrier,F,,2.0,,9.783333333333333,0.5,CAR
8480817,K'Andre Miller,D,D1,2.0,2.0,24.266666666666666,0.5,CAR
8476958,Jaccob Slavin,D,D1,2.0,2.0,23.05,0.5,CAR
8480336,Sean Walker,D,D2,2.0,2.0,22.881818181818183,0.5,CAR
8476422,Mike Reilly,D,D2,1.0,2.0,22.577272727272728,0.5,CAR
8478970,Jalen Chatfield,D,D3,1.0,1.0,22.272727272727273,0.5,CAR
8476906,Shayne Gostisbehere,D,D3,1.0,1.0,16.88030303030303,0.5,CAR
8482100,Alexander Nikishin,D,,,,14.268181818181818,0.5,CAR
8475883,Frederik Andersen,G,,,,59.6,0.5,CAR
8483548,Brandon Bussi,G,,,,20.493939393939396,0.5,CAR
8481611,Pyotr Kochetkov,G,,,,0.0,0.5,CAR
8475745,Charlie Coyle,F,L1,1.0,1.0,13.216666666666667,0.5,CBJ
8484166,Adam Fantilli,F,L1,1.0,1.0,13.216666666666667,0.5,CBJ
8478856,Conor Garland,F,L1,,,13.216666666666667,0.5,CBJ
8478046,Danton Heinen,F,L2,,,13.216666666666667,0.5,CBJ
8476432,Boone Jenner,F,L2,,,13.216666666666667,0.5,CBJ
8482660,Kent Johnson,F,L2,,,13.216666666666667,0.5,CBJ
8480806,Isac Lundeström,F,L3,,,13.216666666666667,0.5,CBJ
8480893,Kirill Marchenko,F,L3,,,13.216666666666667,0.5,CBJ
8478975,Mason Marchment,F,L3,,,13.216666666666667,0.5,CBJ
8477497,Sean Monahan,F,L4,,,13.216666666666667,0.5,CBJ
8477501,Valeri Nichushkin,F,L4,,,13.216666666666667,0.5,CBJ
8479671,Mathieu Olivier,F,L4,,,13.216666666666667,0.5,CBJ
8482705,Cole Sillinger,F,,,,13.216666666666667,0.5,CBJ
8481716,Dmitri Voronkov,F,,,,13.216666666666667,0.5,CBJ
8477425,Miles Wood,F,,,,13.216666666666667,0.5,CBJ
8481161,Jake Christiansen,D,D1,2.0,,18.5,0.5,CBJ
8479371,Dante Fabbro,D,D1,2.0,,18.5,0.5,CBJ
8475790,Erik Gudbranson,D,D2,2.0,2.0,18.5,0.5,CBJ
8483485,Denton Mateychuk,D,D2,2.0,2.0,18.5,0.5,CBJ
8478500,Ivan Provorov,D,D3,2.0,2.0,18.5,0.5,CBJ
8476923,Damon Severson,D,D3,1.0,2.0,18.5,0.5,CBJ
8474090,Brendan Smith,D,,1.0,1.0,18.5,0.5,CBJ
8478460,Zach Werenski,D,,1.0,1.0,18.5,0.5,CBJ
8481178,Egor Zamula,D,,,,18.5,0.5,CBJ
8482982,Jet Greaves,G,,,,60.0,0.5,CBJ
8478007,Elvis Merzlikins,G,,,,60.0,0.5,CBJ
8474150,Mikael Backlund,F,L1,1.0,1.0,13.5,0.5,CGY
8481556,John Beecher,F,L1,,,13.5,0.5,CGY
8484958,Maxim Tsyplakov,F,L1,,,13.5,0.5,CGY
8484234,Aydar Suniev,F,L2,,,13.5,0.5,CGY
8476458,Ryan Strome,F,L2,,,13.5,0.5,CGY
8481068,Yegor Sharangovich,F,L2,,,13.5,0.5,CGY
8481028,Martin Pospisil,F,L3,,,13.5,0.5,CGY
8478109,Victor Olofsson,F,L3,,,13.5,0.5,CGY
8479066,Ryan Lomberg,F,L3,,,13.5,0.5,CGY
8483609,Adam Klapka,F,L4,,,13.5,0.5,CGY
8482209,Rory Kerins,F,L4,,,13.5,0.5,CGY
8476456,Jonathan Huberdeau,F,L4,,,13.5,0.5,CGY
8484180,Samuel Honzek,F,,,,13.5,0.5,CGY
8486056,Tyson Gross,F,,,,13.5,0.5,CGY
8484860,Matvei Gridin,F,,,,13.5,0.5,CGY
8480028,Morgan Frost,F,,,,13.5,0.5,CGY
8480797,Joel Farabee,F,,1.0,1.0,13.5,0.5,CGY
8482679,Matt Coronato,F,,,,13.5,0.5,CGY
8476399,Blake Coleman,F,,,,13.5,0.5,CGY
8482074,Connor Zary,F,,,,13.5,0.5,CGY
8480860,Kevin Bahl,D,D1,,,18.5,0.5,CGY
8479402,Jake Bean,D,D1,,,18.5,0.5,CGY
8484150,Hunter Brzustewicz,D,D2,2.0,,18.5,0.5,CGY
8477810,Joel Hanley,D,D2,2.0,,18.5,0.5,CGY
8482165,Yan Kuznetsov,D,D3,2.0,2.0,18.5,0.5,CGY
8476874,Olli Maatta,D,D3,2.0,2.0,18.5,0.5,CGY
8483495,Simon Nemec,D,,2.0,2.0,18.5,0.5,CGY
8481167,Brayden Pachal,D,,1.0,2.0,18.5,0.5,CGY
8484768,Zayne Parekh,D,,1.0,1.0,18.5,0.5,CGY
8480727,Zach Whitecloud,D,,1.0,1.0,18.5,0.5,CGY
8483709,Abram Wiebe,D,,,,18.5,0.5,CGY
8482445,Devin Cooley,G,,,,60.0,0.5,CGY
8481692,Dustin Wolf,G,,,,60.0,0.5,CGY
8484144,Connor Bedard,F,L1,1.0,1.0,9.827777777777778,0.5,CHI
8477479,Tyler Bertuzzi,F,L1,1.0,1.0,9.827777777777778,0.5,CHI
8484793,Sacha Boisvert,F,L1,,,9.827777777777778,0.5,CHI
8477987,Ryan Donato,F,L2,,,9.827777777777778,0.5,CHI
8485391,Anton Frondell,F,L2,,,9.827777777777778,0.5,CHI
8483450,Ryan Greene,F,L2,,,9.827777777777778,0.5,CHI
8478413,Jordan Greenway,F,L3,,,9.827777777777778,0.5,CHI
8478043,Sam Lafferty,F,L3,,,9.827777777777778,0.5,CHI
8484185,Nick Lardis,F,L3,,,9.827777777777778,0.5,CHI
8478233,Andrew Mangiapane,F,L4,,,9.827777777777778,0.5,CHI
8481624,Ilya Mikheyev,F,L4,,,9.827777777777778,0.5,CHI
8484197,Oliver Moore,F,L4,,,9.827777777777778,0.5,CHI
8483493,Frank Nazar,F,,,,9.827777777777778,0.5,CHI
8482172,Landon Slaggert,F,,,,9.827777777777778,0.5,CHI
8476882,Teuvo Teravainen,F,,,,9.827777777777778,0.5,CHI
8476952,Dominic Toninato,F,,2.0,,9.827777777777778,0.5,CHI
8481524,Bowen Byram,D,D1,2.0,,23.322222222222223,0.5,CHI
8482807,Ethan Del Mastro,D,D1,2.0,2.0,23.322222222222223,0.5,CHI
8476891,Matt Grzelcyk,D,D2,2.0,2.0,23.322222222222223,0.5,CHI
8482176,Wyatt Kaiser,D,D2,2.0,2.0,23.322222222222223,0.5,CHI
8483466,Kevin Korchinski,D,D3,1.0,2.0,23.322222222222223,0.5,CHI
8484783,Artyom Levshunov,D,D3,1.0,1.0,23.322222222222223,0.5,CHI
8483506,Sam Rinzel,D,,1.0,1.0,23.322222222222223,0.5,CHI
8481568,Alex Vlasic,D,,,,23.322222222222223,0.5,CHI
8481519,Spencer Knight,G,,,,60.0,0.5,CHI
8482821,Arvid Soderblom,G,,,,60.0,0.5,CHI
8476455,Gabriel Landeskog,F,L1,1.0,1.0,22.043333333333333,0.5,COL
8480039,Martin Necas,F,L1,,,21.89,0.5,COL
8477492,Nathan MacKinnon,F,L1,,,21.45,0.5,COL
8475172,Nazem Kadri,F,L2,,,18.35,0.5,COL
8475754,Brock Nelson,F,L2,,,18.193333333333335,0.5,COL
8482947,Zakhar Bardakov,F,L2,,,17.450833333333335,0.5,COL
8482768,Fedor Svechkov,F,L3,,,17.450833333333335,0.5,COL
8477476,Artturi Lehkonen,F,L3,,,16.708333333333332,0.5,COL
8478462,Nicolas Roy,F,L3,,,12.36,0.5,COL
8481186,Logan O'Connor,F,L4,2.0,,11.180000000000001,0.5,COL
8480448,Parker Kelly,F,L4,1.0,1.0,10.926666666666666,0.5,COL
8481641,Joel Kiviranta,F,L4,2.0,,9.975,0.5,COL
8480069,Cale Makar,D,D1,2.0,2.0,26.855555555555554,0.5,COL
8478038,Devon Toews,D,D1,2.0,2.0,26.803333333333335,0.5,COL
8476967,Brett Kulak,D,D2,2.0,2.0,20.36,0.5,COL
8470613,Brent Burns,D,D2,1.0,2.0,18.4,0.5,COL
8476312,Josh Manson,D,D3,1.0,1.0,17.28,0.5,COL
8484258,Sam Malinski,D,D3,1.0,1.0,17.1,0.5,COL
8483565,Nick Blankenburg,D,,,,9.35,0.5,COL
8478406,Mackenzie Blackwood,G,,,,15.580000000000002,0.5,COL
8475809,Scott Wedgewood,G,,,,42.85333333333333,0.5,COL
8479414,Nathan Bastian,F,L1,1.0,1.0,13.5,0.5,DAL
8478449,Roope Hintz,F,L1,1.0,1.0,13.5,0.5,DAL
8475794,Tyler Seguin,F,L1,,,13.5,0.5,DAL
8480027,Jason Robertson,F,L2,,,13.5,0.5,DAL
8478420,Mikko Rantanen,F,L2,,,13.5,0.5,DAL
8482740,Wyatt Johnston,F,L2,,,13.5,0.5,DAL
8484938,Arttu Hyry,F,L3,,,13.5,0.5,DAL
8484829,Justin Hryckowian,F,L3,,,13.5,0.5,DAL
8476889,Radek Faksa,F,L3,,,13.5,0.5,DAL
8473994,Jamie Benn,F,L4,,,13.5,0.5,DAL
8477454,Adam Erne,F,L4,,,13.5,0.5,DAL
8475168,Matt Duchene,F,L4,,,13.5,0.5,DAL
8480840,Oskar Bäck,F,,,,13.5,0.5,DAL
8478047,Michael Bunting,F,,,,13.5,0.5,DAL
8482145,Mavrik Bourque,F,,,,13.5,0.5,DAL
8476278,Colin Blackwell,F,,,,13.5,0.5,DAL
8479351,Sam Steel,F,,,,13.5,0.5,DAL
8483425,Lian Bichsel,D,D1,2.0,,18.5,0.5,DAL
8478476,Kyle Capobianco,D,D1,2.0,,18.5,0.5,DAL
8481581,Thomas Harley,D,D2,2.0,2.0,18.5,0.5,DAL
8480036,Miro Heiskanen,D,D2,2.0,2.0,18.5,0.5,DAL
8476902,Esa Lindell,D,D3,2.0,2.0,18.5,0.5,DAL
8480878,Nils Lundkvist,D,D3,1.0,2.0,18.5,0.5,DAL
8480950,Ilya Lyubushkin,D,,1.0,1.0,18.5,0.5,DAL
8474574,Tyler Myers,D,,1.0,1.0,18.5,0.5,DAL
8475755,Alexander Petrovic,D,,,,18.5,0.5,DAL
8479193,Casey DeSmith,G,,,,60.0,0.5,DAL
8479979,Jake Oettinger,G,,,,60.0,0.5,DAL
8478891,Mason Appleton,F,L1,1.0,1.0,13.5,0.5,DET
8477456,J.T. Compher,F,L1,,,13.5,0.5,DET
8477429,Andrew Copp,F,L1,,,13.5,0.5,DET
8479337,Alex DeBrincat,F,L2,,,13.5,0.5,DET
8484471,Emmitt Finnie,F,L2,,,13.5,0.5,DET
8474141,Patrick Kane,F,L2,,,13.5,0.5,DET
8483464,Marco Kasper,F,L3,,,13.5,0.5,DET
8477946,Dylan Larkin,F,L3,,,13.5,0.5,DET
8474102,David Perron,F,L3,,,13.5,0.5,DET
8479992,Michael Rasmussen,F,L4,2.0,,13.5,0.5,DET
8482078,Lucas Raymond,F,L4,1.0,1.0,13.5,0.5,DET
8474037,James van Riemsdyk,F,L4,2.0,,13.5,0.5,DET
8480879,Jacob Bernard-Docker,D,D1,2.0,2.0,18.5,0.5,DET
8475279,Ben Chiarot,D,D1,2.0,2.0,18.5,0.5,DET
8482762,Simon Edvinsson,D,D2,2.0,2.0,18.5,0.5,DET
8475753,Justin Faulk,D,D2,1.0,2.0,18.5,0.5,DET
8474612,Travis Hamonic,D,D3,1.0,1.0,18.5,0.5,DET
8481607,Albert Johansson,D,D3,1.0,1.0,18.5,0.5,DET
8481542,Moritz Seider,D,,,,18.5,0.5,DET
8476434,John Gibson,G,,,,60.0,0.5,DET
8475660,Cam Talbot,G,,,,60.0,0.5,DET
8482703,Colton Dach,F,L1,1.0,1.0,13.5,0.5,EDM
8477450,Jason Dickinson,F,L1,,,13.5,0.5,EDM
8477934,Leon Draisaitl,F,L1,,,13.5,0.5,EDM
8479365,Trent Frederic,F,L2,,,13.5,0.5,EDM
8474641,Adam Henrique,F,L2,,,13.5,0.5,EDM
8475786,Zach Hyman,F,L2,,,13.5,0.5,EDM
8477406,Mattias Janmark,F,L3,,,13.5,0.5,EDM
8479368,Max Jones,F,L3,,,13.5,0.5,EDM
8477953,Kasperi Kapanen,F,L3,,,13.5,0.5,EDM
8477508,Curtis Lazar,F,L4,,,13.5,0.5,EDM
8478402,Connor McDavid,F,L4,,,13.5,0.5,EDM
8476454,Ryan Nugent-Hopkins,F,L4,,,13.5,0.5,EDM
8481617,Vasily Podkolzin,F,,1.0,1.0,13.5,0.5,EDM
8478458,Jack Roslovic,F,,,,13.5,0.5,EDM
8484509,Josh Samanski,F,,2.0,,13.5,0.5,EDM
8483512,Matt Savoie,F,,2.0,,13.5,0.5,EDM
8480803,Evan Bouchard,D,D1,2.0,2.0,18.5,0.5,EDM
8475218,Mattias Ekholm,D,D1,2.0,2.0,18.5,0.5,EDM
8480834,Ty Emberson,D,D2,2.0,2.0,18.5,0.5,EDM
8476473,Connor Murphy,D,D2,1.0,2.0,18.5,0.5,EDM
8477498,Darnell Nurse,D,D3,1.0,1.0,18.5,0.5,EDM
8481056,Spencer Stastney,D,D3,1.0,1.0,18.5,0.5,EDM
8478013,Jake Walman,D,,,,18.5,0.5,EDM
8478971,Connor Ingram,G,,,,60.0,0.5,EDM
8477465,Tristan Jarry,G,,,,60.0,0.5,EDM
8475717,Calvin Pickard,G,,,,60.0,0.5,EDM
8477493,Aleksander Barkov,F,L1,1.0,1.0,13.5,0.5,FLA
8473419,Brad Marchand,F,L1,1.0,1.0,13.5,0.5,FLA
8479314,Matthew Tkachuk,F,L1,,,13.5,0.5,FLA
8480801,Brady Tkachuk,F,L2,,,13.5,0.5,FLA
8481655,Cole Schwindt,F,L2,,,13.5,0.5,FLA
8478542,Evan Rodrigues,F,L2,,,13.5,0.5,FLA
8477933,Sam Reinhart,F,L3,,,13.5,0.5,FLA
8481133,Cole Reinhardt,F,L3,,,13.5,0.5,FLA
8477931,Tomas Nosek,F,L3,,,13.5,0.5,FLA
8480185,Eetu Luostarinen,F,L4,,,13.5,0.5,FLA
8477935,Sam Bennett,F,L4,,,13.5,0.5,FLA
8482113,Anton Lundell,F,L4,,,13.5,0.5,FLA
8479316,Luke Kunin,F,,,,13.5,0.5,FLA
8476994,Vinnie Hinostroza,F,,,,13.5,0.5,FLA
8477903,Garnet Hathaway,F,,,,13.5,0.5,FLA
8478421,A.J. Greer,F,,,,13.5,0.5,FLA
8479981,Jonah Gadjovich,F,,,,13.5,0.5,FLA
8480003,Jesper Boqvist,F,,2.0,,13.5,0.5,FLA
8477409,Carter Verhaeghe,F,,2.0,,13.5,0.5,FLA
8484304,Uvis Balinskis,D,D1,2.0,2.0,18.5,0.5,FLA
8477932,Aaron Ekblad,D,D1,2.0,2.0,18.5,0.5,FLA
8478055,Gustav Forsling,D,D2,2.0,2.0,18.5,0.5,FLA
8477495,Seth Jones,D,D2,1.0,2.0,18.5,0.5,FLA
8475179,Dmitry Kulikov,D,D3,1.0,1.0,18.5,0.5,FLA
8478859,Niko Mikkola,D,D3,1.0,1.0,18.5,0.5,FLA
8482131,Donovan Sebrango,D,,,,18.5,0.5,FLA
8475683,Sergei Bobrovsky,G,,,,60.0,0.5,FLA
8480193,Daniil Tarasov,G,,,,60.0,0.5,FLA
8476469,Joel Armia,F,L1,1.0,1.0,13.5,0.5,LAK
8482124,Quinton Byfield,F,L1,1.0,1.0,13.5,0.5,LAK
8477942,Kevin Fiala,F,L1,,,13.5,0.5,LAK
8482726,Samuel Helenius,F,L2,,,13.5,0.5,LAK
8478472,Mathieu Joseph,F,L2,,,13.5,0.5,LAK
8477960,Adrian Kempe,F,L2,,,13.5,0.5,LAK
8471685,Anze Kopitar,F,L3,,,13.5,0.5,LAK
8483808,Andrei Kuzmenko,F,L3,,,13.5,0.5,LAK
8482155,Alex Laferriere,F,L3,,,13.5,0.5,LAK
8476872,Scott Laughton,F,L4,,,13.5,0.5,LAK
8482408,Jeff Malott,F,L4,,,13.5,0.5,LAK
8479675,Trevor Moore,F,L4,,,13.5,0.5,LAK
8478550,Artemi Panarin,F,,,,13.5,0.5,LAK
8481532,Alex Turcotte,F,,2.0,,13.5,0.5,LAK
8483406,Taylor Ward,F,,2.0,,13.5,0.5,LAK
8479998,Mikey Anderson,D,D1,2.0,2.0,18.5,0.5,LAK
8476879,Cody Ceci,D,D1,2.0,2.0,18.5,0.5,LAK
8482730,Brandt Clarke,D,D2,2.0,2.0,18.5,0.5,LAK
8474563,Drew Doughty,D,D2,1.0,2.0,18.5,0.5,LAK
8475208,Brian Dumoulin,D,D3,1.0,1.0,18.5,0.5,LAK
8476441,Joel Edmundson,D,D3,1.0,1.0,18.5,0.5,LAK
8479421,Jacob Moverare,D,,,,18.5,0.5,LAK
8476341,Anton Forsberg,G,,,,60.0,0.5,LAK
8475311,Darcy Kuemper,G,,,,60.0,0.5,LAK
8481557,Matt Boldy,F,L1,1.0,1.0,22.916666666666668,0.5,MIN
8478864,Kirill Kaprizov,F,L1,1.0,1.0,22.6,0.5,MIN
8475692,Mats Zuccarello,F,L1,,,18.95,0.5,MIN
8477451,Ryan Hartman,F,L2,,,18.566666666666666,0.5,MIN
8477446,Michael McCarron,F,L2,,,17.516666666666666,0.5,MIN
8475149,Marcus Johansson,F,L2,,,16.25,0.5,MIN
8483452,Hunter Haight,F,L3,,,14.691666666666666,0.5,MIN
8477952,Robby Fabbri,F,L3,,,14.691666666666666,0.5,MIN
8480259,Ben Jones,F,L3,,,14.691666666666666,0.5,MIN
8478493,Joel Eriksson Ek,F,L4,,,14.691666666666666,0.5,MIN
8481553,Bobby Brink,F,L4,,,14.691666666666666,0.5,MIN
8477979,Nicolas Aube-Kubel,F,L4,,,14.691666666666666,0.5,MIN
8483525,Danila Yurov,F,,,,13.133333333333333,0.5,MIN
8481477,Nico Sturm,F,,,,12.9,0.5,MIN
8473422,Nick Foligno,F,,,,12.75,0.5,MIN
8478508,Yakov Trenin,F,,,,12.566666666666666,0.5,MIN
8475220,Marcus Foligno,F,,,,11.983333333333333,0.5,MIN
8475765,Vladimir Tarasenko,F,,,,11.05,0.5,MIN
8482122,Brock Faber,D,D1,,,32.1,0.5,MIN
8480800,Quinn Hughes,D,D1,,,30.583333333333332,0.5,MIN
8474716,Jared Spurgeon,D,D2,,,22.8,0.5,MIN
8474567,Zach Bogosian,D,D2,2.0,,22.358333333333334,0.5,MIN
8476463,Jonas Brodin,D,D3,2.0,,22.358333333333334,0.5,MIN
