player_id,full_name,position,line_slot,pp_unit,pk_unit,proj_toi,confidence,team
8475798,Mikael Granlund,F,L1,1.0,1.0,23.375,0.5,ANA
8484762,Beckett Sennecke,F,L1,,,22.133333333333333,0.5,ANA
8473986,Alex Killorn,F,L1,,,21.791666666666664,0.5,ANA
8483445,Cutter Gauthier,F,L2,,,18.825,0.5,ANA
8484153,Leo Carlsson,F,L2,,,17.95,0.5,ANA
8478873,Troy Terry,F,L2,,,17.366666666666667,0.5,ANA
8483444,Nathan Gaucher,F,L3,,,16.47083333333333,0.5,ANA
8484201,Nico Myatovic,F,L3,,,16.47083333333333,0.5,ANA
8478366,Frank Vatrano,F,L3,,,16.47083333333333,0.5,ANA
8484238,Anton Wahlberg,F,L4,,,16.47083333333333,0.5,ANA
8485512,Tim Washe,F,L4,,,15.575,0.5,ANA
8475184,Chris Kreider,F,L4,,,15.333333333333332,0.5,ANA
8479705,Jeffrey Viel,F,,,,12.616666666666667,0.5,ANA
8477527,Ross Johnston,F,,1.0,1.0,9.8,0.5,ANA
8478424,Jansen Harkins,F,,,,6.066666666666666,0.5,ANA
8480068,Ryan Poehling,F,,,,2.3333333333333335,0.5,ANA
8481605,Jackson LaCombe,D,D1,2.0,,30.19166666666667,0.5,ANA
8474590,John Carlson,D,D1,2.0,,24.65,0.5,ANA
8475462,Radko Gudas,D,D2,2.0,2.0,23.983333333333334,0.5,ANA
8481563,Drew Helleson,D,D2,2.0,2.0,23.983333333333334,0.5,ANA
8482731,Tyson Hinds,D,D3,2.0,2.0,23.983333333333334,0.5,ANA
8476885,Jacob Trouba,D,D3,1.0,2.0,23.983333333333334,0.5,ANA
8483521,Noah Warren,D,,1.0,1.0,23.983333333333334,0.5,ANA
8483490,Pavel Mintyukov,D,,1.0,1.0,13.925,0.5,ANA
8482178,Ian Moore,D,,,,9.683333333333334,0.5,ANA
8483746,Vyacheslav Buteyets,G,,,,60.0,0.5,ANA
8480843,Lukas Dostal,G,,,,59.84166666666667,0.5,ANA
8478024,Ville Husso,G,,,,0.0,0.5,ANA
8475852,Petr Mrazek,G,,,,60.0,0.5,ANA
8475461,Andrew Agozzino,F,L1,1.0,1.0,13.5,0.5,ARI
8484388,Daniil But,F,L1,,,13.5,0.5,ARI
8479293,Brandon Tanev,F,L1,,,13.5,0.5,ARI
8478831,Kevin Stenlund,F,L2,,,13.5,0.5,ARI
8477951,Nick Schmaltz,F,L2,,,13.5,0.5,ARI
8479291,Kevin Rooney,F,L2,,,13.5,0.5,ARI
8477070,Liam O'Brien,F,L3,,,13.5,0.5,ARI
8481827,Ben McCartney,F,L3,,,13.5,0.5,ARI
8480855,Jack McBain,F,L3,,,13.5,0.5,ARI
8477021,Alexander Kerfoot,F,L4,,,13.5,0.5,ARI
8479343,Clayton Keller,F,L4,,,13.5,0.5,ARI
8479656,Cam Hebig,F,L4,,,13.5,0.5,ARI
8480849,Barrett Hayton,F,,,,13.5,0.5,ARI
8482699,Dylan Guenther,F,,,,13.5,0.5,ARI
8478474,Lawson Crouse,F,,,,13.5,0.5,ARI
8483431,Logan Cooley,F,,1.0,1.0,13.5,0.5,ARI
8479619,Michael Carcone,F,,,,13.5,0.5,ARI
8479977,Kailer Yamamoto,F,,,,13.5,0.5,ARI
8474013,Ian Cole,D,D1,,,18.5,0.5,ARI
8480084,Nick DeSimone,D,D1,,,18.5,0.5,ARI
8480434,Sean Durzi,D,D2,2.0,,18.5,0.5,ARI
8483472,Maveric Lamoureux,D,D2,2.0,,18.5,0.5,ARI
8478507,John Marino,D,D3,2.0,2.0,18.5,0.5,ARI
8481059,Scott Perunovich,D,D3,2.0,2.0,18.5,0.5,ARI
8477220,Nate Schmidt,D,,2.0,2.0,18.5,0.5,ARI
8479410,Mikhail Sergachev,D,,1.0,2.0,18.5,0.5,ARI
8484386,Dmitri Simashev,D,,1.0,1.0,18.5,0.5,ARI
8483763,Maksymilian Szuber,D,,1.0,1.0,18.5,0.5,ARI
8477346,MacKenzie Weegar,D,,,,18.5,0.5,ARI
8483530,Jaxson Stauber,G,,,,60.0,0.5,ARI
8477970,Vitek Vanecek,G,,,,60.0,0.5,ARI
8478872,Karel Vejmelka,G,,,,60.0,0.5,ARI
8480191,Matt Villalta,G,,,,60.0,0.5,ARI
8478042,Viktor Arvidsson,F,L1,1.0,1.0,13.5,0.5,BOS
8479591,Michael Eyssimont,F,L1,,,13.5,0.5,BOS
8479987,Morgan Geekie,F,L1,,,13.5,0.5,BOS
8485395,James Hagens,F,L2,,,13.5,0.5,BOS
8479661,Tanner Jeannot,F,L2,,,13.5,0.5,BOS
8480355,Mark Kastelic,F,L2,,,13.5,0.5,BOS
8482177,Marat Khusnutdinov,F,L3,,,13.5,0.5,BOS
8476374,Sean Kuraly,F,L3,,,13.5,0.5,BOS
8477496,Elias Lindholm,F,L3,,,13.5,0.5,BOS
8483489,Fraser Minten,F,L4,,,13.5,0.5,BOS
8479999,Casey Mittelstadt,F,L4,,,13.5,0.5,BOS
8477956,David Pastrnak,F,L4,,,13.5,0.5,BOS
8482175,JJ Peterka,F,,1.0,1.0,13.5,0.5,BOS
8482634,Alex Steeves,F,,,,13.5,0.5,BOS
8478401,Pavel Zacha,F,,2.0,,13.5,0.5,BOS
8481219,Jonathan Aspirot,D,D1,2.0,,18.5,0.5,BOS
8480887,Jordan Harris,D,D1,2.0,2.0,18.5,0.5,BOS
8480035,Henri Jokiharju,D,D2,2.0,2.0,18.5,0.5,BOS
8476854,Hampus Lindholm,D,D2,2.0,2.0,18.5,0.5,BOS
8482511,Mason Lohrei,D,D3,1.0,2.0,18.5,0.5,BOS
8479325,Charlie McAvoy,D,D3,1.0,1.0,18.5,0.5,BOS
8479369,Andrew Peeke,D,,1.0,1.0,18.5,0.5,BOS
8477507,Nikita Zadorov,D,,,,18.5,0.5,BOS
8476914,Joonas Korpisalo,G,,,,60.0,0.5,BOS
8480280,Jeremy Swayman,G,,,,60.0,0.5,BOS
8484145,Zach Benson,F,L1,1.0,1.0,21.75,0.5,BUF
8479420,Tage Thompson,F,L1,,,20.083333333333332,0.5,BUF
8480064,Josh Norris,F,L1,,,19.2,0.5,BUF
8482659,Josh Doan,F,L2,,,18.894444444444446,0.5,BUF
8480802,Ryan McLeod,F,L2,,,18.655555555555555,0.5,BUF
8476871,Tanner Pearson,F,L2,,,18.272222222222222,0.5,BUF
8479941,Justin Danforth,F,L3,,,18.272222222222222,0.5,BUF
8482623,Josh Dunne,F,L3,,,18.272222222222222,0.5,BUF
8483090,Riley Fiddler-Schultz,F,L3,,,18.272222222222222,0.5,BUF
8480144,David Kampf,F,L4,,,18.272222222222222,0.5,BUF
8482896,Tyson Kozak,F,L4,,,18.272222222222222,0.5,BUF
8475842,Sam Carrick,F,L4,,,18.272222222222222,0.5,BUF
8483468,Jiri Kulich,F,,,,18.272222222222222,0.5,BUF
8483500,Noah Ostlund,F,,,,18.272222222222222,0.5,BUF
8482097,Jack Quinn,F,,,,17.88888888888889,0.5,BUF
8475722,Jason Zucker,F,,,,14.572222222222223,0.5,BUF
8484797,Konsta Helenius,F,,1.0,1.0,13.666666666666666,0.5,BUF
8481522,Peyton Krebs,F,,,,10.800000000000002,0.5,BUF
8479359,Beck Malenstyn,F,,,,9.472222222222221,0.5,BUF
8480839,Rasmus Dahlin,D,D1,,,26.86111111111111,0.5,BUF
8480807,Mattias Samuelsson,D,D1,,,25.638888888888886,0.5,BUF
8482671,Owen Power,D,D2,,,24.33888888888889,0.5,BUF
8481806,Louis Crevier,D,D2,2.0,,15.694444444444443,0.5,BUF
8481564,Ryan Johnson,D,D3,2.0,,15.694444444444443,0.5,BUF
8483732,Vsevolod Komarov,D,D3,2.0,2.0,15.694444444444443,0.5,BUF
8485404,Radim Mrtka,D,,2.0,2.0,15.694444444444443,0.5,BUF
8479378,Logan Stanley,D,,2.0,2.0,15.694444444444443,0.5,BUF
8479982,Conor Timmins,D,,1.0,2.0,15.694444444444443,0.5,BUF
8482803,Olen Zellweger,D,,1.0,1.0,15.008333333333333,0.5,BUF
8474568,Luke Schenn,D,,1.0,1.0,8.016666666666667,0.5,BUF
8484305,Zach Metsa,D,,,,7.866666666666666,0.5,BUF
8481551,Colten Ellis,G,,,,60.0,0.5,BUF
8482221,Devon Levi,G,,,,60.0,0.5,BUF
8480045,Ukko-Pekka Luukkonen,G,,,,53.68333333333333,0.5,BUF
8479312,Alex Lyon,G,,,,7.961111111111111,0.5,BUF
8478427,Sebastian Aho,F,L1,1.0,1.0,19.96060606060606,0.5,CAR
8482093,Seth Jarvis,F,L1,,,19.522727272727273,0.5,CAR
8477940,Nikolaj Ehlers,F,L1,,,18.524242424242424,0.5,CAR
8482809,Jackson Blake,F,L2,,,17.722727272727273,0.5,CAR
8482702,Logan Stankoven,F,L2,,,17.38939393939394,0.5,CAR
8473533,Jordan Staal,F,L2,,,17.324242424242424,0.5,CAR
8475235,Nicolas Deslauriers,F,L3,,,17.207575757575757,0.5,CAR
8480829,Jesperi Kotkaniemi,F,L3,,,17.207575757575757,0.5,CAR
8480830,Andrei Svechnikov,F,L3,,,17.09090909090909,0.5,CAR
8475791,Taylor Hall,F,L4,,,16.722727272727273,0.5,CAR
8476921,Jordan Martinook,F,L4,,,15.760606060606062,0.5,CAR
