date,player,team,position,market,proj_lambda,source
2026-06-06,Jordan Martinook,CAR,F,GOALS,0.0,trad
2026-06-06,Jordan Martinook,CAR,F,POINTS,0.07264133800403838,trad
2026-06-06,Jordan Martinook,CAR,F,SOG,2.548880222759517,trad
2026-06-06,Jordan Staal,CAR,F,ASSISTS,0.06174513730343262,trad
2026-06-06,Jordan Staal,CAR,F,BLOCKS,0.7850774858293952,trad
2026-06-06,Jordan Staal,CAR,F,GOALS,0.25242508384118856,trad
2026-06-06,Jordan Staal,CAR,F,POINTS,0.3141702211446212,trad
2026-06-06,Jordan Staal,CAR,F,SOG,1.787027668928677,trad
2026-06-06,K'Andre Miller,CAR,F,ASSISTS,0.4934673020005977,trad
2026-06-06,K'Andre Miller,CAR,F,BLOCKS,1.6497471621412905,trad
2026-06-06,K'Andre Miller,CAR,F,GOALS,0.0,trad
2026-06-06,K'Andre Miller,CAR,F,POINTS,0.4934673020005977,trad
2026-06-06,K'Andre Miller,CAR,F,SOG,2.395370322293265,trad
2026-06-06,Logan Stankoven,CAR,F,ASSISTS,0.6174411852547697,trad
2026-06-06,Logan Stankoven,CAR,F,BLOCKS,0.18759375938943773,trad
2026-06-06,Logan Stankoven,CAR,F,GOALS,0.6247639225591102,trad
2026-06-06,Logan Stankoven,CAR,F,POINTS,1.2422051078138798,trad
2026-06-06,Logan Stankoven,CAR,F,SOG,3.5574973152954925,trad
2026-06-06,Mark Jankowski,CAR,F,ASSISTS,0.3755134063974971,trad
2026-06-06,Mark Jankowski,CAR,F,BLOCKS,0.8874158690578673,trad
2026-06-06,Mark Jankowski,CAR,F,GOALS,0.0,trad
2026-06-06,Mark Jankowski,CAR,F,POINTS,0.3755134063974971,trad
2026-06-06,Mark Jankowski,CAR,F,SOG,1.5947045328571972,trad
2026-06-06,Mike Reilly,CAR,F,ASSISTS,0.8235294117647058,trad
2026-06-06,Mike Reilly,CAR,F,BLOCKS,0.0,trad
2026-06-06,Mike Reilly,CAR,F,GOALS,0.0,trad
2026-06-06,Mike Reilly,CAR,F,POINTS,0.8235294117647058,trad
2026-06-06,Mike Reilly,CAR,F,SOG,2.0,trad
2026-06-06,Nicolas Deslauriers,CAR,F,ASSISTS,0.0,trad
2026-06-06,Nicolas Deslauriers,CAR,F,BLOCKS,1.0,trad
2026-06-06,Nicolas Deslauriers,CAR,F,GOALS,0.0,trad
2026-06-06,Nicolas Deslauriers,CAR,F,POINTS,0.0,trad
2026-06-06,Nicolas Deslauriers,CAR,F,SOG,1.0,trad
2026-06-06,Nikolaj Ehlers,CAR,F,ASSISTS,0.766353890607137,trad
2026-06-06,Nikolaj Ehlers,CAR,F,BLOCKS,0.4749219364247133,trad
2026-06-06,Nikolaj Ehlers,CAR,F,GOALS,0.27352746384581855,trad
2026-06-06,Nikolaj Ehlers,CAR,F,POINTS,1.0398813544529555,trad
2026-06-06,Nikolaj Ehlers,CAR,F,SOG,1.955473260723573,trad
2026-06-06,Sean Walker,CAR,F,ASSISTS,0.03788245776910601,trad
2026-06-06,Sean Walker,CAR,F,BLOCKS,1.1298233142004785,trad
2026-06-06,Sean Walker,CAR,F,GOALS,0.0,trad
2026-06-06,Sean Walker,CAR,F,POINTS,0.03788245776910601,trad
2026-06-06,Sean Walker,CAR,F,SOG,2.000817892539886,trad
2026-06-06,Sebastian Aho,CAR,F,ASSISTS,0.4191650759192391,trad
2026-06-06,Sebastian Aho,CAR,F,BLOCKS,0.29508070249112756,trad
2026-06-06,Sebastian Aho,CAR,F,GOALS,0.24102039377455453,trad
2026-06-06,Sebastian Aho,CAR,F,POINTS,0.6601854696937937,trad
2026-06-06,Sebastian Aho,CAR,F,SOG,2.3994066319821403,trad
2026-06-06,Seth Jarvis,CAR,F,ASSISTS,0.5027067897611779,trad
2026-06-06,Seth Jarvis,CAR,F,BLOCKS,0.29504671142771755,trad
2026-06-06,Seth Jarvis,CAR,F,GOALS,0.4082688752186333,trad
2026-06-06,Seth Jarvis,CAR,F,POINTS,0.9109756649798113,trad
2026-06-06,Seth Jarvis,CAR,F,SOG,2.6774700500065642,trad
2026-06-06,Shayne Gostisbehere,CAR,F,ASSISTS,0.5048501676823771,trad
2026-06-06,Shayne Gostisbehere,CAR,F,BLOCKS,0.9142133678729026,trad
2026-06-06,Shayne Gostisbehere,CAR,F,GOALS,0.45999368301480337,trad
2026-06-06,Shayne Gostisbehere,CAR,F,POINTS,0.9648438506971805,trad
2026-06-06,Shayne Gostisbehere,CAR,F,SOG,1.68730804159861,trad
2026-06-06,Taylor Hall,CAR,F,ASSISTS,0.8033563125421053,trad
2026-06-06,Taylor Hall,CAR,F,BLOCKS,0.6955100165095529,trad
2026-06-06,Taylor Hall,CAR,F,GOALS,0.4978761407839094,trad
2026-06-06,Taylor Hall,CAR,F,POINTS,1.3012324533260147,trad
2026-06-06,Taylor Hall,CAR,F,SOG,2.9185446859892434,trad
2026-06-06,William Carrier,CAR,F,ASSISTS,0.48873557018841285,trad
2026-06-06,William Carrier,CAR,F,BLOCKS,0.1615707488512884,trad
2026-06-06,William Carrier,CAR,F,GOALS,0.0,trad
2026-06-06,William Carrier,CAR,F,POINTS,0.48873557018841285,trad
2026-06-06,William Carrier,CAR,F,SOG,2.27340952503321,trad
2026-06-06,Brandon Bussi,CAR,G,SAVES,0.0,trad
2026-06-06,Frederik Andersen,CAR,G,SAVES,17.845448932574577,trad
2026-06-06,Pyotr Kochetkov,CAR,G,SAVES,25.0,trad
2026-06-06,Alexander Holtz,VGK,F,ASSISTS,0.4,trad
2026-06-06,Alexander Holtz,VGK,F,BLOCKS,1.5,trad
2026-06-06,Alexander Holtz,VGK,F,GOALS,0.3,trad
2026-06-06,Alexander Holtz,VGK,F,POINTS,0.7,trad
2026-06-06,Alexander Holtz,VGK,F,SOG,2.0,trad
2026-06-06,Ben Hutton,VGK,F,ASSISTS,0.32692356102142694,trad
2026-06-06,Ben Hutton,VGK,F,BLOCKS,0.7852112204089224,trad
2026-06-06,Ben Hutton,VGK,F,GOALS,0.0,trad
2026-06-06,Ben Hutton,VGK,F,POINTS,0.32692356102142694,trad
2026-06-06,Ben Hutton,VGK,F,SOG,1.3332007330416127,trad
2026-06-06,Braeden Bowman,VGK,F,ASSISTS,0.4,trad
2026-06-06,Braeden Bowman,VGK,F,BLOCKS,1.5,trad
2026-06-06,Braeden Bowman,VGK,F,GOALS,0.3,trad
2026-06-06,Braeden Bowman,VGK,F,POINTS,0.7,trad
2026-06-06,Braeden Bowman,VGK,F,SOG,2.0,trad
2026-06-06,Brandon Saad,VGK,F,ASSISTS,0.376113374923371,trad
2026-06-06,Brandon Saad,VGK,F,BLOCKS,0.0,trad
2026-06-06,Brandon Saad,VGK,F,GOALS,0.0,trad
2026-06-06,Brandon Saad,VGK,F,POINTS,0.376113374923371,trad
2026-06-06,Brandon Saad,VGK,F,SOG,1.6803652968036529,trad
2026-06-06,Brayden McNabb,VGK,F,ASSISTS,0.3211785820950774,trad
2026-06-06,Brayden McNabb,VGK,F,BLOCKS,1.9954185586205562,trad
2026-06-06,Brayden McNabb,VGK,F,GOALS,0.03632066900201919,trad
2026-06-06,Brayden McNabb,VGK,F,POINTS,0.35749925109709657,trad
2026-06-06,Brayden McNabb,VGK,F,SOG,1.3103576206162624,trad
2026-06-06,Brett Howden,VGK,F,ASSISTS,0.025424468301413428,trad
2026-06-06,Brett Howden,VGK,F,BLOCKS,0.30905092366149606,trad
2026-06-06,Brett Howden,VGK,F,GOALS,0.4703225191713226,trad
2026-06-06,Brett Howden,VGK,F,POINTS,0.49574698747273604,trad
2026-06-06,Brett Howden,VGK,F,SOG,1.7377051188125139,trad
2026-06-06,Cole Smith,VGK,F,ASSISTS,0.0,trad
2026-06-06,Cole Smith,VGK,F,BLOCKS,0.3049391697916756,trad
2026-06-06,Cole Smith,VGK,F,GOALS,0.3087205926273848,trad
2026-06-06,Cole Smith,VGK,F,POINTS,0.3087205926273848,trad
2026-06-06,Cole Smith,VGK,F,SOG,1.4438801380532813,trad
2026-06-06,Colton Sissons,VGK,F,ASSISTS,0.1313156315726064,trad
2026-06-06,Colton Sissons,VGK,F,BLOCKS,1.094975175741644,trad
2026-06-06,Colton Sissons,VGK,F,GOALS,0.0,trad
2026-06-06,Colton Sissons,VGK,F,POINTS,0.1313156315726064,trad
2026-06-06,Colton Sissons,VGK,F,SOG,1.1215704678167584,trad
2026-06-06,Dylan Coghlan,VGK,F,ASSISTS,0.5411990481391141,trad
2026-06-06,Dylan Coghlan,VGK,F,BLOCKS,1.0175624503111624,trad
2026-06-06,Dylan Coghlan,VGK,F,GOALS,0.10919486677159772,trad
2026-06-06,Dylan Coghlan,VGK,F,POINTS,0.6503939149107119,trad
2026-06-06,Dylan Coghlan,VGK,F,SOG,1.5911333753321133,trad
2026-06-06,Ivan Barbashev,VGK,F,ASSISTS,0.250821372978667,trad
2026-06-06,Ivan Barbashev,VGK,F,BLOCKS,0.9061869380979775,trad
2026-06-06,Ivan Barbashev,VGK,F,GOALS,0.31500417024252964,trad
2026-06-06,Ivan Barbashev,VGK,F,POINTS,0.5658255432211967,trad
2026-06-06,Ivan Barbashev,VGK,F,SOG,1.9466960224673782,trad
2026-06-06,Jack Eichel,VGK,F,ASSISTS,0.4768005277808218,trad
2026-06-06,Jack Eichel,VGK,F,BLOCKS,1.3310568362245687,trad
2026-06-06,Jack Eichel,VGK,F,GOALS,0.15127309038741854,trad
2026-06-06,Jack Eichel,VGK,F,POINTS,0.6280736181682404,trad
2026-06-06,Jack Eichel,VGK,F,SOG,2.0290786429919736,trad
2026-06-06,Jaycob Megna,VGK,F,ASSISTS,0.4,trad
2026-06-06,Jaycob Megna,VGK,F,BLOCKS,1.5,trad
2026-06-06,Jaycob Megna,VGK,F,GOALS,0.3,trad
2026-06-06,Jaycob Megna,VGK,F,POINTS,0.7,trad
2026-06-06,Jaycob Megna,VGK,F,SOG,2.0,trad
2026-06-06,Jeremy Davies,VGK,F,ASSISTS,0.4,trad
2026-06-06,Jeremy Davies,VGK,F,BLOCKS,1.5,trad
2026-06-06,Jeremy Davies,VGK,F,GOALS,0.3,trad
2026-06-06,Jeremy Davies,VGK,F,POINTS,0.7,trad
2026-06-06,Jeremy Davies,VGK,F,SOG,2.0,trad
2026-06-06,Jeremy Lauzon,VGK,F,ASSISTS,0.0,trad
2026-06-06,Jeremy Lauzon,VGK,F,BLOCKS,1.1962144316717496,trad
2026-06-06,Jeremy Lauzon,VGK,F,GOALS,0.0,trad
2026-06-06,Jeremy Lauzon,VGK,F,POINTS,0.0,trad
2026-06-06,Jeremy Lauzon,VGK,F,SOG,2.764705882352941,trad
2026-06-06,Jonas Rondbjerg,VGK,F,ASSISTS,0.4,trad
2026-06-06,Jonas Rondbjerg,VGK,F,BLOCKS,1.5,trad
2026-06-06,Jonas Rondbjerg,VGK,F,GOALS,0.3,trad
2026-06-06,Jonas Rondbjerg,VGK,F,POINTS,0.7,trad
2026-06-06,Jonas Rondbjerg,VGK,F,SOG,2.0,trad
2026-06-06,Kaedan Korczak,VGK,F,ASSISTS,0.4685294986803579,trad
2026-06-06,Kaedan Korczak,VGK,F,BLOCKS,0.7861464987998978,trad
2026-06-06,Kaedan Korczak,VGK,F,GOALS,0.0,trad
2026-06-06,Kaedan Korczak,VGK,F,POINTS,0.4685294986803579,trad
2026-06-06,Kaedan Korczak,VGK,F,SOG,1.0,trad
2026-06-06,Kai Uchacz,VGK,F,ASSISTS,0.4,trad
2026-06-06,Kai Uchacz,VGK,F,BLOCKS,1.5,trad
2026-06-06,Kai Uchacz,VGK,F,GOALS,0.3,trad
2026-06-06,Kai Uchacz,VGK,F,POINTS,0.7,trad
2026-06-06,Kai Uchacz,VGK,F,SOG,2.0,trad
2026-06-06,Keegan Kolesar,VGK,F,ASSISTS,0.0,trad
2026-06-06,Keegan Kolesar,VGK,F,BLOCKS,0.21610441483916937,trad
2026-06-06,Keegan Kolesar,VGK,F,GOALS,0.21610441483916937,trad
2026-06-06,Keegan Kolesar,VGK,F,POINTS,0.21610441483916937,trad
2026-06-06,Keegan Kolesar,VGK,F,SOG,1.306362845882129,trad
2026-06-06,Mark Stone,VGK,F,ASSISTS,0.47338197204248106,trad
2026-06-06,Mark Stone,VGK,F,BLOCKS,0.3644001782074802,trad
2026-06-06,Mark Stone,VGK,F,GOALS,0.6431741602054397,trad
2026-06-06,Mark Stone,VGK,F,POINTS,1.1165561322479207,trad
2026-06-06,Mark Stone,VGK,F,SOG,2.11472702880281,trad
2026-06-06,Mitch Marner,VGK,F,ASSISTS,0.7590682720145303,trad
2026-06-06,Mitch Marner,VGK,F,BLOCKS,0.8206009456450727,trad
2026-06-06,Mitch Marner,VGK,F,GOALS,0.16285520866176795,trad
2026-06-06,Mitch Marner,VGK,F,POINTS,0.9219234806762984,trad
2026-06-06,Mitch Marner,VGK,F,SOG,2.26526709085405,trad
2026-06-06,Nic Dowd,VGK,F,ASSISTS,0.3087205926273848,trad
2026-06-06,Nic Dowd,VGK,F,BLOCKS,0.5152578232934001,trad
2026-06-06,Nic Dowd,VGK,F,GOALS,0.10589116327119297,trad
2026-06-06,Nic Dowd,VGK,F,POINTS,0.4146117558985778,trad
2026-06-06,Nic Dowd,VGK,F,SOG,1.3265177204383742,trad
2026-06-06,Noah Hanifin,VGK,F,ASSISTS,0.07412381428983508,trad
2026-06-06,Noah Hanifin,VGK,F,BLOCKS,2.0761153748462418,trad
2026-06-06,Noah Hanifin,VGK,F,GOALS,0.0,trad
2026-06-06,Noah Hanifin,VGK,F,POINTS,0.07412381428983508,trad
2026-06-06,Noah Hanifin,VGK,F,SOG,2.3455878153183414,trad
2026-06-06,Pavel Dorofeyev,VGK,F,ASSISTS,0.3404286385439431,trad
2026-06-06,Pavel Dorofeyev,VGK,F,BLOCKS,0.8724876156479573,trad
2026-06-06,Pavel Dorofeyev,VGK,F,GOALS,0.3942328008586514,trad
2026-06-06,Pavel Dorofeyev,VGK,F,POINTS,0.7346614394025945,trad
2026-06-06,Pavel Dorofeyev,VGK,F,SOG,2.5168544848299095,trad
2026-06-06,Raphael Lavoie,VGK,F,ASSISTS,0.4,trad
2026-06-06,Raphael Lavoie,VGK,F,BLOCKS,1.5,trad
2026-06-06,Raphael Lavoie,VGK,F,GOALS,0.3,trad
2026-06-06,Raphael Lavoie,VGK,F,POINTS,0.7,trad
2026-06-06,Raphael Lavoie,VGK,F,SOG,2.0,trad
2026-06-06,Rasmus Andersson,VGK,F,ASSISTS,0.3956327274190237,trad
2026-06-06,Rasmus Andersson,VGK,F,BLOCKS,1.5211801626210233,trad
2026-06-06,Rasmus Andersson,VGK,F,GOALS,0.0,trad
2026-06-06,Rasmus Andersson,VGK,F,POINTS,0.3956327274190237,trad
2026-06-06,Rasmus Andersson,VGK,F,SOG,1.5804585976917156,trad
2026-06-06,Reilly Smith,VGK,F,ASSISTS,0.35462078016571635,trad
2026-06-06,Reilly Smith,VGK,F,BLOCKS,0.05714392571663656,trad
2026-06-06,Reilly Smith,VGK,F,GOALS,0.0,trad
2026-06-06,Reilly Smith,VGK,F,POINTS,0.35462078016571635,trad
2026-06-06,Reilly Smith,VGK,F,SOG,1.5987522988712994,trad
2026-06-06,Shea Theodore,VGK,F,ASSISTS,0.6421704178687921,trad
2026-06-06,Shea Theodore,VGK,F,BLOCKS,2.401108752781812,trad
2026-06-06,Shea Theodore,VGK,F,GOALS,0.09954828259124851,trad
2026-06-06,Shea Theodore,VGK,F,POINTS,0.7417187004600406,trad
2026-06-06,Shea Theodore,VGK,F,SOG,2.244137758615522,trad
2026-06-06,Tanner Laczynski,VGK,F,ASSISTS,0.4,trad
2026-06-06,Tanner Laczynski,VGK,F,BLOCKS,1.5,trad
2026-06-06,Tanner Laczynski,VGK,F,GOALS,0.3,trad
2026-06-06,Tanner Laczynski,VGK,F,POINTS,0.7,trad
2026-06-06,Tanner Laczynski,VGK,F,SOG,2.0,trad
2026-06-06,Tomas Hertl,VGK,F,ASSISTS,0.44800606240308194,trad
2026-06-06,Tomas Hertl,VGK,F,BLOCKS,0.16907021819840795,trad
2026-06-06,Tomas Hertl,VGK,F,GOALS,0.3043117538440731,trad
2026-06-06,Tomas Hertl,VGK,F,POINTS,0.7523178162471551,trad
2026-06-06,Tomas Hertl,VGK,F,SOG,2.0977022600227797,trad
2026-06-06,Trevor Connelly,VGK,F,ASSISTS,0.4,trad
2026-06-06,Trevor Connelly,VGK,F,BLOCKS,1.5,trad
2026-06-06,Trevor Connelly,VGK,F,GOALS,0.3,trad
2026-06-06,Trevor Connelly,VGK,F,POINTS,0.7,trad
2026-06-06,Trevor Connelly,VGK,F,SOG,2.0,trad
2026-06-06,William Karlsson,VGK,F,ASSISTS,0.35197336643243704,trad
2026-06-06,William Karlsson,VGK,F,BLOCKS,0.8207535462340083,trad
2026-06-06,William Karlsson,VGK,F,GOALS,0.21610441483916937,trad
2026-06-06,William Karlsson,VGK,F,POINTS,0.5680777812716065,trad
2026-06-06,William Karlsson,VGK,F,SOG,2.399177561437466,trad
2026-06-06,Adin Hill,VGK,G,SAVES,0.0,trad
2026-06-06,Akira Schmid,VGK,G,SAVES,25.0,trad
2026-06-06,Carl Lindbom,VGK,G,SAVES,25.0,trad
2026-06-06,Carter Hart,VGK,G,SAVES,27.83630581596035,trad
