player_id,full_name,position,line_slot,pp_unit,pk_unit,proj_toi,confidence,team
8475798,Mikael Granlund,F,L1,1.0,1.0,19.204166666666666,0.5,ANA
8473986,Alex Killorn,F,L1,,,18.88888888888889,0.5,ANA
8484153,Leo Carlsson,F,L1,,,18.15277777777778,0.5,ANA
8478873,Troy Terry,F,L2,,,17.931944444444444,0.5,ANA
8484762,Beckett Sennecke,F,L2,,,16.96388888888889,0.5,ANA
8483445,Cutter Gauthier,F,L2,,,16.25,0.5,ANA
8483444,Nathan Gaucher,F,L3,,,15.184722222222222,0.5,ANA
8475184,Chris Kreider,F,L3,,,15.184722222222222,0.5,ANA
8484201,Nico Myatovic,F,L3,,,15.184722222222222,0.5,ANA
8478366,Frank Vatrano,F,L4,,,15.184722222222222,0.5,ANA
8485512,Tim Washe,F,L4,,,13.716666666666667,0.5,ANA
8480068,Ryan Poehling,F,L4,,,12.766666666666667,0.5,ANA
8482745,Mason McTavish,F,,,,12.42,0.5,ANA
8479705,Jeffrey Viel,F,,,,12.16527777777778,0.5,ANA
8477527,Ross Johnston,F,,1.0,1.0,10.576666666666666,0.5,ANA
8478424,Jansen Harkins,F,,,,9.200000000000001,0.5,ANA
8481605,Jackson LaCombe,D,D1,,,26.877777777777776,0.5,ANA
8476885,Jacob Trouba,D,D1,,,24.504166666666666,0.5,ANA
8474590,John Carlson,D,D2,2.0,,24.043055555555554,0.5,ANA
8483490,Pavel Mintyukov,D,D2,2.0,,19.427777777777777,0.5,ANA
8484859,Stian Solberg,D,D3,2.0,2.0,13.96111111111111,0.5,ANA
8483521,Noah Warren,D,D3,2.0,2.0,13.96111111111111,0.5,ANA
8482803,Olen Zellweger,D,,2.0,2.0,13.96111111111111,0.5,ANA
8482731,Tyson Hinds,D,,1.0,2.0,11.00925925925926,0.5,ANA
8482178,Ian Moore,D,,1.0,1.0,10.106666666666666,0.5,ANA
8475462,Radko Gudas,D,,1.0,1.0,9.666666666666666,0.5,ANA
8481563,Drew Helleson,D,,,,9.220833333333333,0.5,ANA
8483746,Vyacheslav Buteyets,G,,,,60.0,0.5,ANA
8484391,Damian Clara,G,,,,60.0,0.5,ANA
8480843,Lukas Dostal,G,,,,52.31111111111111,0.5,ANA
8478024,Ville Husso,G,,,,7.087500000000001,0.5,ANA
8475852,Petr Mrazek,G,,,,60.0,0.5,ANA
8477951,Nick Schmaltz,F,L1,1.0,1.0,23.13888888888889,0.5,ARI
8483431,Logan Cooley,F,L1,1.0,1.0,22.349999999999998,0.5,ARI
8478474,Lawson Crouse,F,L1,,,21.54722222222222,0.5,ARI
8479343,Clayton Keller,F,L2,,,21.48888888888889,0.5,ARI
8482699,Dylan Guenther,F,L2,,,20.777777777777775,0.5,ARI
8477021,Alexander Kerfoot,F,L2,,,17.005555555555556,0.5,ARI
8478831,Kevin Stenlund,F,L3,,,14.794444444444444,0.5,ARI
8481827,Ben McCartney,F,L3,,,14.536111111111111,0.5,ARI
