date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-06-02,,Alexander Nikishin,,ASSISTS,0.5,431,-745,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::alexander nikishin
2026-06-02,,Alexander Nikishin,,POINTS,0.5,329,-512,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::alexander nikishin
2026-06-02,,Andrei Svechnikov,,ASSISTS,0.5,140,-180,draftkings,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::andrei svechnikov
2026-06-02,,Andrei Svechnikov,,ASSISTS,0.5,141,-189,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::andrei svechnikov
2026-06-02,,Andrei Svechnikov,,GOALS,0.5,195,-270,fanduel,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::andrei svechnikov
2026-06-02,,Andrei Svechnikov,,POINTS,0.5,-160,124,draftkings,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::andrei svechnikov
2026-06-02,,Andrei Svechnikov,,POINTS,0.5,-160,120,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::andrei svechnikov
2026-06-02,,Andrei Svechnikov,,SOG,2.5,-140,110,draftkings,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::andrei svechnikov
2026-06-02,,Andrei Svechnikov,,SOG,2.5,-130,100,fanduel,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::andrei svechnikov
2026-06-02,,Andrei Svechnikov,,SOG,2.5,-147,111,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::andrei svechnikov
2026-06-02,,Brayden McNabb,,ASSISTS,0.5,381,-624,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::brayden mcnabb
2026-06-02,,Brayden McNabb,,POINTS,0.5,309,-471,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::brayden mcnabb
2026-06-02,,Brett Howden,,ASSISTS,0.5,260,-360,draftkings,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::brett howden
2026-06-02,,Brett Howden,,ASSISTS,0.5,287,-430,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::brett howden
2026-06-02,,Brett Howden,,POINTS,0.5,135,-175,draftkings,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::brett howden
2026-06-02,,Brett Howden,,POINTS,0.5,138,-185,pinnacle,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::brett howden
2026-06-02,,Brett Howden,,SOG,1.5,130,-166,draftkings,2026-06-02T17:15:27Z,2026-06-02T17:15:27Z,True,name::brett howden
