team_id,abbreviation,location,display_name,primary_color,secondary_color,logo_url,source_snapshot_date
441,AND,Anderlecht,Anderlecht,#695196,#fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/441.png,2026-07-20
17544,ANT,Antwerp,Antwerp,#c60000,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/17544.png,2026-07-20
3610,CBK,Cercle Brugge KSV,Cercle Brugge KSV,#048a28,#cccccc,https://a.espncdn.com/i/teamlogos/soccer/500/3610.png,2026-07-20
570,BRU,Club Brugge,Club Brugge,#0081ff,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/570.png,2026-07-20
3611,GENT,KAA Gent,KAA Gent,#0000ff,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/3611.png,2026-07-20
5786,KVK,KV Kortrijk,KV Kortrijk,#ff0000,#cccccc,https://a.espncdn.com/i/teamlogos/soccer/500/5786.png,2026-07-20
7879,KVM,KV Mechelen,KV Mechelen,#ff0000,#cccccc,https://a.espncdn.com/i/teamlogos/soccer/500/7879.png,2026-07-20
606,KVCW,KVC Westerlo,KVC Westerlo,#005bd2,#fffb00,https://a.espncdn.com/i/teamlogos/soccer/500/606.png,2026-07-20
22269,LOM,Lommel SK,Lommel SK,#2d8322,#ffffff,,2026-07-20
5579,OHL,Oud-Heverlee Leuven,OH Leuven,#048a28,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/5579.png,2026-07-20
131235,RLL,RAAL La Louvière,RAAL La Louvière,#287f45,#f8f9fa,https://a.espncdn.com/i/teamlogos/soccer/500/131235.png,2026-07-20
938,GENK,Racing Genk,Racing Genk,#0000ff,#cccccc,https://a.espncdn.com/i/teamlogos/soccer/500/938.png,2026-07-20
3616,CHA,Royal Charleroi SC,Royal Charleroi SC,#000000,#fe2a9b,https://a.espncdn.com/i/teamlogos/soccer/500/3616.png,2026-07-20
936,STVV,Sint-Truidense,Sint-Truidense,#f8ea2c,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/936.png,2026-07-20
559,STL,Standard Liege,Standard Liege,#cc272e,#cccccc,https://a.espncdn.com/i/teamlogos/soccer/500/559.png,2026-07-20
5807,USG,Union St.-Gilloise,Union St.-Gilloise,#fcee33,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/5807.png,2026-07-20
13450,WAA,Waasland-Beveren,Waasland-Beveren,#f2ff00,#ffd32e,https://a.espncdn.com/i/teamlogos/soccer/500/13450.png,2026-07-20
4691,ZUL,Zulte-Waregem,Zulte-Waregem,#ff0000,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/4691.png,2026-07-20
