league,season,player_id,player_name,team,position,minutes,games,shots_per90,xg_per90,xa_per90,goals_per90,assists_per90,key_passes_per90,expected_minutes_share,is_goalkeeper,source
bundesliga,2025,understat_647,Harry Kane,Bayern Munich,F M S,2385.0,31,4.4906,1.1162,0.2794,1.3585,0.1887,1.5094,0.8548,False,understat
bundesliga,2025,understat_10804,Deniz Undav,VfB Stuttgart,F M S,2261.0,29,4.9359,0.7586,0.2223,0.7563,0.2388,1.5126,0.8663,False,understat
bundesliga,2025,understat_3738,Serhou Guirassy,Borussia Dortmund,F S,2366.0,33,3.1953,0.7574,0.0734,0.6467,0.038,0.7608,0.7966,False,understat
bundesliga,2025,understat_1236,Patrik Schick,Bayer Leverkusen,F M S,2005.0,28,3.2319,0.8718,0.1433,0.7182,0.1347,0.6284,0.7956,False,understat
bundesliga,2025,understat_9948,Michael Olise,Bayern Munich,M S,2308.0,32,3.9775,0.4502,0.6646,0.5849,0.7409,3.0806,0.8014,False,understat
bundesliga,2025,understat_10408,Luis Díaz,Bayern Munich,M S,2464.0,32,3.2143,0.5428,0.3697,0.5479,0.5114,2.3742,0.8556,False,understat
bundesliga,2025,understat_956,Andrej Kramaric,Hoffenheim,F M S,2256.0,34,2.5931,0.5217,0.1807,0.5585,0.2394,1.3963,0.7373,False,understat
bundesliga,2025,understat_7108,Jonathan Burkardt,Eintracht Frankfurt,F S,1351.0,22,2.7313,0.8738,0.0445,0.866,0.0666,0.5996,0.6823,False,understat
bundesliga,2025,understat_7422,Christoph Baumgartner,RasenBallsport Leipzig,M S,2811.0,33,2.5934,0.577,0.1374,0.4162,0.2561,1.1846,0.9465,False,understat
bundesliga,2025,understat_13013,Haris Tabakovic,Borussia M.Gladbach,F S,2424.0,32,2.4876,0.5324,0.0699,0.4827,0.0743,0.5941,0.8417,False,understat
bundesliga,2025,understat_13911,Said El Mala,FC Cologne,F M S,1965.0,34,3.3893,0.5763,0.1917,0.5954,0.1832,0.916,0.6422,False,understat
bundesliga,2025,understat_82,Nadiem Amiri,Mainz 05,F M S,2112.0,26,2.3011,0.4562,0.2795,0.5114,0.0852,2.7273,0.9026,False,understat
bundesliga,2025,understat_6496,Ermedin Demirovic,VfB Stuttgart,F S,1507.0,25,2.4486,0.5174,0.1302,0.7167,0.1792,1.0153,0.6698,False,understat
bundesliga,2025,understat_13561,Yan Diomande,RasenBallsport Leipzig,F M S,2507.0,33,1.9027,0.2883,0.3607,0.4308,0.2872,2.0463,0.8441,False,understat
bundesliga,2025,understat_12953,Igor Matanovic,Freiburg,F S,1536.0,31,2.9883,0.5615,0.131,0.6445,0.1172,1.2891,0.5505,False,understat
bundesliga,2025,understat_10113,Fisnik Asllani,Hoffenheim,F M S,2429.0,33,2.7048,0.3522,0.2001,0.3705,0.2594,1.2598,0.8178,False,understat
