league,season,player_id,player_name,team,position,minutes,games,shots_per90,xg_per90,xa_per90,goals_per90,assists_per90,key_passes_per90,expected_minutes_share,is_goalkeeper,source
bundesliga,2024,understat_647,Harry Kane,Bayern Munich,F S,2400.0,31,4.275,0.9314,0.2209,0.975,0.3375,1.35,0.8602,False,understat
bundesliga,2024,understat_1236,Patrik Schick,Bayer Leverkusen,F M S,1675.0,31,3.6537,0.7419,0.048,1.1284,0.0,0.591,0.6004,False,understat
bundesliga,2024,understat_3738,Serhou Guirassy,Borussia Dortmund,F S,2608.0,30,3.0713,0.8515,0.1355,0.7247,0.069,0.8627,0.9659,False,understat
bundesliga,2024,understat_7108,Jonathan Burkardt,Mainz 05,F S,2144.0,29,3.0224,0.652,0.1354,0.7556,0.084,0.8396,0.8215,False,understat
bundesliga,2024,understat_6142,Tim Kleindienst,Borussia M.Gladbach,F,2756.0,31,2.4492,0.5108,0.2013,0.5225,0.2286,0.9144,0.9878,False,understat
bundesliga,2024,understat_6496,Ermedin Demirovic,VfB Stuttgart,F S,1847.0,34,3.216,0.8376,0.1136,0.7309,0.0487,0.8771,0.6036,False,understat
bundesliga,2024,understat_8393,Omar Marmoush,Eintracht Frankfurt,F M,1471.0,17,4.7111,0.6396,0.3938,0.9177,0.5506,2.019,0.9614,False,understat
bundesliga,2024,understat_8995,Hugo Ekitike,Eintracht Frankfurt,F M S,2623.0,33,4.0145,0.7923,0.2573,0.5147,0.2745,1.4754,0.8832,False,understat
bundesliga,2024,understat_11974,Benjamin Sesko,RasenBallsport Leipzig,F M S,2436.0,33,2.5123,0.4006,0.0939,0.4803,0.1847,0.702,0.8202,False,understat
bundesliga,2024,understat_8117,Nick Woltemade,VfB Stuttgart,F M S,1604.0,28,2.7494,0.7249,0.2996,0.6733,0.1122,2.02,0.6365,False,understat
bundesliga,2024,understat_8418,Jamal Musiala,Bayern Munich,M S,1822.0,25,3.3589,0.5459,0.2789,0.5928,0.0988,2.0252,0.8098,False,understat
bundesliga,2024,understat_9948,Michael Olise,Bayern Munich,M S,2370.0,34,3.2658,0.3808,0.5426,0.4557,0.5696,3.3797,0.7745,False,understat
bundesliga,2024,understat_337,Leroy Sané,Bayern Munich,M S,1638.0,30,3.6813,0.5969,0.3364,0.6044,0.2747,2.033,0.6067,False,understat
bundesliga,2024,understat_956,Andrej Kramaric,Hoffenheim,F M,2800.0,32,2.2179,0.4114,0.1366,0.3536,0.2571,1.6071,0.9722,False,understat
bundesliga,2024,understat_3310,Alassane Pléa,Borussia M.Gladbach,F M S,1930.0,30,1.9585,0.3202,0.1523,0.513,0.1865,1.1658,0.7148,False,understat
bundesliga,2024,understat_12934,Shuto Machino,Holstein Kiel,F M S,1901.0,31,2.3198,0.3907,0.1084,0.5208,0.0947,1.2309,0.6814,False,understat
bundesliga,2024,understat_8397,Florian Wirtz,Bayer Leverkusen,F M S,2365.0,31,2.9683,0.3826,0.3165,0.3805,0.4567,2.1311,0.8477,False,understat
bundesliga,2024,understat_8700,Xavi Simons,RasenBallsport Leipzig,M,2171.0,25,2.0728,0.258,0.2565,0.4146,0.2487,2.0728,0.9649,False,understat
bundesliga,2024,understat_8791,Ritsu Doan,Freiburg,F M S,2901.0,34,1.8925,0.2499,0.1362,0.3102,0.2172,0.8376,0.948,False,understat
bundesliga,2024,understat_8846,Paul Nebel,Mainz 05,M S,2347.0,31,1.6873,0.2404,0.1654,0.3835,0.1534,1.3421,0.8412,False,understat
bundesliga,2024,understat_10734,Jens Stage,Werder Bremen,M S,2215.0,28,1.7878,0.3227,0.1316,0.4063,0.2032,0.9345,0.879,False,understat
bundesliga,2024,understat_13062,Mohammed Amoura,Wolfsburg,F M S,2512.0,31,2.7229,0.3892,0.1544,0.3583,0.3225,1.254,0.9004,False,understat
bundesliga,2024,understat_5752,Alexis Claude Maurice,Augsburg,F M S,2160.0,28,2.4583,0.1939,0.0528,0.375,0.0833,0.875,0.8571,False,understat
bundesliga,2024,understat_10394,Jonas Wind,Wolfsburg,F M S,1966.0,31,1.8311,0.2902,0.2181,0.412,0.1373,1.5107,0.7047,False,understat
bundesliga,2024,understat_10804,Deniz Undav,VfB Stuttgart,F M S,1733.0,27,3.895,0.6219,0.2419,0.4674,0.1558,1.3503,0.7132,False,understat
bundesliga,2024,understat_10832,Loïs Openda,RasenBallsport Leipzig,F M S,2489.0,33,2.8204,0.3628,0.1361,0.3254,0.1808,1.0125,0.838,False,understat
bundesliga,2024,understat_11981,Benedict Hollerbach,Union Berlin,F M S,2594.0,34,2.6369,0.3151,0.0829,0.3123,0.0347,0.9715,0.8477,False,understat
bundesliga,2024,understat_4329,Marvin Ducksch,Werder Bremen,F S,2477.0,32,2.5797,0.3796,0.3655,0.2907,0.2907,2.2164,0.8601,False,understat
bundesliga,2024,understat_5266,Vincenzo Grifo,Freiburg,F M S,2510.0,34,2.3665,0.2865,0.3177,0.2869,0.3944,2.3307,0.8203,False,understat
bundesliga,2024,understat_8137,Maximilian Beier,Borussia Dortmund,F M S,1578.0,29,2.3954,0.5412,0.1831,0.4563,0.2852,1.4259,0.6046,False,understat
bundesliga,2024,understat_10542,Jamie Bynoe-Gittens,Borussia Dortmund,F M S,1803.0,32,2.5957,0.2294,0.1735,0.3993,0.1498,1.0483,0.626,False,understat
bundesliga,2024,understat_10774,Adam Hlozek,Hoffenheim,F M S,1890.0,27,2.8095,0.2788,0.1337,0.381,0.1429,1.0,0.7778,False,understat
bundesliga,2024,understat_11867,Victor Boniface,Bayer Leverkusen,F M S,1031.0,19,4.452,0.7946,0.1039,0.6984,0.0873,0.8729,0.6029,False,understat
bundesliga,2024,understat_13075,Phil Harres,Holstein Kiel,F S,1461.0,25,2.2793,0.3739,0.1039,0.4928,0.0616,0.616,0.6493,False,understat
bundesliga,2024,understat_82,Nadiem Amiri,Mainz 05,M,2501.0,30,2.2311,0.2055,0.2973,0.2519,0.1799,2.2311,0.9263,False,understat
bundesliga,2024,understat_993,Serge Gnabry,Bayern Munich,F M S,1216.0,27,3.6266,0.6194,0.3856,0.5181,0.3701,1.7763,0.5004,False,understat
bundesliga,2024,understat_7879,Marius Bülter,Hoffenheim,D F M S,1772.0,25,1.93,0.1853,0.1544,0.3555,0.1016,1.1174,0.7876,False,understat
bundesliga,2024,understat_9612,Myron Boadu,Bochum,F S,999.0,18,2.2523,0.7414,0.1484,0.6306,0.0901,0.991,0.6167,False,understat
bundesliga,2024,understat_9783,Jae-Sung Lee,Mainz 05,M S,2711.0,33,1.2947,0.2275,0.1602,0.2324,0.1992,1.1287,0.9128,False,understat
bundesliga,2024,understat_10772,Karim Adeyemi,Borussia Dortmund,F M S,1462.0,25,2.8317,0.3535,0.4535,0.4309,0.3694,1.7852,0.6498,False,understat
bundesliga,2024,understat_11845,Phillip Tietz,Augsburg,F S,1683.0,34,2.7273,0.354,0.0792,0.3743,0.107,1.123,0.55,False,understat
bundesliga,2024,understat_11856,Marvin Pieringer,FC Heidenheim,F M S,2253.0,31,2.3968,0.3794,0.2033,0.2796,0.1598,1.2383,0.8075,False,understat
bundesliga,2024,understat_12421,Andrej Ilic,Union Berlin,F S,954.0,16,2.5472,0.5346,0.0323,0.6604,0.0,0.566,0.6625,False,understat
bundesliga,2024,understat_12922,Samuel Essende,Augsburg,F S,1668.0,30,2.3741,0.3114,0.0954,0.3777,0.1079,0.5935,0.6178,False,understat
