league,season,team,match_index,date,home_away,xg_for,xg_against,npxg_for,npxg_against,ppda,ppda_allowed,deep_entries,deep_entries_allowed,goals_for,goals_against,expected_points,points,result
la_liga,2025,Sevilla,0,2025-08-17 17:30:00,a,0.9016,2.6759,0.9016,1.9326,10.0476,20.2667,4.0,12.0,2.0,3.0,0.31,0.0,l
la_liga,2025,Sevilla,1,2025-08-25 19:30:00,h,0.8331,1.3294,0.8331,1.3294,3.625,13.1739,4.0,4.0,1.0,2.0,0.8265,0.0,l
la_liga,2025,Sevilla,2,2025-08-30 17:30:00,a,1.6203,2.0091,1.6203,2.0091,14.2632,9.45,6.0,9.0,2.0,0.0,1.0413,3.0,w
la_liga,2025,Sevilla,3,2025-09-12 19:00:00,h,0.3464,0.7812,0.3464,0.7812,5.45,6.3571,5.0,1.0,2.0,2.0,0.7806,1.0,d
la_liga,2025,Sevilla,4,2025-09-20 16:30:00,a,0.892,0.9103,0.892,0.167,7.84,7.9688,4.0,4.0,2.0,1.0,1.2405,3.0,w
la_liga,2025,Sevilla,5,2025-09-23 19:30:00,h,0.8362,2.4052,0.8362,2.4052,5.6129,10.6471,9.0,6.0,1.0,2.0,0.3876,0.0,l
la_liga,2025,Sevilla,6,2025-09-28 12:00:00,a,0.5796,1.8909,0.5796,1.8909,14.381,10.2,6.0,8.0,1.0,0.0,0.4176,3.0,w
la_liga,2025,Sevilla,7,2025-10-05 14:15:00,h,2.8941,2.4823,2.1509,1.739,9.48,7.4762,5.0,10.0,4.0,1.0,1.6833,3.0,w
la_liga,2025,Sevilla,8,2025-10-18 12:00:00,h,1.2588,1.9555,1.2588,1.9555,6.6087,11.0,4.0,2.0,1.0,3.0,0.8509,0.0,l
la_liga,2025,Sevilla,9,2025-10-24 19:00:00,a,0.2471,1.6438,0.2471,0.9005,8.0,6.2895,5.0,3.0,1.0,2.0,0.2359,0.0,l
la_liga,2025,Sevilla,10,2025-11-01 15:15:00,a,0.3769,2.9863,0.3769,2.2431,12.4545,14.3333,2.0,13.0,0.0,3.0,0.0901,0.0,l
la_liga,2025,Sevilla,11,2025-11-08 15:15:00,h,1.2227,0.9674,0.4794,0.9674,7.44,7.32,5.0,6.0,1.0,0.0,1.5808,3.0,w
la_liga,2025,Sevilla,12,2025-11-24 20:00:00,a,1.8,1.1663,1.8,1.1663,6.6667,8.8438,10.0,3.0,1.0,2.0,1.8209,0.0,l
la_liga,2025,Sevilla,13,2025-11-30 15:15:00,h,0.7352,1.1786,0.7352,1.1786,4.2273,8.2692,3.0,4.0,0.0,2.0,0.9448,0.0,l
la_liga,2025,Sevilla,14,2025-12-07 15:15:00,a,0.6355,1.239,0.6355,1.239,8.1,11.0417,1.0,2.0,1.0,1.0,0.8225,1.0,d
la_liga,2025,Sevilla,15,2025-12-14 13:00:00,h,2.319,0.417,2.319,0.417,11.3529,10.76,4.0,0.0,4.0,0.0,2.6746,3.0,w
la_liga,2025,Sevilla,16,2025-12-20 20:00:00,a,1.5142,4.0014,1.5142,3.2581,12.3333,12.6957,9.0,10.0,0.0,2.0,0.22,0.0,l
la_liga,2025,Sevilla,17,2026-01-04 13:00:00,h,1.6656,1.651,0.8268,1.651,7.9048,14.7895,7.0,0.0,0.0,3.0,1.3661,0.0,l
la_liga,2025,Sevilla,18,2026-01-12 20:00:00,h,0.2625,2.0763,0.2625,1.333,7.2963,17.8,5.0,3.0,0.0,1.0,0.1315,0.0,l
la_liga,2025,Sevilla,19,2026-01-19 20:00:00,a,2.4961,1.4808,1.7528,1.4808,4.7273,7.0,10.0,8.0,2.0,2.0,2.165,1.0,d
la_liga,2025,Sevilla,20,2026-01-24 17:30:00,h,1.4305,1.9126,0.6873,1.9126,5.2414,9.8,4.0,11.0,2.0,1.0,0.976,3.0,w
la_liga,2025,Sevilla,21,2026-02-02 20:00:00,a,1.2432,3.0435,1.2432,2.3002,5.5909,9.2727,7.0,5.0,1.0,4.0,0.3039,0.0,l
la_liga,2025,Sevilla,22,2026-02-08 15:15:00,h,0.9582,2.602,0.9582,1.8587,12.0,7.8929,7.0,9.0,1.0,1.0,0.3462,1.0,d
la_liga,2025,Sevilla,23,2026-02-14 17:30:00,h,0.3543,1.3898,0.3543,1.3898,11.913,4.8889,3.0,6.0,1.0,1.0,0.4999,1.0,d
la_liga,2025,Sevilla,24,2026-02-22 13:00:00,a,0.2832,0.2505,0.2832,0.2505,2.9688,38.2222,3.0,1.0,1.0,0.0,1.2283,3.0,w
la_liga,2025,Sevilla,25,2026-03-01 17:30:00,a,0.6562,1.4844,0.6562,1.4844,16.3333,13.1154,9.0,3.0,2.0,2.0,0.6239,1.0,d
la_liga,2025,Sevilla,26,2026-03-08 17:30:00,h,1.1457,0.2117,1.1457,0.2117,10.5,5.1429,0.0,1.0,1.0,1.0,2.2827,1.0,d
la_liga,2025,Sevilla,27,2026-03-15 15:15:00,a,1.043,3.8639,1.043,2.3773,17.48,9.9583,7.0,6.0,2.0,5.0,0.1186,0.0,l
la_liga,2025,Sevilla,28,2026-03-21 20:00:00,h,0.5054,1.7133,0.5054,1.7133,8.4,20.9231,4.0,6.0,0.0,2.0,0.4315,0.0,l
la_liga,2025,Sevilla,29,2026-04-05 16:30:00,a,0.8407,0.7851,0.8407,0.7851,14.0952,8.2,4.0,3.0,0.0,1.0,1.329,0.0,l
la_liga,2025,Sevilla,30,2026-04-11 19:00:00,h,1.6578,0.8555,0.9145,0.8555,20.4118,7.3333,6.0,6.0,2.0,1.0,2.0634,3.0,w
la_liga,2025,Sevilla,31,2026-04-23 17:00:00,a,0.4445,1.2081,0.4445,1.2081,9.6,9.6296,3.0,4.0,0.0,2.0,0.5891,0.0,l
la_liga,2025,Sevilla,32,2026-04-26 16:30:00,a,0.5538,2.1425,0.5538,2.1425,14.1,10.2143,3.0,5.0,1.0,2.0,0.3011,0.0,l
la_liga,2025,Sevilla,33,2026-05-04 19:00:00,h,1.3202,0.1668,1.3202,0.1668,9.5806,11.6471,5.0,4.0,1.0,0.0,2.3697,3.0,w
la_liga,2025,Sevilla,34,2026-05-09 14:15:00,h,1.4175,0.4024,1.4175,0.4024,3.3103,9.625,7.0,4.0,2.0,1.0,2.2488,3.0,w
la_liga,2025,Sevilla,35,2026-05-13 17:00:00,a,0.9175,0.9523,0.9175,0.9523,18.0,10.8889,10.0,8.0,3.0,2.0,1.2382,3.0,w
