league,season,team,match_index,date,home_away,xg_for,xg_against,npxg_for,npxg_against,ppda,ppda_allowed,deep_entries,deep_entries_allowed,goals_for,goals_against,expected_points,points,result
la_liga,2024,Sevilla,0,2024-08-16 19:30:00,a,2.0999,1.3187,2.0999,1.3187,14.6667,11.0,7.0,5.0,2.0,2.0,1.9369,1.0,d
la_liga,2024,Sevilla,1,2024-08-23 19:30:00,h,1.2383,1.3982,1.2383,1.3982,6.8519,23.2667,4.0,4.0,1.0,2.0,1.2057,0.0,l
la_liga,2024,Sevilla,2,2024-08-27 17:00:00,a,0.6098,0.9409,0.6098,0.9409,13.5,13.4091,7.0,3.0,0.0,0.0,0.9771,1.0,d
la_liga,2024,Sevilla,3,2024-09-01 17:00:00,h,0.8127,2.3636,0.8127,1.6203,16.5625,8.4839,5.0,5.0,0.0,2.0,0.3138,0.0,l
la_liga,2024,Sevilla,4,2024-09-14 16:30:00,h,1.648,0.9716,1.648,0.9716,5.5238,8.0714,3.0,1.0,1.0,0.0,1.9359,3.0,w
la_liga,2024,Sevilla,5,2024-09-20 19:00:00,a,0.6239,1.4064,0.6239,1.4064,7.6154,13.5833,3.0,4.0,1.0,2.0,0.5211,0.0,l
la_liga,2024,Sevilla,6,2024-09-24 17:00:00,h,1.671,0.4115,1.671,0.4115,7.2381,11.9375,8.0,3.0,2.0,1.0,2.3604,3.0,w
la_liga,2024,Sevilla,7,2024-09-29 14:15:00,a,1.2415,1.8296,1.2415,1.8296,8.7778,10.6429,4.0,5.0,1.0,1.0,0.9153,1.0,d
la_liga,2024,Sevilla,8,2024-10-06 16:30:00,h,1.8284,0.4366,1.0851,0.4366,10.1818,11.7368,3.0,6.0,1.0,0.0,2.5163,3.0,w
la_liga,2024,Sevilla,9,2024-10-20 19:00:00,a,0.5997,4.0853,0.5997,3.342,14.12,6.2414,2.0,14.0,1.0,5.0,0.0351,0.0,l
la_liga,2024,Sevilla,10,2024-10-25 19:00:00,a,0.8133,1.0292,0.8133,1.0292,17.4,10.4643,4.0,5.0,2.0,0.0,1.2197,3.0,w
la_liga,2024,Sevilla,11,2024-11-03 17:30:00,h,0.6295,1.2184,0.6295,0.4751,16.75,15.2941,1.0,0.0,0.0,2.0,0.7386,0.0,l
la_liga,2024,Sevilla,12,2024-11-09 21:00:00,a,0.5399,1.0932,0.5399,0.3499,8.08,18.6875,5.0,3.0,0.0,1.0,0.733,0.0,l
la_liga,2024,Sevilla,13,2024-11-24 15:15:00,h,1.5706,0.8623,1.5706,0.8623,11.6316,10.5455,7.0,1.0,1.0,0.0,1.946,3.0,w
la_liga,2024,Sevilla,14,2024-12-02 20:00:00,h,1.0908,1.0484,1.0908,1.0484,6.9444,18.7143,6.0,1.0,1.0,1.0,1.3577,1.0,d
la_liga,2024,Sevilla,15,2024-12-08 20:00:00,a,0.6358,2.3218,0.6358,2.3218,24.3125,13.52,2.0,6.0,3.0,4.0,0.3116,0.0,l
la_liga,2024,Sevilla,16,2024-12-14 17:30:00,h,0.4875,0.9288,0.4875,0.9288,10.1,14.5294,3.0,6.0,1.0,0.0,0.8755,3.0,w
la_liga,2024,Sevilla,17,2024-12-22 15:15:00,a,1.4118,2.901,1.4118,2.901,15.0357,12.1818,3.0,13.0,2.0,4.0,0.5216,0.0,l
la_liga,2024,Sevilla,18,2025-01-11 20:00:00,h,0.7344,1.0811,0.7344,1.0811,7.8621,17.0,3.0,0.0,1.0,1.0,0.9694,1.0,d
la_liga,2024,Sevilla,19,2025-01-18 13:00:00,a,3.0922,1.1433,2.349,1.1433,14.3043,10.6,5.0,8.0,2.0,1.0,2.6342,3.0,w
la_liga,2024,Sevilla,20,2025-01-25 17:30:00,h,1.1501,1.2794,1.1501,1.2794,4.5417,22.8824,5.0,0.0,1.0,1.0,1.1934,1.0,d
la_liga,2024,Sevilla,21,2025-02-01 13:00:00,a,0.871,0.9227,0.871,0.9227,10.1333,9.64,4.0,3.0,0.0,0.0,1.2667,1.0,d
la_liga,2024,Sevilla,22,2025-02-09 20:00:00,h,0.9214,1.932,0.9214,1.932,14.8889,9.6,3.0,11.0,1.0,4.0,0.5849,0.0,l
la_liga,2024,Sevilla,23,2025-02-16 15:15:00,a,1.4827,0.5325,1.4827,0.5325,20.15,17.25,3.0,3.0,4.0,0.0,2.1584,3.0,w
la_liga,2024,Sevilla,24,2025-02-24 20:00:00,h,1.5822,1.6496,1.5822,1.6496,6.9355,10.16,8.0,6.0,1.0,1.0,1.3287,1.0,d
la_liga,2024,Sevilla,25,2025-03-01 15:15:00,a,0.8078,2.5901,0.8078,2.5901,16.3158,5.0323,1.0,9.0,1.0,1.0,0.3074,1.0,d
la_liga,2024,Sevilla,26,2025-03-09 20:00:00,a,1.0116,0.8039,1.0116,0.8039,24.75,7.8333,3.0,2.0,1.0,0.0,1.5335,3.0,w
la_liga,2024,Sevilla,27,2025-03-16 15:15:00,h,0.4593,1.6449,0.4593,0.9016,11.4667,14.0833,2.0,3.0,0.0,1.0,0.3945,0.0,l
la_liga,2024,Sevilla,28,2025-03-30 20:00:00,a,0.8676,0.8942,0.8676,0.8942,8.3824,8.8929,4.0,7.0,1.0,2.0,1.3088,0.0,l
la_liga,2024,Sevilla,29,2025-04-06 14:15:00,h,0.8187,1.2365,0.8187,0.4933,13.125,11.1739,4.0,6.0,1.0,2.0,0.9022,0.0,l
la_liga,2024,Sevilla,30,2025-04-11 19:00:00,a,0.9105,1.4263,0.9105,1.4263,9.56,12.0556,7.0,7.0,0.0,1.0,0.8708,0.0,l
la_liga,2024,Sevilla,31,2025-04-20 16:30:00,h,1.8961,1.3031,1.8961,1.3031,10.2727,8.4545,2.0,5.0,1.0,1.0,1.8219,1.0,d
la_liga,2024,Sevilla,32,2025-04-24 17:00:00,a,0.9344,0.3737,0.9344,0.3737,24.5,11.0588,7.0,1.0,0.0,1.0,1.8621,0.0,l
la_liga,2024,Sevilla,33,2025-05-04 14:15:00,h,2.3374,0.8049,2.3374,0.8049,5.069,10.0,8.0,2.0,2.0,2.0,2.4946,1.0,d
la_liga,2024,Sevilla,34,2025-05-10 14:15:00,a,2.6139,0.9595,1.8706,0.9595,10.4333,19.6154,5.0,4.0,2.0,3.0,2.4907,0.0,l
la_liga,2024,Sevilla,35,2025-05-13 19:30:00,h,0.9313,0.3991,0.9313,0.3991,6.7838,10.5625,7.0,2.0,1.0,0.0,1.8263,3.0,w
la_liga,2024,Sevilla,36,2025-05-18 17:00:00,h,0.4849,1.9599,0.4849,1.9599,21.4444,8.913,1.0,13.0,0.0,2.0,0.2493,0.0,l
la_liga,2024,Sevilla,37,2025-05-25 14:15:00,a,1.6483,1.288,1.6483,1.288,14.6087,14.6842,16.0,11.0,2.0,4.0,1.6406,0.0,l
la_liga,2024,Real Sociedad,0,2024-08-18 17:00:00,h,1.5661,1.6015,1.5661,1.6015,6.0,7.1515,4.0,2.0,1.0,2.0,1.3504,0.0,l
la_liga,2024,Real Sociedad,1,2024-08-24 19:30:00,a,0.7961,1.7957,0.7961,1.7957,4.0714,22.0,5.0,4.0,1.0,0.0,0.5499,3.0,w
