game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at
401757285,2025,9,Florida International,Kennesaw State,29.183,28.877,0.307,58.06,13.616,13.064,0.5233,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:22:34.537134+00:00
401757286,2025,9,Louisiana Tech,Western Kentucky,28.583,26.667,1.917,55.25,14.569,12.858,0.5533,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:22:39.395420+00:00
401757287,2025,9,Delaware,Middle Tennessee,30.547,28.987,1.56,59.533,13.559,12.592,0.55,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:22:44.216168+00:00
401757288,2025,9,New Mexico State,Missouri State,27.853,26.763,1.09,54.617,13.915,12.078,0.5133,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:22:48.934564+00:00
401761634,2025,9,Georgia State,South Alabama,29.853,29.73,0.123,59.583,13.7,12.988,0.5133,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:22:53.703207+00:00
401762492,2025,9,Charlotte,North Texas,26.877,29.493,-2.617,56.37,13.292,12.268,0.4,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:22:58.508978+00:00
401754372,2025,9,Virginia Tech,California,29.793,30.25,-0.457,60.043,13.467,12.533,0.5367,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:23:03.295609+00:00
401760397,2025,9,Nevada,Boise State,26.563,27.677,-1.113,54.24,14.021,13.248,0.4567,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:23:08.560317+00:00
401760399,2025,9,Fresno State,San Diego State,27.503,26.95,0.553,54.453,14.432,12.678,0.5167,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:23:17.115374+00:00
401760400,2025,9,New Mexico,Utah State,30.277,28.89,1.387,59.167,14.023,12.927,0.5567,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:23:25.497781+00:00
401761635,2025,9,Old Dominion,App State,30.6,26.513,4.087,57.113,14.2,13.032,0.6067,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:23:32.985350+00:00
401761636,2025,9,Arkansas State,Georgia Southern,29.63,28.647,0.983,58.277,13.78,12.868,0.5533,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:23:37.540162+00:00
401761637,2025,9,Southern Miss,UL Monroe,29.667,26.757,2.91,56.423,13.216,13.369,0.59,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:23:42.094260+00:00
