game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at
401762468,2025,4,Charlotte,Rice,27.217,26.78,0.437,53.997,14.119,12.506,0.5267,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:04.584311+00:00
401756900,2025,4,Oklahoma State,Tulsa,26.823,28.257,-1.433,55.08,13.549,12.569,0.45,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:09.213893+00:00
401752844,2025,4,Rutgers,Iowa,30.63,30.99,-0.36,61.62,13.825,13.045,0.52,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:13.883757+00:00
401757262,2025,4,Liberty,James Madison,29.87,29.59,0.28,59.46,13.23,12.514,0.51,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:18.489844+00:00
401752708,2025,4,Memphis,Arkansas,32.223,29.643,2.58,61.867,13.436,13.11,0.5867,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:23.167939+00:00
401752709,2025,4,Miami,Florida,30.523,26.723,3.8,57.247,13.353,13.523,0.6067,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:27.829754+00:00
401752711,2025,4,Ole Miss,Tulane,31.677,28.807,2.87,60.483,12.647,13.621,0.6033,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:32.515499+00:00
401752713,2025,4,Missouri,South Carolina,30.06,26.093,3.967,56.153,13.754,13.4,0.64,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:37.181662+00:00
401752714,2025,4,Oklahoma,Auburn,26.837,25.293,1.543,52.13,14.571,12.232,0.5267,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:41.857535+00:00
401752841,2025,4,Oregon,Oregon State,31.62,26.107,5.513,57.727,13.551,12.752,0.6367,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:46.584724+00:00
401752843,2025,4,Indiana,Illinois,32.293,28.117,4.177,60.41,13.219,12.993,0.61,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:09:52.230389+00:00
401756899,2025,4,Kansas,West Virginia,31.88,29.227,2.653,61.107,13.392,13.003,0.5733,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:01.044226+00:00
401756901,2025,4,Utah,Texas Tech,30.56,30.357,0.203,60.917,13.387,12.677,0.54,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:09.831219+00:00
401757263,2025,4,Louisiana Tech,Southern Miss,27.953,26.887,1.067,54.84,14.559,12.467,0.5167,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:17.297366+00:00
401757264,2025,4,Middle Tennessee,Marshall,30.02,30.347,-0.327,60.367,13.686,12.539,0.54,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:21.967512+00:00
401757267,2025,4,UTEP,UL Monroe,26.99,25.6,1.39,52.59,14.065,12.109,0.5467,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:26.505257+00:00
401760373,2025,4,Colorado State,UTSA,30.177,29.707,0.47,59.883,13.243,12.519,0.5433,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:31.097707+00:00
401760374,2025,4,Hawai'i,Fresno State,29.1,28.83,0.27,57.93,13.729,13.251,0.4967,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:35.848920+00:00
401760376,2025,4,Miami (OH),UNLV,28.567,27.79,0.777,56.357,14.59,13.223,0.5233,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:40.543172+00:00
401761610,2025,4,Eastern Michigan,Louisiana,31.06,28.943,2.117,60.003,13.293,12.55,0.57,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:45.251623+00:00
401761611,2025,4,South Alabama,Coastal Carolina,29.71,29.02,0.69,58.73,14.021,13.162,0.5233,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:49.874411+00:00
401761613,2025,4,Buffalo,Troy,27.597,25.587,2.01,53.183,13.67,12.565,0.5467,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:54.566862+00:00
401762820,2025,4,Western Michigan,Toledo,27.363,26.867,0.497,54.23,14.564,12.975,0.5,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:10:59.282272+00:00
401754538,2025,4,Duke,NC State,32.223,30.3,1.923,62.523,13.448,13.184,0.5533,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:04.062502+00:00
401754539,2025,4,Virginia,Stanford,30.907,25.84,5.067,56.747,13.511,13.28,0.66,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:08.925715+00:00
401754541,2025,4,Florida State,Kent State,31.63,28.31,3.32,59.94,13.261,13.154,0.5833,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:13.807201+00:00
401754542,2025,4,Georgia Tech,Temple,32.68,28.957,3.723,61.637,13.47,13.24,0.6233,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:18.698279+00:00
401754636,2025,4,TCU,SMU,29.85,29.497,0.353,59.347,13.355,12.852,0.52,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:23.527848+00:00
401754640,2025,4,UCF,North Carolina,29.61,26.017,3.593,55.627,14.094,13.301,0.6167,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:28.277538+00:00
401754642,2025,4,Louisville,Bowling Green,29.993,25.19,4.803,55.183,13.336,13.028,0.6567,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:33.054427+00:00
401756896,2025,4,Baylor,Arizona State,29.27,29.397,-0.127,58.667,13.967,12.98,0.4933,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:37.807691+00:00
401756897,2025,4,Colorado,Wyoming,28.727,27.523,1.203,56.25,15.202,12.584,0.5333,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:42.553739+00:00
401756898,2025,4,East Carolina,BYU,29.37,29.177,0.193,58.547,13.689,12.92,0.53,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:47.322099+00:00
401752845,2025,4,Wisconsin,Maryland,26.597,27.227,-0.63,53.823,14.026,12.995,0.49,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:52.069910+00:00
401752847,2025,4,USC,Michigan State,33.607,29.11,4.497,62.717,13.23,13.139,0.6233,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:11:56.918231+00:00
401754537,2025,4,Clemson,Syracuse,31.017,26.247,4.77,57.263,14.481,13.064,0.6333,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:01.737649+00:00
401762469,2025,4,Army,North Texas,30.537,30.153,0.383,60.69,13.208,12.732,0.5467,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:06.547303+00:00
401752715,2025,4,Tennessee,UAB,34.033,29.447,4.587,63.48,13.091,13.025,0.6367,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:11.373448+00:00
401757169,2025,4,UConn,Ball State,32.617,28.807,3.81,61.423,14.238,12.858,0.6,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:16.167707+00:00
401752848,2025,4,Notre Dame,Purdue,33.8,27.29,6.51,61.09,13.077,12.678,0.6867,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:20.987791+00:00
401752846,2025,4,Nebraska,Michigan,29.757,29.633,0.123,59.39,13.155,12.828,0.5167,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:25.839217+00:00
401752712,2025,4,Mississippi State,Northern Illinois,29.967,27.687,2.28,57.653,14.381,12.505,0.5633,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:30.657233+00:00
401757259,2025,4,Florida International,Delaware,29.623,29.38,0.243,59.003,14.122,13.224,0.53,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:35.487054+00:00
401757261,2025,4,Kennesaw State,Arkansas State,29.987,27.49,2.497,57.477,14.275,12.889,0.5733,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:40.282736+00:00
401757268,2025,4,Western Kentucky,Nevada,30.84,25.96,4.88,56.8,13.594,13.525,0.6433,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:45.103904+00:00
401760372,2025,4,Air Force,Boise State,32.817,31.913,0.903,64.73,12.912,13.704,0.55,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:49.967918+00:00
401752716,2025,4,Vanderbilt,Georgia State,36.08,30.133,5.947,66.213,12.262,13.098,0.67,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:54.839647+00:00
401752842,2025,4,Washington State,Washington,28.377,27.893,0.483,56.27,13.382,12.338,0.4967,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:12:59.595168+00:00
401752723,2025,4,Texas,Sam Houston,30.283,26.407,3.877,56.69,13.693,13.392,0.6233,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:13:04.389643+00:00
401754540,2025,4,San Diego State,California,28.843,26.267,2.577,55.11,13.517,12.583,0.5667,300,ncaaf_v2,cfbd_ppa_season_2025,2026-07-17T01:13:09.096789+00:00
