game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at
401871067,2026,7,Middle Tennessee,Delaware,29.597,29.8,-0.203,59.397,13.967,12.958,0.5067,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:34:34.992720+00:00
401871053,2026,7,Jacksonville State,Florida International,29.49,28.873,0.617,58.363,14.332,13.472,0.5233,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:34:53.448337+00:00
401871054,2026,7,Missouri State,Kennesaw State,30.267,29.777,0.49,60.043,14.112,12.209,0.55,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:35:11.346913+00:00
401871068,2026,7,Sam Houston,Western Kentucky,26.807,27.403,-0.597,54.21,14.26,13.441,0.4833,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:35:29.144070+00:00
401869950,2026,7,Old Dominion,Georgia Southern,31.223,27.483,3.74,58.707,12.753,12.717,0.5833,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:35:46.554117+00:00
401862800,2026,7,UAB,East Carolina,30.78,31.053,-0.273,61.833,13.999,12.431,0.51,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:36:02.141161+00:00
401860923,2026,7,Texas State,Colorado State,33.693,29.463,4.23,63.157,13.39,12.685,0.62,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:36:23.012939+00:00
401862801,2026,7,Tulane,Memphis,30.77,29.48,1.29,60.25,13.576,12.804,0.5467,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:36:37.324881+00:00
401869844,2026,7,Coastal Carolina,App State,28.713,27.207,1.507,55.92,14.289,12.426,0.5233,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:36:54.314183+00:00
401858493,2026,7,Purdue,Washington,29.233,30.183,-0.95,59.417,13.142,11.636,0.4767,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:37:10.075634+00:00
401862806,2026,7,South Florida,Kent State,32.37,26.747,5.623,59.117,14.045,12.984,0.6533,300,ncaaf_v2,cfbd_ppa_season_2025_fallback_for_2026,2026-08-01T19:37:29.051151+00:00
