game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at
401856766,2026,1,TCU,North Carolina,30.3,20.037,10.263,50.337,13.291,11.719,0.8,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:00:39.384349+00:00
401864494,2026,1,USC,San José State,43.947,9.91,34.037,53.857,12.807,11.61,0.9933,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:00:49.548845+00:00
401858202,2026,1,Virginia,NC State,24.05,23.03,1.02,47.08,13.333,12.337,0.56,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:01:00.200369+00:00
401864577,2026,1,North Dakota State,Jacksonville State,26.69,20.963,5.727,47.653,13.458,11.252,0.6733,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:01:10.327642+00:00
401866408,2026,1,Eastern Michigan,Sacramento State,26.28,15.907,10.373,42.187,13.466,11.695,0.7767,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:01:21.082592+00:00
401858201,2026,1,Stanford,Hawai'i,21.047,18.947,2.1,39.993,12.531,11.272,0.5567,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:01:34.254347+00:00
401864570,2026,1,Florida State,New Mexico State,40.903,8.343,32.56,49.247,12.598,12.084,0.9933,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:01:46.452381+00:00
401862693,2026,1,UNLV,Memphis,37.06,31.817,5.243,68.877,12.975,13.05,0.65,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:01:57.251508+00:00
401858423,2026,1,Rutgers,Massachusetts,48.3,8.47,39.83,56.77,12.054,12.234,1.0,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:02:09.680342+00:00
401858204,2026,1,Wake Forest,Akron,32.31,4.757,27.553,37.067,11.47,10.745,0.9867,300,ncaaf_v2,cfbd_sp_plus_2026[scale=10]+cfbd_ppa_season_2025_fallback_for_2026,2026-08-19T22:02:20.674145+00:00
