date,ts,game_id,period,elapsed_min,remaining_min,total_points,home_score,away_score,pbp_poss_est,pbp_poss_per_min,pbp_ppp,pbp_to,pbp_orb,pbp_drb,pbp_fetched_from,live_line_total,live_line_book,live_line_provider_event_id,live_line_last_update,exp_total_at_elapsed,sim_final_total,proj_model_total,blend_w,proj_blend_total,actual_total,err_model,err_blend
2026-04-06,2026-04-06T21:35:28.541991Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:20:26Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:36:40.384188Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:37:52.314233Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:39:04.287520Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:40:04.811342Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:41:14.188064Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:42:14.192956Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:44:14.107314Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:46:14.123308Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:48:13.995823Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:50:13.900970Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:51:13.973556Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:34:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:52:14.128495Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:51:13Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:53:14.138632Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:51:13Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:55:14.137290Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:51:13Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:57:14.142098Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:51:13Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T21:59:13.999378Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:51:13Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:01:14.002250Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:51:13Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:03:14.023062Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:51:13Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:05:14.163157Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T21:51:13Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:07:13.943891Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:08:14.231787Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:10:13.876113Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:12:13.835348Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:14:14.156144Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:16:13.798214Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:17:13.977127Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-06T22:19:14.152112Z,401856600,0,,,0,0,0,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,,161.0,,0.0,,132.0,,
2026-04-06,2026-04-07T00:55:19.827806Z,401856600,1,2.9833333333333343,37.016666666666666,6,4,2,,,,,,,,146.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-06T22:05:32Z,11.24677196170198,161.0,155.75322803829803,0.0,155.75322803829803,132.0,23.753228038298037,23.753228038298037
2026-04-06,2026-04-07T00:55:55.858743Z,401856600,1,3.083333333333336,36.91666666666666,6,4,2,7.0,2.2702702702702684,0.8571428571428571,0.0,1.0,4.0,network_summary,143.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:55:43Z,11.6572782844406,161.0,155.3427217155594,0.0,155.3427217155594,132.0,23.342721715559406,23.342721715559406
2026-04-06,2026-04-07T00:56:07.957554Z,401856600,1,3.083333333333336,36.91666666666666,7,5,2,7.0,2.2702702702702684,1.0,0.0,1.0,4.0,cache_pbp_fresh,76.5,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:54:54Z,11.6572782844406,161.0,156.3427217155594,0.0,156.3427217155594,132.0,24.342721715559406,24.342721715559406
2026-04-06,2026-04-07T00:56:31.833963Z,401856600,1,3.083333333333336,36.91666666666666,8,6,2,7.475,2.4243243243243224,1.0702341137123743,0.0,1.0,4.0,cache_pbp_fresh,75.5,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:55:56Z,11.6572782844406,161.0,157.3427217155594,0.0,157.3427217155594,132.0,25.342721715559406,25.342721715559406
2026-04-06,2026-04-07T00:56:55.889233Z,401856600,1,3.083333333333336,36.91666666666666,9,7,2,7.95,2.5783783783783765,1.1320754716981132,0.0,1.0,4.0,cache_pbp_fresh,75.5,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:55:56Z,11.6572782844406,161.0,158.3427217155594,0.0,158.3427217155594,132.0,26.342721715559406,26.342721715559406
2026-04-06,2026-04-07T00:57:19.828335Z,401856600,1,3.649999999999999,36.35,11,7,4,8.425,2.308219178082193,1.3056379821958457,0.0,1.0,4.0,cache_pbp_fresh,75.5,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:56:58Z,13.983480779959391,161.0,158.0165192200406,0.0,158.0165192200406,132.0,26.016519220040607,26.016519220040607
2026-04-06,2026-04-07T00:57:55.969275Z,401856600,1,3.866666666666667,36.13333333333333,11,7,4,9.425,2.4375,1.1671087533156497,0.0,1.0,4.0,network_summary,145.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:57:16Z,14.872911145893063,161.0,157.12708885410694,0.0,157.12708885410694,132.0,25.127088854106944,25.127088854106944
2026-04-06,2026-04-07T00:58:19.921327Z,401856600,1,4.31666666666667,35.68333333333333,13,9,4,10.425,2.415057915057913,1.2470023980815348,0.0,3.0,4.0,network_summary,144.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:58:01Z,16.561856264883502,161.0,157.4381437351165,0.0,157.4381437351165,132.0,25.438143735116512,25.438143735116512
2026-04-06,2026-04-07T00:59:31.811376Z,401856600,1,4.299999999999997,35.7,13,9,4,10.425,2.4244186046511644,1.2470023980815348,0.0,4.0,4.0,network_summary,143.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:58:47Z,16.50177187776038,161.0,157.49822812223962,0.0,157.49822812223962,132.0,25.498228122239624,25.498228122239624
2026-04-06,2026-04-07T01:00:43.830263Z,401856600,1,4.299999999999997,35.7,13,9,4,10.425,2.4244186046511644,1.2470023980815348,0.0,4.0,4.0,network_summary,142.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:00:20Z,16.50177187776038,161.0,157.49822812223962,0.0,157.49822812223962,132.0,25.498228122239624,25.498228122239624
2026-04-06,2026-04-07T01:01:43.911663Z,401856600,1,4.299999999999997,35.7,13,9,4,10.425,2.4244186046511644,1.2470023980815348,0.0,4.0,4.0,cache_pbp_fresh,143.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:01Z,16.50177187776038,161.0,157.49822812223962,0.0,157.49822812223962,132.0,25.498228122239624,25.498228122239624
2026-04-06,2026-04-07T01:01:56.207980Z,401856600,1,4.483333333333334,35.516666666666666,13,9,4,10.425,2.3252788104089217,1.2470023980815348,0.0,4.0,4.0,network_summary,67.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:16Z,17.162700136114516,161.0,156.83729986388548,0.0,156.83729986388548,132.0,24.83729986388548,24.83729986388548
2026-04-06,2026-04-07T01:02:19.810851Z,401856600,1,4.5,35.5,13,9,4,11.425,2.538888888888889,1.1378555798687089,1.0,4.0,4.0,network_summary,67.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:16Z,17.222784523237614,161.0,156.7772154767624,0.0,156.7772154767624,132.0,24.777215476762397,24.777215476762397
2026-04-06,2026-04-07T01:02:43.815296Z,401856600,1,5.233333333333334,34.766666666666666,13,9,4,11.425,2.18312101910828,1.1378555798687089,1.0,4.0,4.0,network_summary,65.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:02:18Z,19.86649755665412,161.0,154.1335024433459,0.0036666666666666,153.80851293438695,132.0,22.13350244334589,21.808512934386957
2026-04-06,2026-04-07T01:03:55.850350Z,401856600,1,5.43333333333333,34.56666666666667,13,9,4,13.425,2.4708588957055238,0.968342644320298,2.0,5.0,5.0,network_summary,63.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:03:22Z,20.58751020213133,161.0,153.41248979786866,0.0068095238095237,152.80022855781652,132.0,21.41248979786866,20.800228557816524
2026-04-06,2026-04-07T01:04:19.834332Z,401856600,1,5.866666666666667,34.13333333333333,16,9,7,13.425,2.2883522727272725,1.1918063314711358,2.0,5.0,5.0,network_summary,63.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:03:22Z,22.149704267332005,161.0,154.850295732668,0.0136190476190476,153.6061917050707,132.0,22.850295732668,21.6061917050707
2026-04-06,2026-04-07T01:04:43.790439Z,401856600,1,6.5,33.5,16,9,7,15.425,2.373076923076923,1.0372771474878444,2.0,5.0,6.0,network_summary,64.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:27Z,24.43291097800989,161.0,152.5670890219901,0.0235714285714285,150.49122192361463,132.0,20.567089021990117,18.49122192361463
2026-04-06,2026-04-07T01:05:07.993800Z,401856600,1,6.5,33.5,18,11,7,15.425,2.373076923076923,1.1669367909238249,2.0,5.0,6.0,network_summary,64.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:27Z,24.43291097800989,161.0,154.5670890219901,0.0235714285714285,152.44407906647177,132.0,22.567089021990117,20.44407906647177
2026-04-06,2026-04-07T01:05:31.819067Z,401856600,1,6.533333333333331,33.46666666666667,18,11,7,16.425,2.5140306122448988,1.095890410958904,2.0,5.0,6.0,network_summary,64.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:27Z,24.553079752256085,161.0,154.44692024774392,0.024095238095238,152.27962778844116,132.0,22.44692024774392,20.27962778844116
2026-04-06,2026-04-07T01:05:55.816037Z,401856600,1,6.850000000000001,33.15,18,11,7,16.9,2.4671532846715323,1.0650887573964498,2.0,5.0,7.0,network_summary,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:05:41Z,25.69468310759504,161.0,153.30531689240496,0.0290714285714286,152.9330480370329,132.0,21.30531689240496,20.933048037032904
2026-04-06,2026-04-07T01:06:43.805420Z,401856600,1,7.266666666666666,32.733333333333334,18,11,7,17.9,2.463302752293578,1.005586592178771,2.0,5.0,8.0,network_summary,139.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:06:28Z,27.196792785672585,161.0,151.8032072143274,0.0356190476190476,151.36497869069325,132.0,19.80320721432741,19.36497869069325
2026-04-06,2026-04-07T01:07:31.823481Z,401856600,1,7.883333333333333,32.11666666666667,21,11,10,18.9,2.397463002114165,1.1111111111111112,2.0,5.0,9.0,network_summary,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:07:15Z,29.41991510922737,161.0,152.58008489077264,0.0453095238095238,152.0327419967931,132.0,20.58008489077264,20.032741996793103
2026-04-06,2026-04-07T01:08:19.796081Z,401856600,1,8.05,31.95,21,11,10,19.9,2.4720496894409933,1.055276381909548,2.0,5.0,9.0,network_summary,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:08:01Z,29.87468857494972,161.0,152.12531142505028,0.0479285714285714,151.56812685603538,132.0,20.125311425050285,19.568126856035377
2026-04-06,2026-04-07T01:09:31.831401Z,401856600,1,8.05,31.95,21,11,10,20.9,2.5962732919254656,1.0047846889952154,2.0,5.0,10.0,network_summary,141.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:08:45Z,29.87468857494972,161.0,152.12531142505028,0.0479285714285714,151.61605542746395,132.0,20.125311425050285,19.616055427463948
2026-04-06,2026-04-07T01:10:43.827164Z,401856600,1,8.05,31.95,21,11,10,20.9,2.5962732919254656,1.0047846889952154,2.0,5.0,10.0,network_summary,64.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:00Z,29.87468857494972,161.0,152.12531142505028,0.0479285714285714,147.92555542746396,132.0,20.125311425050285,15.925555427463962
2026-04-06,2026-04-07T01:11:43.978610Z,401856600,1,8.05,31.95,21,11,10,20.9,2.5962732919254656,1.0047846889952154,2.0,5.0,10.0,cache_pbp_fresh,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:17Z,29.87468857494972,161.0,152.12531142505028,0.0479285714285714,151.56812685603538,132.0,20.125311425050285,19.568126856035377
2026-04-06,2026-04-07T01:12:07.902118Z,401856600,1,8.05,31.95,22,11,11,20.9,2.5962732919254656,1.0526315789473686,2.0,5.0,10.0,cache_pbp_fresh,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:11:50Z,29.87468857494972,161.0,153.12531142505028,0.0479285714285714,152.5201982846068,132.0,21.125311425050285,20.520198284606806
2026-04-06,2026-04-07T01:12:31.846111Z,401856600,1,8.083333333333332,31.916666666666668,22,11,11,21.375,2.644329896907217,1.0292397660818713,2.0,5.0,10.0,cache_pbp_fresh,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:11:50Z,29.89747707885681,161.0,153.1025229211432,0.0484523809523809,152.49190067960686,132.0,21.10252292114319,20.491900679606857
2026-04-06,2026-04-07T01:12:43.922566Z,401856600,1,8.416666666666668,31.58333333333333,24,13,11,21.85,2.596039603960396,1.0983981693363845,2.0,5.0,11.0,network_summary,63.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:12:12Z,30.125362117927704,161.0,154.8746378820723,0.0536904761904762,149.96869006245151,132.0,22.874637882072307,17.968690062451515
2026-04-06,2026-04-07T01:13:07.859172Z,401856600,1,8.866666666666667,31.133333333333333,26,13,13,22.85,2.577067669172932,1.1378555798687089,2.0,5.0,11.0,network_summary,63.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:12:12Z,30.433006920673407,161.0,156.5669930793266,0.0607619047619047,150.9120653093637,132.0,24.566993079326608,18.912065309363697
2026-04-06,2026-04-07T01:13:31.812331Z,401856600,1,9.1,30.9,26,13,13,23.85,2.6208791208791204,1.090146750524109,2.0,5.0,11.0,network_summary,64.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:13:16Z,30.592526448023037,161.0,156.40747355197698,0.0644285714285714,150.48600632741386,132.0,24.407473551976977,18.48600632741386
2026-04-06,2026-04-07T01:14:19.969351Z,401856600,1,9.616666666666667,30.383333333333333,31,15,16,24.85,2.584055459272097,1.2474849094567404,3.0,5.0,11.0,network_summary,141.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:07Z,30.945748258582917,161.0,161.0542517414171,0.072547619047619,159.6356373353195,132.0,29.05425174141709,27.6356373353195
2026-04-06,2026-04-07T01:14:43.799973Z,401856600,1,9.833333333333332,30.166666666666668,31,15,16,25.85,2.6288135593220345,1.1992263056092842,3.0,6.0,11.0,network_summary,141.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:07Z,31.093873533978996,161.0,160.90612646602102,0.0759523809523809,159.4321849558637,132.0,28.90612646602102,27.432184955863704
2026-04-06,2026-04-07T01:15:07.835042Z,401856600,1,10.216666666666663,29.78333333333333,31,15,16,26.85,2.6280587275693312,1.154562383612663,3.0,7.0,11.0,network_summary,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:53Z,32.73021817665234,161.0,159.26978182334767,0.0819761904761904,157.7311066134004,132.0,27.26978182334767,25.731106613400385
2026-04-06,2026-04-07T01:15:31.846051Z,401856600,1,10.483333333333334,29.516666666666666,33,15,18,28.85,2.7519872813990456,1.1438474870017332,4.0,7.0,12.0,network_summary,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:53Z,34.60394386666825,161.0,159.39605613333174,0.0861666666666667,157.7678459631763,132.0,27.39605613333174,25.767845963176317
2026-04-06,2026-04-07T01:15:55.799110Z,401856600,1,11.1,28.9,33,15,18,29.85,2.6891891891891886,1.105527638190955,4.0,7.0,12.0,network_summary,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:15:38Z,38.93693452483001,161.0,155.06306547517,0.0958571428571428,153.6670916274787,132.0,23.063065475169992,21.667091627478698
2026-04-06,2026-04-07T01:16:19.849423Z,401856600,1,11.2,28.8,33,15,18,29.85,2.665178571428572,1.105527638190955,4.0,7.0,12.0,network_summary,140.5,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:15:38Z,39.63958165858595,161.0,154.36041834141406,0.0974285714285714,153.01001758300774,132.0,22.36041834141406,21.010017583007738
2026-04-06,2026-04-07T01:17:19.851184Z,401856600,1,11.516666666666666,28.48333333333333,33,15,18,31.85,2.7655571635311142,1.0361067503924648,5.0,7.0,13.0,cache_pbp_fresh,75.5,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:16:16Z,41.86463091547982,161.0,152.13536908452016,0.1024047619047618,144.28754235993634,132.0,20.135369084520164,12.28754235993634
