signal_id,ts,date,game_id,lens,kind,horizon,elapsed,remaining,total_points,live_line,side,strength,edge,model_prob,market_prob,driver,driver_tags,final_total,result,profit_units,tuning_source
1de7fa63c874066cd556e45bdc35993a24af46ba,2026-04-07T01:04:43.938Z,2026-04-06,401856600,fg,total,40,6.5,33.5,16,142.5,over,10.4505233750732,12.85012082643783,0.6764831082585527,0.4898785425101215,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
08866ae3d6007e7c2e4c685a5dad26970d8fdb3d,2026-04-07T01:05:08.040Z,2026-04-06,401856600,fg,total,40,6.5,33.5,18,142.5,over,12.317533985484642,14.743541879069396,0.7003317619269793,0.4898785425101215,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
723f6ed288029255c7be73caf9285990feefaf12,2026-04-07T01:05:08.554Z,2026-04-06,401856600,fg,total,40,6.5,33.5,18,141.5,over,13.251039290690375,15.690252405385197,0.7119495115881413,0.5,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
f46fedec81025297ab9136914aefa7847a9df6f2,2026-04-07T01:05:31.976Z,2026-04-06,401856600,fg,total,40,6.533333333333331,33.46666666666667,18,141.5,over,13.119536047443068,15.571376735458273,0.7105024345108095,0.5,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
befdf6385b8841a96121fa2a8efd33eb6b80ac49,2026-04-07T01:05:44.134Z,2026-04-06,401856600,fg,total,40,6.533333333333331,33.46666666666667,18,140.5,over,14.052652121805764,16.51769252493196,0.7219261656919513,0.5101214574898786,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
0c367a744b5b8016dce05a70cd4fba2c96b71647,2026-04-07T01:05:55.988Z,2026-04-06,401856600,fg,total,40,6.850000000000001,33.15,18,140.5,over,14.933267835358272,15.389355306112035,0.7082800898145596,0.5101214574898786,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
698f11245a4154d6d5c6788cf104a24c82070973,2026-04-07T01:06:32.143Z,2026-04-06,401856600,fg,total,40,6.850000000000001,33.15,18,139.5,over,15.84840050242645,16.331921095585727,0.7197010129333175,0.5101214574898786,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
413f13c7f9d096f308b526e982775b6d16802778,2026-04-07T01:06:43.872Z,2026-04-06,401856600,fg,total,40,7.266666666666666,32.733333333333334,18,139.5,over,14.392452310361186,14.855377286448118,0.7017151790625091,0.5101214574898786,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
1b28e7472c89ad969809a8902d8e77a537879943,2026-04-07T01:07:20.153Z,2026-04-06,401856600,fg,total,40,7.266666666666666,32.733333333333334,18,140.5,over,13.453613600259494,13.917745707500757,0.6900278855263191,0.5,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
c8074693253889f97a4c1dbe00e1de830bc1738f,2026-04-07T01:07:31.870Z,2026-04-06,401856600,fg,total,40,7.266666666666666,32.733333333333334,21,140.5,over,16.227272587707457,16.730640444342868,0.7244661882040999,0.5,pace_lo,"['pace_lo', 'eff_mid', 'kind_total', 'lens_fg']",132.0,0.0,-1.0,outputs/live_lens_tuning.json
