date,ts,event_id,total_prev,total,book_prev,book,provider_event_id,last_update
2026-04-06,2026-04-07T00:58:08.149212Z,401856600,75.5,144.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:58:01Z
2026-04-06,2026-04-07T00:58:20.788289Z,401856600,144.5,74.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:58:00Z
2026-04-06,2026-04-07T00:58:32.161514Z,401856600,74.5,144.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:58:01Z
2026-04-06,2026-04-07T00:58:44.648791Z,401856600,144.5,74.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:58:00Z
2026-04-06,2026-04-07T00:58:56.063739Z,401856600,74.5,143.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:58:47Z
2026-04-06,2026-04-07T00:59:08.601359Z,401856600,143.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:59:04Z
2026-04-06,2026-04-07T00:59:20.076093Z,401856600,75.5,143.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:58:47Z
2026-04-06,2026-04-07T00:59:32.606781Z,401856600,143.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:59:04Z
2026-04-06,2026-04-07T00:59:44.104772Z,401856600,75.5,142.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:59:36Z
2026-04-06,2026-04-07T00:59:56.708250Z,401856600,142.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T00:59:04Z
2026-04-06,2026-04-07T01:00:08.936150Z,401856600,75.5,142.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T00:59:36Z
2026-04-06,2026-04-07T01:00:20.968187Z,401856600,142.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:00:07Z
2026-04-06,2026-04-07T01:00:33.045619Z,401856600,75.5,142.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:00:20Z
2026-04-06,2026-04-07T01:00:44.978903Z,401856600,142.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:00:07Z
2026-04-06,2026-04-07T01:00:56.069439Z,401856600,75.5,142.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:00:20Z
2026-04-06,2026-04-07T01:01:08.131264Z,401856600,142.5,143.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:01Z
2026-04-06,2026-04-07T01:01:21.284491Z,401856600,143.5,67.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:16Z
2026-04-06,2026-04-07T01:01:32.095711Z,401856600,67.5,143.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:01Z
2026-04-06,2026-04-07T01:01:44.676628Z,401856600,143.5,67.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:16Z
2026-04-06,2026-04-07T01:01:56.605186Z,401856600,67.5,143.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:48Z
2026-04-06,2026-04-07T01:02:08.548127Z,401856600,143.5,67.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:16Z
2026-04-06,2026-04-07T01:02:20.457154Z,401856600,67.5,143.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:01:48Z
2026-04-06,2026-04-07T01:02:32.542609Z,401856600,143.5,65.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:02:18Z
2026-04-06,2026-04-07T01:02:44.173148Z,401856600,65.5,142.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:02:35Z
2026-04-06,2026-04-07T01:02:56.506941Z,401856600,142.5,65.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:02:18Z
2026-04-06,2026-04-07T01:03:08.216397Z,401856600,65.5,142.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:02:35Z
2026-04-06,2026-04-07T01:03:20.775230Z,401856600,142.5,65.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:02:18Z
2026-04-06,2026-04-07T01:03:32.146392Z,401856600,65.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:03:22Z
2026-04-06,2026-04-07T01:03:44.563122Z,401856600,141.5,63.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:03:22Z
2026-04-06,2026-04-07T01:03:56.191862Z,401856600,63.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:03:22Z
2026-04-06,2026-04-07T01:04:08.506734Z,401856600,141.5,63.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:03:22Z
2026-04-06,2026-04-07T01:04:20.285299Z,401856600,63.5,142.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:08Z
2026-04-06,2026-04-07T01:04:32.538235Z,401856600,142.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:27Z
2026-04-06,2026-04-07T01:04:44.134543Z,401856600,64.5,142.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:08Z
2026-04-06,2026-04-07T01:04:56.515992Z,401856600,142.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:27Z
2026-04-06,2026-04-07T01:05:08.489572Z,401856600,64.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:58Z
2026-04-06,2026-04-07T01:05:20.528059Z,401856600,141.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:27Z
2026-04-06,2026-04-07T01:05:32.154402Z,401856600,64.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:04:58Z
2026-04-06,2026-04-07T01:05:44.088451Z,401856600,141.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:05:41Z
2026-04-06,2026-04-07T01:05:56.700602Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:05:35Z
2026-04-06,2026-04-07T01:06:08.082311Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:05:41Z
2026-04-06,2026-04-07T01:06:20.691063Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:05:35Z
2026-04-06,2026-04-07T01:06:32.088633Z,401856600,75.5,139.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:06:28Z
2026-04-06,2026-04-07T01:06:44.980003Z,401856600,139.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:06:37Z
2026-04-06,2026-04-07T01:06:56.081296Z,401856600,75.5,139.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:06:28Z
2026-04-06,2026-04-07T01:07:08.704516Z,401856600,139.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:06:37Z
2026-04-06,2026-04-07T01:07:20.079487Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:07:15Z
2026-04-06,2026-04-07T01:07:32.715297Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:06:37Z
2026-04-06,2026-04-07T01:07:44.114636Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:07:15Z
2026-04-06,2026-04-07T01:07:56.606948Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:07:42Z
2026-04-06,2026-04-07T01:08:08.108889Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:08:01Z
2026-04-06,2026-04-07T01:08:20.694931Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:07:42Z
2026-04-06,2026-04-07T01:08:32.404580Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:08:01Z
2026-04-06,2026-04-07T01:08:44.597795Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:07:42Z
2026-04-06,2026-04-07T01:08:56.097494Z,401856600,75.5,141.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:08:45Z
2026-04-06,2026-04-07T01:09:08.605646Z,401856600,141.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:08:45Z
2026-04-06,2026-04-07T01:09:20.100964Z,401856600,75.5,141.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:08:45Z
2026-04-06,2026-04-07T01:09:44.521039Z,401856600,141.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:08:52Z
2026-04-06,2026-04-07T01:09:56.284459Z,401856600,64.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:09:32Z
2026-04-06,2026-04-07T01:10:08.599920Z,401856600,141.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:00Z
2026-04-06,2026-04-07T01:10:20.206826Z,401856600,64.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:17Z
2026-04-06,2026-04-07T01:10:32.559677Z,401856600,140.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:00Z
2026-04-06,2026-04-07T01:10:44.474563Z,401856600,64.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:17Z
2026-04-06,2026-04-07T01:10:56.764464Z,401856600,140.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:00Z
2026-04-06,2026-04-07T01:11:08.159367Z,401856600,64.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:17Z
2026-04-06,2026-04-07T01:11:20.578989Z,401856600,140.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:11:07Z
2026-04-06,2026-04-07T01:11:32.167516Z,401856600,64.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:10:17Z
2026-04-06,2026-04-07T01:11:44.979058Z,401856600,140.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:11:07Z
2026-04-06,2026-04-07T01:11:56.232157Z,401856600,64.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:11:50Z
2026-04-06,2026-04-07T01:12:08.807502Z,401856600,140.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:11:07Z
2026-04-06,2026-04-07T01:12:20.130842Z,401856600,64.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:11:50Z
2026-04-06,2026-04-07T01:12:32.672889Z,401856600,140.5,63.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:12:12Z
2026-04-06,2026-04-07T01:12:44.474201Z,401856600,63.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:12:37Z
2026-04-06,2026-04-07T01:12:56.524675Z,401856600,141.5,63.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:12:12Z
2026-04-06,2026-04-07T01:13:08.207619Z,401856600,63.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:12:37Z
2026-04-06,2026-04-07T01:13:20.502338Z,401856600,141.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:13:16Z
2026-04-06,2026-04-07T01:13:32.265518Z,401856600,64.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:13:21Z
2026-04-06,2026-04-07T01:13:44.557119Z,401856600,140.5,64.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:13:16Z
2026-04-06,2026-04-07T01:13:56.178179Z,401856600,64.5,140.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:13:21Z
2026-04-06,2026-04-07T01:14:08.127805Z,401856600,140.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:07Z
2026-04-06,2026-04-07T01:14:20.875387Z,401856600,141.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:03Z
2026-04-06,2026-04-07T01:14:32.106151Z,401856600,75.5,141.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:07Z
2026-04-06,2026-04-07T01:14:44.601362Z,401856600,141.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:03Z
2026-04-06,2026-04-07T01:14:56.113208Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:53Z
2026-04-06,2026-04-07T01:15:08.698117Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:03Z
2026-04-06,2026-04-07T01:15:20.160499Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:14:53Z
2026-04-06,2026-04-07T01:15:32.754025Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:15:09Z
2026-04-06,2026-04-07T01:15:44.117503Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:15:38Z
2026-04-06,2026-04-07T01:15:56.759892Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:15:09Z
2026-04-06,2026-04-07T01:16:08.121369Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:15:38Z
2026-04-06,2026-04-07T01:16:20.647791Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:16:16Z
2026-04-06,2026-04-07T01:16:32.093589Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:16:30Z
2026-04-06,2026-04-07T01:16:44.647038Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:16:16Z
2026-04-06,2026-04-07T01:16:56.651950Z,401856600,75.5,140.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:16:30Z
2026-04-06,2026-04-07T01:17:08.545652Z,401856600,140.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:16:16Z
2026-04-06,2026-04-07T01:17:20.193968Z,401856600,75.5,139.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:17:11Z
2026-04-06,2026-04-07T01:17:32.564154Z,401856600,139.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:17:20Z
2026-04-06,2026-04-07T01:17:44.243135Z,401856600,75.5,139.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:17:11Z
2026-04-06,2026-04-07T01:17:56.568714Z,401856600,139.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:17:20Z
2026-04-06,2026-04-07T01:18:08.180524Z,401856600,75.5,138.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:17:57Z
2026-04-06,2026-04-07T01:18:20.555894Z,401856600,138.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:17:20Z
2026-04-06,2026-04-07T01:18:32.187343Z,401856600,75.5,138.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:17:57Z
2026-04-06,2026-04-07T01:18:44.108473Z,401856600,138.5,136.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:18:43Z
2026-04-06,2026-04-07T01:18:56.735434Z,401856600,136.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:18:43Z
2026-04-06,2026-04-07T01:19:08.127143Z,401856600,59.5,136.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:18:43Z
2026-04-06,2026-04-07T01:19:20.655550Z,401856600,136.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:18:43Z
2026-04-06,2026-04-07T01:19:32.128023Z,401856600,59.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:19:30Z
2026-04-06,2026-04-07T01:19:44.651123Z,401856600,135.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:18:43Z
2026-04-06,2026-04-07T01:19:56.148614Z,401856600,59.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:19:30Z
2026-04-06,2026-04-07T01:20:08.612539Z,401856600,135.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:19:45Z
2026-04-06,2026-04-07T01:20:20.106642Z,401856600,59.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:20:15Z
2026-04-06,2026-04-07T01:20:32.581369Z,401856600,135.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:19:45Z
2026-04-06,2026-04-07T01:20:44.340208Z,401856600,59.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:20:15Z
2026-04-06,2026-04-07T01:20:56.645931Z,401856600,135.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:20:47Z
2026-04-06,2026-04-07T01:21:08.436500Z,401856600,59.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:21:00Z
2026-04-06,2026-04-07T01:21:20.549807Z,401856600,135.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:20:36Z
2026-04-06,2026-04-07T01:21:32.323886Z,401856600,75.5,135.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:21:00Z
2026-04-06,2026-04-07T01:21:56.721061Z,401856600,135.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:21:54Z
2026-04-06,2026-04-07T01:22:08.082235Z,401856600,59.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:21:42Z
2026-04-06,2026-04-07T01:22:20.724201Z,401856600,135.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:21:54Z
2026-04-06,2026-04-07T01:22:32.127176Z,401856600,59.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:22:29Z
2026-04-06,2026-04-07T01:22:44.932859Z,401856600,135.5,59.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:21:54Z
2026-04-06,2026-04-07T01:22:56.324466Z,401856600,59.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:22:29Z
2026-04-06,2026-04-07T01:23:08.626827Z,401856600,135.5,58.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:23:02Z
2026-04-06,2026-04-07T01:23:20.131196Z,401856600,58.5,136.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:23:14Z
2026-04-06,2026-04-07T01:23:32.649142Z,401856600,136.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:22:45Z
2026-04-06,2026-04-07T01:23:45.421252Z,401856600,75.5,58.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:23:02Z
2026-04-06,2026-04-07T01:23:56.634947Z,401856600,58.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:23:47Z
2026-04-06,2026-04-07T01:24:09.173078Z,401856600,75.5,136.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:23:57Z
2026-04-06,2026-04-07T01:24:21.505272Z,401856600,136.5,60.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:24:06Z
2026-04-06,2026-04-07T01:24:32.914588Z,401856600,60.5,136.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:23:57Z
2026-04-06,2026-04-07T01:24:57.550379Z,401856600,136.5,75.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:24:53Z
2026-04-06,2026-04-07T01:25:39.260802Z,401856600,75.5,137.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:25:26Z
2026-04-06,2026-04-07T01:26:39.238648Z,401856600,137.5,138.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:26:11Z
2026-04-06,2026-04-07T01:27:39.267203Z,401856600,138.5,141.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:26:54Z
2026-04-06,2026-04-07T01:28:39.268766Z,401856600,141.5,137.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:28:23Z
2026-04-06,2026-04-07T01:29:39.535091Z,401856600,137.5,138.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:29:06Z
2026-04-06,2026-04-07T01:31:39.080079Z,401856600,138.5,137.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:31:37Z
2026-04-06,2026-04-07T01:35:39.287013Z,401856600,137.5,136.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:35:30Z
2026-04-06,2026-04-07T01:36:50.352458Z,401856600,136.5,137.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:36:13Z
2026-04-06,2026-04-07T01:37:14.245975Z,401856600,137.5,76.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:36:39Z
2026-04-06,2026-04-07T01:37:25.514405Z,401856600,76.5,137.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:37:01Z
2026-04-06,2026-04-07T01:37:38.029459Z,401856600,137.5,76.5,DraftKings,FanDuel,479832d80b884a38e48c830266b6238e,2026-04-07T01:36:39Z
2026-04-06,2026-04-07T01:37:49.511767Z,401856600,76.5,137.5,FanDuel,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:37:01Z
2026-04-06,2026-04-07T01:39:58.006002Z,401856600,137.5,138.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T01:39:25Z
2026-04-06,2026-04-07T02:28:37.060492Z,401856600,138.5,135.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T02:28:12Z
2026-04-06,2026-04-07T03:01:57.838535Z,401856600,135.5,130.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T03:01:12Z
2026-04-06,2026-04-07T03:02:13.798948Z,401856600,130.5,68.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T02:54:59Z
2026-04-06,2026-04-07T03:02:25.516118Z,401856600,68.5,130.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T03:01:12Z
2026-04-06,2026-04-07T03:10:10.930583Z,401856600,130.5,132.5,DraftKings,DraftKings,479832d80b884a38e48c830266b6238e,2026-04-07T03:09:35Z
