event_id,commence_time,home,away,bookmaker_key,bookmaker,book_last_update,market,outcome_name,outcome_price,outcome_point,date
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,spreads,Carolina Hurricanes,230,-1.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,spreads,Vegas Golden Knights,-285,1.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,totals,Over,-125,5.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,totals,Under,105,5.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,betmgm,BetMGM,,spreads,Carolina Hurricanes,210,-1.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,betmgm,BetMGM,,spreads,Vegas Golden Knights,-285,1.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,betmgm,BetMGM,,totals,Over,-130,5.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,betmgm,BetMGM,,totals,Under,100,5.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,spreads,Carolina Hurricanes,220,-1.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,spreads,Vegas Golden Knights,-280,1.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,totals,Over,-124,5.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,totals,Under,102,5.5,2026-06-06
33c14afc1c11682959f3089d5f7fa4e3,2026-06-07T00:10:00Z,Vegas Golden Knights,Carolina Hurricanes,fanatics,Fanatics,,spreads,Carolina Hurricanes,-285,1.5,2026-06-06
