league,season,team,match_index,date,home_away,xg_for,xg_against,npxg_for,npxg_against,ppda,ppda_allowed,deep_entries,deep_entries_allowed,goals_for,goals_against,expected_points,points,result
bundesliga,2025,Bayern Munich,0,2025-08-22 18:30:00,h,3.2988,0.5223,3.2988,0.5223,8.7931,17.8571,13.0,6.0,6.0,0.0,2.8446,3.0,w
bundesliga,2025,Bayern Munich,1,2025-08-30 16:30:00,a,3.3752,0.506,3.3752,0.506,7.4516,11.0833,16.0,5.0,3.0,2.0,2.8495,3.0,w
bundesliga,2025,Bayern Munich,2,2025-09-13 16:30:00,h,3.0372,0.5592,2.2794,0.5592,9.6667,33.6,25.0,3.0,5.0,0.0,2.7799,3.0,w
bundesliga,2025,Bayern Munich,3,2025-09-20 13:30:00,a,2.7142,1.0372,1.1986,1.0372,11.3529,12.963,2.0,6.0,4.0,1.0,2.5111,3.0,w
bundesliga,2025,Bayern Munich,4,2025-09-26 18:30:00,h,4.3186,0.2986,3.5608,0.2986,8.4375,39.8889,11.0,4.0,4.0,0.0,2.9773,3.0,w
bundesliga,2025,Bayern Munich,5,2025-10-04 16:30:00,a,2.2301,0.5601,2.2301,0.5601,14.65,19.0455,7.0,3.0,3.0,0.0,2.5829,3.0,w
bundesliga,2025,Bayern Munich,6,2025-10-18 16:30:00,h,2.8199,1.4101,2.8199,1.4101,8.381,12.6667,8.0,5.0,2.0,1.0,2.3808,3.0,w
bundesliga,2025,Bayern Munich,7,2025-10-25 13:30:00,a,2.6503,0.7578,2.6503,0.0,6.7857,28.3,23.0,1.0,3.0,0.0,2.6369,3.0,w
bundesliga,2025,Bayern Munich,8,2025-11-01 17:30:00,h,2.283,0.3828,2.283,0.3828,9.5312,28.7,11.0,5.0,3.0,0.0,2.6761,3.0,w
bundesliga,2025,Bayern Munich,9,2025-11-08 14:30:00,a,1.3425,1.0278,1.3425,1.0278,13.3333,23.5263,11.0,6.0,2.0,2.0,1.5861,1.0,d
bundesliga,2025,Bayern Munich,10,2025-11-22 14:30:00,h,3.1386,0.517,3.1386,0.517,9.3158,14.0,15.0,2.0,6.0,2.0,2.7987,3.0,w
bundesliga,2025,Bayern Munich,11,2025-11-29 14:30:00,h,2.5394,0.7407,2.5394,0.7407,9.8,47.0909,15.0,3.0,3.0,1.0,2.5492,3.0,w
bundesliga,2025,Bayern Munich,12,2025-12-06 14:30:00,a,4.0787,0.7293,3.3209,0.7293,12.9474,24.3333,13.0,6.0,5.0,0.0,2.9165,3.0,w
bundesliga,2025,Bayern Munich,13,2025-12-14 16:30:00,h,4.6796,0.8032,3.9218,0.8032,6.4167,44.4545,12.0,2.0,2.0,2.0,2.9561,1.0,d
bundesliga,2025,Bayern Munich,14,2025-12-21 16:30:00,a,3.3679,1.4876,3.3679,1.4876,11.5,44.3,16.0,6.0,4.0,0.0,2.52,3.0,w
bundesliga,2025,Bayern Munich,15,2026-01-11 16:30:00,h,3.5493,1.0852,3.5493,1.0852,11.1111,18.5652,11.0,3.0,8.0,1.0,2.7442,3.0,w
bundesliga,2025,Bayern Munich,16,2026-01-14 19:30:00,a,2.1164,0.7147,2.1164,0.7147,7.5882,24.1176,10.0,1.0,3.0,1.0,2.3963,3.0,w
bundesliga,2025,Bayern Munich,17,2026-01-17 17:30:00,a,4.6523,2.8692,4.6523,2.8692,12.1667,23.875,9.0,8.0,5.0,1.0,2.3512,3.0,w
bundesliga,2025,Bayern Munich,18,2026-01-24 14:30:00,h,2.3077,1.2455,2.3077,1.2455,6.2857,41.8333,14.0,7.0,1.0,2.0,2.1337,0.0,l
bundesliga,2025,Bayern Munich,19,2026-01-31 17:30:00,a,2.2891,2.645,2.2891,1.8872,8.5263,17.7,12.0,4.0,2.0,2.0,1.1053,1.0,d
bundesliga,2025,Bayern Munich,20,2026-02-08 16:30:00,h,6.3783,2.6683,4.8627,2.6683,8.0968,13.1176,16.0,5.0,5.0,1.0,2.8608,3.0,w
bundesliga,2025,Bayern Munich,21,2026-02-14 14:30:00,a,1.8771,0.7796,1.1194,0.7796,11.1579,13.7742,12.0,8.0,3.0,0.0,2.2593,3.0,w
bundesliga,2025,Bayern Munich,22,2026-02-21 14:30:00,h,2.8352,2.2926,2.8352,1.5348,13.4231,16.6875,13.0,2.0,3.0,2.0,1.7049,3.0,w
bundesliga,2025,Bayern Munich,23,2026-02-28 17:30:00,a,1.8902,1.3976,1.1324,1.3976,4.92,11.3793,9.0,9.0,3.0,2.0,1.7622,3.0,w
bundesliga,2025,Bayern Munich,24,2026-03-06 19:30:00,h,3.1198,1.2199,2.362,1.2199,9.0,32.1818,12.0,1.0,4.0,1.0,2.5879,3.0,w
bundesliga,2025,Bayern Munich,25,2026-03-14 14:30:00,a,1.2682,2.6526,1.2682,2.6526,11.0,12.25,12.0,9.0,1.0,1.0,0.5338,1.0,d
bundesliga,2025,Bayern Munich,26,2026-03-21 14:30:00,h,5.9339,0.2246,5.9339,0.2246,9.0714,23.9412,16.0,1.0,4.0,0.0,2.9976,3.0,w
bundesliga,2025,Bayern Munich,27,2026-04-04 13:30:00,a,2.4912,2.0459,2.4912,2.0459,5.68,11.3929,18.0,3.0,3.0,2.0,1.7182,3.0,w
bundesliga,2025,Bayern Munich,28,2026-04-11 16:30:00,a,4.1545,0.356,4.1545,0.356,7.9545,60.7778,23.0,2.0,5.0,0.0,2.9519,3.0,w
bundesliga,2025,Bayern Munich,29,2026-04-19 15:30:00,h,5.1101,1.2604,5.1101,1.2604,9.0,36.0,18.0,6.0,4.0,2.0,2.9159,3.0,w
bundesliga,2025,Bayern Munich,30,2026-04-25 13:30:00,a,2.3619,3.224,2.3619,3.224,6.1429,20.5625,15.0,8.0,4.0,3.0,0.8141,3.0,w
bundesliga,2025,Bayern Munich,31,2026-05-02 13:30:00,h,1.8797,2.482,1.8797,2.482,7.4615,23.0,12.0,9.0,3.0,3.0,0.8864,1.0,d
bundesliga,2025,Bayern Munich,32,2026-05-09 16:30:00,a,1.9054,3.2688,1.1476,3.2688,8.1429,21.7333,25.0,10.0,1.0,0.0,0.5816,3.0,w
bundesliga,2025,Bayern Munich,33,2026-05-16 13:30:00,h,2.8152,0.8802,2.8152,0.8802,7.64,29.6667,18.0,5.0,5.0,1.0,2.5746,3.0,w
bundesliga,2025,Hamburger SV,0,2025-08-24 15:30:00,a,0.2856,1.0172,0.2856,1.0172,16.6842,9.0,4.0,6.0,0.0,0.0,0.6288,1.0,d
bundesliga,2025,Hamburger SV,1,2025-08-29 18:30:00,h,0.7411,1.854,0.7411,1.854,17.0625,10.2857,4.0,5.0,0.0,2.0,0.5217,0.0,l
bundesliga,2025,Hamburger SV,2,2025-09-13 16:30:00,a,0.5592,3.0372,0.5592,2.2794,33.6,9.6667,3.0,25.0,0.0,5.0,0.1444,0.0,l
bundesliga,2025,Hamburger SV,3,2025-09-20 13:30:00,h,3.3216,2.6361,3.3216,2.6361,11.8421,16.7333,5.0,13.0,2.0,1.0,1.8149,3.0,w
bundesliga,2025,Hamburger SV,4,2025-09-28 17:30:00,a,1.1127,1.5427,1.1127,0.785,9.5,17.95,11.0,2.0,0.0,0.0,0.973,1.0,d
bundesliga,2025,Hamburger SV,5,2025-10-05 15:30:00,h,1.6588,0.5912,1.6588,0.5912,14.4286,6.28,3.0,7.0,4.0,0.0,2.2082,3.0,w
bundesliga,2025,Hamburger SV,6,2025-10-18 13:30:00,a,1.2935,1.1561,1.2935,1.1561,13.1818,21.4667,7.0,5.0,1.0,2.0,1.4493,0.0,l
bundesliga,2025,Hamburger SV,7,2025-10-25 13:30:00,h,2.4055,0.6955,1.5753,0.6955,10.6111,13.0,8.0,5.0,0.0,1.0,2.6124,0.0,l
bundesliga,2025,Hamburger SV,8,2025-11-02 14:30:00,a,1.193,3.8738,1.193,3.8738,15.9333,14.4737,4.0,10.0,1.0,4.0,0.1645,0.0,l
bundesliga,2025,Hamburger SV,9,2025-11-08 14:30:00,h,0.4199,1.4258,0.4199,1.4258,14.7222,8.4483,3.0,9.0,1.0,1.0,0.5278,1.0,d
bundesliga,2025,Hamburger SV,10,2025-11-22 14:30:00,a,1.555,1.619,1.555,1.619,20.9091,13.2609,4.0,7.0,0.0,1.0,1.2995,0.0,l
bundesliga,2025,Hamburger SV,11,2025-11-30 14:30:00,h,1.2136,1.1087,1.2136,1.1087,13.619,5.6154,4.0,5.0,2.0,1.0,1.4315,3.0,w
bundesliga,2025,Hamburger SV,12,2025-12-07 14:30:00,h,1.5771,1.1735,1.5771,1.1735,10.9048,10.6,8.0,3.0,3.0,2.0,1.6753,3.0,w
bundesliga,2025,Hamburger SV,13,2025-12-13 14:30:00,a,1.4052,2.4881,0.6474,2.4881,19.625,6.5,4.0,13.0,1.0,4.0,0.6091,0.0,l
bundesliga,2025,Hamburger SV,14,2025-12-20 14:30:00,h,1.0977,1.0914,1.0977,1.0914,13.5652,9.8333,5.0,8.0,1.0,1.0,1.3564,1.0,d
bundesliga,2025,Hamburger SV,15,2026-01-10 14:30:00,a,0.8508,2.9352,0.8508,2.1774,29.5556,9.2727,2.0,6.0,1.0,2.0,0.2006,0.0,l
bundesliga,2025,Hamburger SV,16,2026-01-17 14:30:00,h,1.262,0.5765,1.262,0.5765,11.0909,14.0833,11.0,3.0,0.0,0.0,1.916,1.0,d
bundesliga,2025,Hamburger SV,17,2026-01-23 19:30:00,a,0.3332,0.312,0.3332,0.312,11.1818,22.2778,6.0,2.0,0.0,0.0,1.2603,1.0,d
bundesliga,2025,Hamburger SV,18,2026-01-31 17:30:00,h,2.645,2.2891,1.8872,2.2891,17.7,8.5263,4.0,12.0,2.0,2.0,1.6573,1.0,d
bundesliga,2025,Hamburger SV,19,2026-02-07 14:30:00,a,1.5511,1.0461,1.5511,1.0461,14.5,11.25,11.0,6.0,2.0,0.0,1.7874,3.0,w
bundesliga,2025,Hamburger SV,20,2026-02-14 14:30:00,h,2.2034,2.1897,2.2034,1.4319,10.125,12.7895,9.0,8.0,3.0,2.0,1.3563,3.0,w
bundesliga,2025,Hamburger SV,21,2026-02-20 19:30:00,a,0.8234,1.7522,0.8234,1.7522,8.6667,11.75,3.0,5.0,1.0,1.0,0.6525,1.0,d
bundesliga,2025,Hamburger SV,22,2026-03-01 18:30:00,h,0.8206,2.29,0.8206,1.5322,18.8571,10.5714,4.0,13.0,1.0,2.0,0.3599,0.0,l
bundesliga,2025,Hamburger SV,23,2026-03-04 19:30:00,h,1.2869,2.6787,1.2869,2.6787,12.913,5.7879,4.0,8.0,0.0,1.0,0.4557,0.0,l
bundesliga,2025,Hamburger SV,24,2026-03-07 14:30:00,a,1.8045,2.4661,0.2889,1.7084,18.5,9.4762,2.0,5.0,2.0,1.0,0.8591,3.0,w
bundesliga,2025,Hamburger SV,25,2026-03-14 17:30:00,h,0.5565,0.9842,0.5565,0.9842,18.5625,12.3333,3.0,5.0,1.0,1.0,0.8543,1.0,d
bundesliga,2025,Hamburger SV,26,2026-03-21 17:30:00,a,1.2305,6.1019,1.2305,3.8285,21.3,6.08,3.0,13.0,2.0,3.0,0.0112,0.0,l
bundesliga,2025,Hamburger SV,27,2026-04-04 13:30:00,h,1.5311,2.5759,1.5311,2.5759,7.875,16.2857,10.0,10.0,1.0,1.0,0.7242,1.0,d
bundesliga,2025,Hamburger SV,28,2026-04-12 15:30:00,a,0.4176,3.8645,0.4176,3.1067,14.55,6.2963,3.0,18.0,0.0,4.0,0.0451,0.0,l
bundesliga,2025,Hamburger SV,29,2026-04-18 13:30:00,a,0.9142,1.6026,0.9142,1.6026,13.9474,8.4348,6.0,5.0,1.0,3.0,0.8267,0.0,l
bundesliga,2025,Hamburger SV,30,2026-04-25 16:30:00,h,1.4826,2.4286,0.7248,2.4286,11.8947,5.1935,7.0,5.0,1.0,2.0,0.735,0.0,l
bundesliga,2025,Hamburger SV,31,2026-05-02 13:30:00,a,0.6272,0.9923,0.6272,0.9923,31.2222,6.6,6.0,8.0,2.0,1.0,1.0073,3.0,w
bundesliga,2025,Hamburger SV,32,2026-05-10 13:30:00,h,2.0223,0.5836,2.0223,0.5836,9.2647,19.7692,8.0,2.0,3.0,2.0,2.4757,3.0,w
bundesliga,2025,Hamburger SV,33,2026-05-16 13:30:00,a,1.6305,3.0857,1.6305,2.3279,33.25,10.8636,7.0,22.0,1.0,1.0,0.5745,1.0,d
bundesliga,2025,Bayer Leverkusen,0,2025-08-23 13:30:00,h,1.0525,0.5052,1.0525,0.5052,15.1333,15.7826,3.0,6.0,1.0,2.0,1.8982,0.0,l
bundesliga,2025,Bayer Leverkusen,1,2025-08-30 13:30:00,a,2.0373,2.3268,1.2795,1.569,16.4118,18.55,7.0,10.0,3.0,3.0,1.1542,1.0,d
bundesliga,2025,Bayer Leverkusen,2,2025-09-12 18:30:00,h,2.3146,0.7919,1.5569,0.7919,10.5652,9.8889,3.0,2.0,3.0,1.0,2.4535,3.0,w
bundesliga,2025,Bayer Leverkusen,3,2025-09-21 15:30:00,h,1.9461,1.2988,1.9461,1.2988,11.2174,14.6296,9.0,8.0,1.0,1.0,1.8709,1.0,d
bundesliga,2025,Bayer Leverkusen,4,2025-09-27 13:30:00,a,1.2891,0.8133,1.2891,0.8133,19.0,10.9677,3.0,4.0,2.0,1.0,1.8043,3.0,w
bundesliga,2025,Bayer Leverkusen,5,2025-10-04 13:30:00,h,3.3567,1.1968,3.3567,1.1968,6.3636,25.0952,7.0,4.0,2.0,0.0,2.6786,3.0,w
bundesliga,2025,Bayer Leverkusen,6,2025-10-18 13:30:00,a,4.4346,1.6298,3.6768,0.872,10.8235,10.871,15.0,10.0,4.0,3.0,2.768,3.0,w
bundesliga,2025,Bayer Leverkusen,7,2025-10-26 13:30:00,h,2.4679,0.5429,2.4679,0.5429,10.7778,28.6,7.0,4.0,2.0,0.0,2.6694,3.0,w
bundesliga,2025,Bayer Leverkusen,8,2025-11-01 17:30:00,a,0.3828,2.283,0.3828,2.283,28.7,9.5312,5.0,11.0,0.0,3.0,0.211,0.0,l
bundesliga,2025,Bayer Leverkusen,9,2025-11-08 14:30:00,h,3.9014,0.0634,3.9014,0.0634,15.1333,41.5,10.0,1.0,6.0,0.0,2.9938,3.0,w
bundesliga,2025,Bayer Leverkusen,10,2025-11-22 14:30:00,a,1.5864,2.0798,1.5864,2.0798,14.125,14.7812,10.0,6.0,3.0,1.0,1.0338,3.0,w
bundesliga,2025,Bayer Leverkusen,11,2025-11-29 17:30:00,h,1.0829,1.1562,1.0829,1.1562,21.4444,18.6667,6.0,3.0,1.0,2.0,1.2893,0.0,l
bundesliga,2025,Bayer Leverkusen,12,2025-12-06 14:30:00,a,1.4189,2.141,1.4189,2.141,10.3684,29.4615,13.0,6.0,0.0,2.0,0.9011,0.0,l
bundesliga,2025,Bayer Leverkusen,13,2025-12-13 17:30:00,h,2.295,0.4366,2.295,0.4366,11.65,24.9091,5.0,4.0,2.0,0.0,2.6169,3.0,w
bundesliga,2025,Bayer Leverkusen,14,2025-12-20 17:30:00,a,2.7048,1.9393,2.7048,1.9393,18.0667,16.8261,10.0,7.0,3.0,1.0,1.8913,3.0,w
bundesliga,2025,Bayer Leverkusen,15,2026-01-10 17:30:00,h,1.9832,2.6882,1.2254,1.9304,15.4286,12.5926,9.0,7.0,1.0,4.0,0.8753,0.0,l
bundesliga,2025,Bayer Leverkusen,16,2026-01-17 14:30:00,a,1.2705,2.1199,1.2705,2.1199,10.0,11.0645,6.0,9.0,0.0,1.0,0.768,0.0,l
bundesliga,2025,Bayer Leverkusen,17,2026-01-24 14:30:00,h,2.516,0.674,2.516,0.674,19.4118,10.931,6.0,11.0,1.0,0.0,2.6257,3.0,w
bundesliga,2025,Bayer Leverkusen,18,2026-01-31 14:30:00,a,1.5295,1.3185,1.5295,1.3185,15.2105,14.4118,6.0,7.0,3.0,1.0,1.5314,3.0,w
