league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
bundesliga,2023,bundesliga_2023_0_werder_bremen_bayern_munich,18/08/2023,Werder Bremen,Bayern Munich,0,4,0,1,6,25,1,10,0,6,16,11,2,1,0,0,8.5,6.09,1.32,1.33,3.34
bundesliga,2023,bundesliga_2023_1_augsburg_m'gladbach,19/08/2023,Augsburg,M'gladbach,4,4,3,3,20,9,8,6,8,7,9,14,1,2,0,0,2.72,3.69,2.47,1.61,2.34
bundesliga,2023,bundesliga_2023_2_hoffenheim_freiburg,19/08/2023,Hoffenheim,Freiburg,1,2,0,2,24,17,5,8,4,2,9,9,0,1,0,0,2.35,3.63,2.94,1.66,2.24
bundesliga,2023,bundesliga_2023_3_leverkusen_rb_leipzig,19/08/2023,Leverkusen,RB Leipzig,3,2,2,1,11,13,7,6,4,5,13,10,1,2,0,0,2.47,3.62,2.78,1.68,2.2
bundesliga,2023,bundesliga_2023_4_stuttgart_bochum,19/08/2023,Stuttgart,Bochum,5,0,2,0,19,4,9,1,7,0,5,12,1,1,0,0,1.69,4.17,4.69,1.64,2.29
bundesliga,2023,bundesliga_2023_5_wolfsburg_heidenheim,19/08/2023,Wolfsburg,Heidenheim,2,0,2,0,18,13,8,1,1,7,10,9,3,0,0,0,1.62,4.31,5.19,1.61,2.34
bundesliga,2023,bundesliga_2023_6_dortmund_fc_koln,19/08/2023,Dortmund,FC Koln,1,0,0,0,12,11,2,4,6,3,13,11,1,0,0,0,1.4,5.21,7.24,1.43,2.83
bundesliga,2023,bundesliga_2023_7_union_berlin_mainz,20/08/2023,Union Berlin,Mainz,4,1,2,0,12,9,7,3,3,1,15,16,1,5,0,0,2.01,3.45,3.92,2.1,1.75
bundesliga,2023,bundesliga_2023_8_ein_frankfurt_darmstadt,20/08/2023,Ein Frankfurt,Darmstadt,1,0,1,0,10,11,4,2,7,3,9,14,2,3,0,0,1.39,5.12,7.82,1.67,2.23
bundesliga,2023,bundesliga_2023_9_rb_leipzig_stuttgart,25/08/2023,RB Leipzig,Stuttgart,5,1,0,1,20,8,11,3,4,4,12,10,1,1,0,0,1.51,4.71,6.09,1.54,2.49
bundesliga,2023,bundesliga_2023_10_bochum_dortmund,26/08/2023,Bochum,Dortmund,1,1,1,0,17,13,6,3,5,4,21,7,2,1,0,0,6.72,5.29,1.42,1.36,3.17
bundesliga,2023,bundesliga_2023_11_darmstadt_union_berlin,26/08/2023,Darmstadt,Union Berlin,1,4,1,3,18,12,6,6,3,5,15,12,2,2,0,1,3.88,3.44,2.03,2.08,1.77
bundesliga,2023,bundesliga_2023_12_fc_koln_wolfsburg,26/08/2023,FC Koln,Wolfsburg,1,2,0,0,14,9,2,6,6,1,6,10,1,5,0,0,2.36,3.56,2.98,1.75,2.09
bundesliga,2023,bundesliga_2023_13_freiburg_werder_bremen,26/08/2023,Freiburg,Werder Bremen,1,0,0,0,23,16,6,2,5,5,9,8,2,2,0,0,1.71,4.06,4.75,1.68,2.22
bundesliga,2023,bundesliga_2023_14_heidenheim_hoffenheim,26/08/2023,Heidenheim,Hoffenheim,2,3,1,0,19,16,9,6,10,6,13,9,1,5,0,0,2.98,3.73,2.3,1.67,2.25
bundesliga,2023,bundesliga_2023_15_m'gladbach_leverkusen,26/08/2023,M'gladbach,Leverkusen,0,3,0,2,13,24,2,10,5,8,7,8,2,3,0,0,3.68,4.1,1.91,1.49,2.63
bundesliga,2023,bundesliga_2023_16_mainz_ein_frankfurt,27/08/2023,Mainz,Ein Frankfurt,1,1,1,0,13,8,7,2,5,4,23,12,3,4,0,1,2.43,3.63,2.83,1.71,2.17
bundesliga,2023,bundesliga_2023_17_bayern_munich_augsburg,27/08/2023,Bayern Munich,Augsburg,3,1,2,0,19,11,6,2,10,4,13,8,1,2,0,0,1.08,12.99,24.71,1.19,4.78
bundesliga,2023,bundesliga_2023_18_dortmund_heidenheim,01/09/2023,Dortmund,Heidenheim,2,2,2,0,20,15,9,6,3,6,9,22,3,3,0,0,1.25,6.82,10.4,1.33,3.34
bundesliga,2023,bundesliga_2023_19_augsburg_bochum,02/09/2023,Augsburg,Bochum,2,2,1,1,11,22,3,9,3,5,15,13,2,2,0,0,2.03,3.7,3.56,1.73,2.14
