game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at
2025_05_DAL_NYJ,2025,5,NYJ,DAL,24.777,23.847,0.93,48.623,13.557,12.118,0.4833,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:07:48.838477+00:00
2025_05_DEN_PHI,2025,5,PHI,DEN,22.047,21.093,0.953,43.14,13.663,11.224,0.5367,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:07:59.148009+00:00
2025_05_DET_CIN,2025,5,CIN,DET,17.163,22.31,-5.147,39.473,13.656,10.837,0.3567,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:08:09.302536+00:00
2025_05_HOU_BAL,2025,5,BAL,HOU,24.57,23.407,1.163,47.977,13.094,11.768,0.52,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:08:21.193602+00:00
2025_05_KC_JAX,2025,5,JAX,KC,22.35,21.16,1.19,43.51,13.504,11.919,0.5467,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:08:32.563390+00:00
2025_05_LV_IND,2025,5,IND,LV,26.137,20.283,5.853,46.42,13.362,12.834,0.66,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:08:46.939978+00:00
2025_05_MIA_CAR,2025,5,CAR,MIA,23.437,20.97,2.467,44.407,14.329,11.841,0.5633,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:08:59.109714+00:00
2025_05_MIN_CLE,2025,5,CLE,MIN,17.417,19.173,-1.757,36.59,12.993,11.259,0.4367,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:09:09.090445+00:00
2025_05_NE_BUF,2025,5,BUF,NE,26.077,23.303,2.773,49.38,13.738,12.149,0.5933,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:09:21.765828+00:00
2025_05_NYG_NO,2025,5,NO,NYG,22.867,21.6,1.267,44.467,14.608,11.967,0.54,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:09:32.329189+00:00
2025_05_SF_LA,2025,5,LA,SF,22.777,21.847,0.93,44.623,13.757,11.974,0.5067,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:09:42.875711+00:00
2025_05_TB_SEA,2025,5,SEA,TB,22.24,21.22,1.02,43.46,14.114,11.199,0.54,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:09:55.050014+00:00
2025_05_TEN_ARI,2025,5,ARI,TEN,24.58,18.973,5.607,43.553,13.191,12.114,0.6567,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:10:06.419186+00:00
2025_05_WAS_LAC,2025,5,LAC,WAS,22.313,20.83,1.483,43.143,13.192,11.583,0.5367,300,nfl_v1,nflverse_pbp_epa_rolling[current_season_rolling/current_season_rolling],2026-08-01T15:10:16.429625+00:00
