game_id,season,week,home_team,away_team,home_moneyline,away_moneyline,spread_home,total_line,book,fetched_at
401873271,2026,1,ARI,CAR,105,-125,1.5,35.5,draftkings,2026-08-05T17:12:35.289885+00:00
