game_id,season,game_type,week,gameday,gametime,away_team,home_team,away_score,home_score,status,venue
401547654,2023,PRE,1,2023-08-04,00:00,NYJ,CLE,16,21,Final,Tom Benson Hall of Fame Stadium
401548631,2023,PRE,2,2023-08-10,23:00,HOU,NE,20,9,Final,Gillette Stadium
401550740,2023,PRE,2,2023-08-11,02:00,MIN,SEA,13,24,Final,Lumen Field
401548624,2023,PRE,2,2023-08-11,23:00,GB,CIN,36,19,Final,Paycor Stadium
401550739,2023,PRE,2,2023-08-11,23:00,NYG,DET,16,21,Final,Ford Field
401548626,2023,PRE,2,2023-08-11,23:00,ATL,MIA,19,3,Final,Hard Rock Stadium
401550178,2023,PRE,2,2023-08-11,23:00,PIT,TB,27,17,Final,Raymond James Stadium
401549309,2023,PRE,2,2023-08-11,23:30,WSH,CLE,17,15,Final,Huntington Bank Field
401548496,2023,PRE,2,2023-08-12,02:00,DEN,ARI,17,18,Final,State Farm Stadium
401547663,2023,PRE,2,2023-08-12,17:00,IND,BUF,19,23,Final,Highmark Stadium (Old)
401548411,2023,PRE,2,2023-08-12,17:00,TEN,CHI,17,23,Final,Soldier Field
401550833,2023,PRE,2,2023-08-12,20:00,NYJ,CAR,27,0,Final,Bank of America Stadium
401548620,2023,PRE,2,2023-08-12,21:00,JAX,DAL,28,23,Final,AT&T Stadium
401547659,2023,PRE,2,2023-08-12,23:00,PHI,BAL,19,20,Final,M&T Bank Stadium
401547666,2023,PRE,2,2023-08-13,01:00,LAC,LAR,34,17,Final,SoFi Stadium
401548628,2023,PRE,2,2023-08-13,17:00,KC,NO,24,26,Final,Caesars Superdome
401550918,2023,PRE,2,2023-08-13,20:00,SF,LV,7,34,Final,Allegiant Stadium
401547661,2023,PRE,3,2023-08-17,23:30,CLE,PHI,18,18,Final,Lincoln Financial Field
401550834,2023,PRE,3,2023-08-18,23:00,CAR,NYG,19,21,Final,MetLife Stadium
401548625,2023,PRE,3,2023-08-18,23:30,CIN,ATL,13,13,Final,Mercedes-Benz Stadium
401548621,2023,PRE,3,2023-08-19,17:00,JAX,DET,25,7,Final,Ford Field
401547665,2023,PRE,3,2023-08-19,20:00,MIA,HOU,28,3,Final,NRG Stadium
401547662,2023,PRE,3,2023-08-19,22:30,BUF,PIT,15,27,Final,Acrisure Stadium
401547664,2023,PRE,3,2023-08-19,23:00,CHI,IND,17,24,Final,Lucas Oil Stadium
401550836,2023,PRE,3,2023-08-19,23:30,TB,NYJ,13,6,Final,MetLife Stadium
401549211,2023,PRE,3,2023-08-20,00:00,NE,GB,21,17,Final,Lambeau Field
401548507,2023,PRE,3,2023-08-20,00:00,TEN,MIN,24,16,Final,U.S. Bank Stadium
401548497,2023,PRE,3,2023-08-20,00:00,KC,ARI,38,10,Final,State Farm Stadium
401548509,2023,PRE,3,2023-08-20,00:30,DEN,SF,20,21,Final,Levi's Stadium
401547668,2023,PRE,3,2023-08-20,01:00,LV,LAR,34,17,Final,SoFi Stadium
401550161,2023,PRE,3,2023-08-20,02:00,DAL,SEA,14,22,Final,Lumen Field
401547667,2023,PRE,3,2023-08-20,23:05,NO,LAC,22,17,Final,SoFi Stadium
401547655,2023,PRE,3,2023-08-22,00:00,BAL,WSH,28,29,Final,Northwest Stadium
401548627,2023,PRE,4,2023-08-24,23:30,PIT,ATL,24,0,Final,Mercedes-Benz Stadium
401547656,2023,PRE,4,2023-08-25,00:00,IND,PHI,27,13,Final,Lincoln Financial Field
401547657,2023,PRE,4,2023-08-26,00:00,DET,CAR,26,17,Final,Bank of America Stadium
401548508,2023,PRE,4,2023-08-26,00:15,NE,TEN,7,23,Final,Nissan Stadium
401548510,2023,PRE,4,2023-08-26,02:00,LAC,SF,23,12,Final,Levi's Stadium
401548412,2023,PRE,4,2023-08-26,17:00,BUF,CHI,24,21,Final,Soldier Field
401549212,2023,PRE,4,2023-08-26,17:00,SEA,GB,15,19,Final,Lambeau Field
401548629,2023,PRE,4,2023-08-26,17:00,CLE,KC,32,33,Final,GEHA Field at Arrowhead Stadium
401548498,2023,PRE,4,2023-08-26,17:00,ARI,MIN,18,17,Final,U.S. Bank Stadium
401550835,2023,PRE,4,2023-08-26,22:00,NYJ,NYG,32,24,Final,MetLife Stadium
401548623,2023,PRE,4,2023-08-26,22:05,CIN,WSH,19,21,Final,Northwest Stadium
401547660,2023,PRE,4,2023-08-26,23:00,BAL,TB,20,26,Final,Raymond James Stadium
401548622,2023,PRE,4,2023-08-26,23:00,MIA,JAX,18,31,Final,EverBank Stadium
401550167,2023,PRE,4,2023-08-27,00:00,LV,DAL,16,31,Final,AT&T Stadium
401547669,2023,PRE,4,2023-08-27,01:00,LAR,DEN,0,41,Final,Empower Field at Mile High
401547658,2023,PRE,4,2023-08-28,00:00,HOU,NO,17,13,Final,Caesars Superdome
