game_id,season,game_type,week,gameday,gametime,away_team,home_team,away_score,home_score,status,venue
401671610,2024,PRE,1,2024-08-02,00:00,HOU,CHI,17,21,Final,Tom Benson Hall of Fame Stadium
401671918,2024,PRE,2,2024-08-08,23:00,CAR,NE,3,17,Final,Gillette Stadium
401673457,2024,PRE,2,2024-08-08,23:00,DET,NYG,3,14,Final,MetLife Stadium
401671915,2024,PRE,2,2024-08-09,23:00,ATL,MIA,13,20,Final,Hard Rock Stadium
401671905,2024,PRE,2,2024-08-09,23:00,HOU,PIT,20,12,Final,Acrisure Stadium
401671897,2024,PRE,2,2024-08-09,23:30,PHI,BAL,16,13,Final,M&T Bank Stadium
401673171,2024,PRE,2,2024-08-10,16:00,WSH,NYJ,17,20,Final,MetLife Stadium
401671615,2024,PRE,2,2024-08-10,17:00,CHI,BUF,33,6,Final,Highmark Stadium (Old)
401672005,2024,PRE,2,2024-08-10,20:00,LV,MIN,23,24,Final,U.S. Bank Stadium
401671902,2024,PRE,2,2024-08-10,20:25,GB,CLE,23,10,Final,Huntington Bank Field
401671900,2024,PRE,2,2024-08-10,23:00,TB,CIN,17,14,Final,Paycor Stadium
401673472,2024,PRE,2,2024-08-10,23:00,SF,TEN,13,17,Final,Nissan Stadium
401671910,2024,PRE,2,2024-08-10,23:00,KC,JAX,13,26,Final,EverBank Stadium
401671907,2024,PRE,2,2024-08-10,23:05,SEA,LAC,16,3,Final,SoFi Stadium
401673456,2024,PRE,2,2024-08-11,00:00,NO,ARI,16,14,Final,State Farm Stadium
401671920,2024,PRE,2,2024-08-11,17:00,DEN,IND,34,30,Final,Lucas Oil Stadium
401671913,2024,PRE,2,2024-08-11,20:30,DAL,LAR,12,13,Final,SoFi Stadium
401671919,2024,PRE,3,2024-08-15,23:00,PHI,NE,14,13,Final,Gillette Stadium
401671898,2024,PRE,3,2024-08-17,16:00,ATL,BAL,12,13,Final,M&T Bank Stadium
401671901,2024,PRE,3,2024-08-17,17:00,CIN,CHI,3,27,Final,Soldier Field
401671924,2024,PRE,3,2024-08-17,17:00,NYG,HOU,10,28,Final,NRG Stadium
401671911,2024,PRE,3,2024-08-17,20:00,DET,KC,24,23,Final,GEHA Field at Arrowhead Stadium
401671903,2024,PRE,3,2024-08-17,20:25,MIN,CLE,27,12,Final,Huntington Bank Field
401673562,2024,PRE,3,2024-08-17,23:00,SEA,TEN,15,16,Final,Nissan Stadium
401671936,2024,PRE,3,2024-08-17,23:00,ARI,IND,13,21,Final,Lucas Oil Stadium
401671916,2024,PRE,3,2024-08-17,23:00,WSH,MIA,6,13,Final,Hard Rock Stadium
401671906,2024,PRE,3,2024-08-17,23:00,BUF,PIT,9,3,Final,Acrisure Stadium
401676591,2024,PRE,3,2024-08-17,23:00,NYJ,CAR,15,12,Final,Bank of America Stadium
401671908,2024,PRE,3,2024-08-17,23:05,LAR,LAC,13,9,Final,SoFi Stadium
401671925,2024,PRE,3,2024-08-17,23:30,TB,JAX,7,20,Final,EverBank Stadium
401672897,2024,PRE,3,2024-08-18,02:00,DAL,LV,27,12,Final,Allegiant Stadium
401671921,2024,PRE,3,2024-08-19,00:00,GB,DEN,2,27,Final,Empower Field at Mile High
401671611,2024,PRE,3,2024-08-19,00:00,NO,SF,10,16,Final,Levi's Stadium
401671612,2024,PRE,4,2024-08-23,00:00,IND,CIN,27,14,Final,Paycor Stadium
401671912,2024,PRE,4,2024-08-23,00:20,CHI,KC,34,21,Final,GEHA Field at Arrowhead Stadium
401671922,2024,PRE,4,2024-08-23,23:00,JAX,ATL,31,0,Final,Mercedes-Benz Stadium
401671917,2024,PRE,4,2024-08-23,23:30,MIA,TB,14,24,Final,Raymond James Stadium
401672898,2024,PRE,4,2024-08-24,02:00,SF,LV,24,24,Final,Allegiant Stadium
401671896,2024,PRE,4,2024-08-24,17:00,CAR,BUF,31,26,Final,Highmark Stadium (Old)
401673458,2024,PRE,4,2024-08-24,17:00,PIT,DET,17,24,Final,Ford Field
401671899,2024,PRE,4,2024-08-24,17:00,BAL,GB,7,30,Final,Lambeau Field
401672006,2024,PRE,4,2024-08-24,17:00,MIN,PHI,26,3,Final,Lincoln Financial Field
401671914,2024,PRE,4,2024-08-24,17:00,LAR,HOU,15,17,Final,NRG Stadium
401671909,2024,PRE,4,2024-08-24,20:00,LAC,DAL,26,19,Final,AT&T Stadium
401673172,2024,PRE,4,2024-08-24,23:30,NYG,NYJ,6,10,Final,MetLife Stadium
401671904,2024,PRE,4,2024-08-25,02:00,CLE,SEA,33,37,Final,Lumen Field
401673561,2024,PRE,4,2024-08-25,18:00,TEN,NO,30,27,Final,Caesars Superdome
401671613,2024,PRE,4,2024-08-25,20:30,ARI,DEN,12,38,Final,Empower Field at Mile High
401671614,2024,PRE,4,2024-08-26,00:00,NE,WSH,10,20,Final,Northwest Stadium
