league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
primeira_liga,2025,primeira_liga_2025_0_casa_pia_sp_lisbon,08/08/2025,Casa Pia,Sp Lisbon,0,2,0,1,7,27,2,12,2,9,14,11,4,1,0,0,9.14,5.11,1.3,1.66,2.1
primeira_liga,2025,primeira_liga_2025_1_nacional_gil_vicente,09/08/2025,Nacional,Gil Vicente,0,2,0,2,15,12,4,2,14,6,21,16,3,6,0,0,2.44,3.15,2.84,2.09,1.67
primeira_liga,2025,primeira_liga_2025_2_arouca_avs,09/08/2025,Arouca,AVS,3,1,1,0,9,15,4,2,4,5,13,17,2,0,0,0,1.82,3.49,4.17,1.99,1.75
primeira_liga,2025,primeira_liga_2025_3_famalicao_santa_clara,10/08/2025,Famalicao,Santa Clara,3,0,2,0,6,8,3,2,2,3,20,15,4,2,0,0,2.38,3.11,2.97,2.35,1.54
primeira_liga,2025,primeira_liga_2025_4_moreirense_alverca,10/08/2025,Moreirense,Alverca,2,1,1,1,10,7,3,2,6,2,15,5,3,1,0,0,2.05,3.14,3.52,2.15,1.63
primeira_liga,2025,primeira_liga_2025_5_sp_braga_tondela,10/08/2025,Sp Braga,Tondela,3,0,2,0,8,7,6,3,5,3,10,9,1,3,0,0,1.36,4.63,7.88,1.72,2.02
primeira_liga,2025,primeira_liga_2025_6_estoril_estrela,11/08/2025,Estoril,Estrela,1,1,1,0,8,9,3,5,4,4,13,16,4,1,0,0,1.89,3.49,3.83,2.0,1.73
primeira_liga,2025,primeira_liga_2025_7_porto_guimaraes,11/08/2025,Porto,Guimaraes,3,0,2,0,17,10,9,2,7,4,18,9,1,3,0,0,1.57,3.93,5.41,1.79,1.93
primeira_liga,2025,primeira_liga_2025_8_avs_casa_pia,15/08/2025,AVS,Casa Pia,0,2,0,1,10,10,3,5,1,3,20,20,4,5,0,0,2.74,3.05,2.59,2.31,1.55
primeira_liga,2025,primeira_liga_2025_9_tondela_famalicao,16/08/2025,Tondela,Famalicao,0,1,0,0,15,14,4,5,2,7,17,19,0,1,0,0,2.82,3.17,2.46,2.12,1.66
