game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue,tournament_label,tournament_note,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,odds_date,odds_key
401856600,2026,2026-04-06,2026-04-07 00:50:00+00:00,2026-04-06 20:50,EDT,Michigan Wolverines,UConn Huskies,0,0,,,,,STATUS_SCHEDULED,False,True,Lucas Oil Stadium,NCAA Tournament,NCAA Men's Basketball Championship - National Championship,2026-04-07T00:50:00Z,2026-04-06,,,2026-04-06,connecticut__michiganwolverines,479832d80b884a38e48c830266b6238e,BetMGM,2026-04-05 14:23:18.361721+00:00,2026-04-05 14:22:06+00:00,2026-04-07 01:00:00+00:00,Michigan Wolverines,UConn Huskies,h2h,full_game,-300.0,240.0,,,,,,,,2026-04-07,connecticut__michiganwolverines
