date,game_id,sim_seed,sim_game_seed,home_team,away_team,start_time_iso,start_time_local,start_tz_abbr,segments_grid_min_cfg,segment_weights_path_used,segment_weights_load_error,team_segment_weights_path_used,team_segment_weights_load_error,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,neutral_site,venue,rest_home,rest_away,b2b_home,b2b_away,spread_home,moneyline_home,moneyline_away,home_spread_price,away_spread_price,over_price,under_price,home_tempo_rating,away_tempo_rating,tempo_rating_sum,sim_ok,sim_method,mean_source,mean_source_used,segments_grid_min,segments_mode,abs_margin_proxy,abs_margin_proxy_source,segment_probs_half1_len,segment_probs_half2_len,segment_probs_half1_hash,segment_probs_half2_hash,mean_total_selected,mean_margin_selected,mean_total_first_candidate,mean_margin_first_candidate,mean_total_first_col,mean_margin_first_col,mean_total_col_used,mean_margin_col_used,market_total_resolved,market_margin_resolved,mean_total_guardrail_applied,mean_margin_guardrail_applied,mean_total_after_overrides_calib,mean_margin_after_overrides_calib,pace_mu,pace_sigma,rho_used,sigma_total,sigma_margin,market_total_std,spread_home_std,sigma_total_market_mult,sigma_margin_market_mult,target_quantiles_total_applied,target_quantiles_margin_applied,joint_total_margin_applied,joint_total_margin,mu_home,mu_away,ppp_home_mu,ppp_away_mu,cov_target,cov_from_possessions,cov_residual,mu_total,mu_margin,q10_total,q50_total,q90_total,q10_margin,q50_margin,q90_margin,pace_mu_1h,pace_sigma_1h,sigma_total_1h,sigma_margin_1h,mu_home_1h,mu_away_1h,mu_total_1h,mu_margin_1h,q10_total_1h,q50_total_1h,q90_total_1h,q10_margin_1h,q50_margin_1h,q90_margin_1h,sigma_total_2h,sigma_margin_2h,mu_total_2h,mu_margin_2h,q10_total_2h,q50_total_2h,q90_total_2h,q10_margin_2h,q50_margin_2h,q90_margin_2h,p_over_market_1h,market_total_1h,p_cover_home_1h,spread_home_1h,p_over_market,market_total,p_cover_home,p_home_win,p_home_win_1h,override_delta_total,override_delta_margin,override_sigma_total_mult,override_sigma_margin_mult,override_pace_mult,calib_delta_total,calib_delta_margin,calib_sigma_total_mult,calib_sigma_margin_mult,calib_delta_total_1h,calib_delta_margin_1h,calib_sigma_total_1h_mult,calib_sigma_margin_1h_mult
2026-04-06,401856600,20260406,1024268541,Michigan Wolverines,UConn Huskies,2026-04-07T00:50:00Z,2026-04-06 20:50,EDT,2,C:\Users\mostg\OneDrive\Coding\NCAAB\outputs\segment_weights.json,,C:\Users\mostg\OneDrive\Coding\NCAAB\outputs\team_segment_weights_2min.json,,team,10,10,74e231135e4f,570bf96888e9,True,Lucas Oil Stadium,2.0,2.0,False,False,-6.5,-305.0,245.0,-110.0,-110.0,-110.0,-110.0,68.0,69.0,137.0,True,pace,auto,auto,2,points_alloc,6.5,spread,10,10,74e231135e4f,570bf96888e9,156.76637,-13.0720005,156.76637,-13.0720005,pred_total_blend,pred_margin_blend,pred_total_blend,pred_margin_blend,144.5,6.5,False,False,160.8382809375,-12.61859212175404,67.43945833333333,5.22773880145044,,16.152810832708315,,,,,,False,False,False,,74.05975,86.7785,1.1001907796978925,1.2847376422138597,40.72832444931477,38.60484796449508,2.1234764848196868,160.83825,-12.71875,140.90000000000003,161.0,182.0,-25.0,-13.0,0.0,32.00709593410351,3.601471475740571,10.71263805316814,,35.958,40.3425,76.3005,-4.3845,61.0,76.0,93.0,-13.0,-4.0,5.0,12.089362420701638,,84.53775,-8.33425,67.0,84.0,102.0,-17.0,-8.0,0.099999999999909,0.602,72.25,0.128,-3.25,0.847,144.5,0.026,0.0895,0.243,0.0,0.0,1.0,1.0,1.0,4.071910937499999,0.4534083782459578,1.1537722023363082,1.1146390724383488,1.932548796099532,0.2267041891229789,1.0,1.0
