date,game_id,sim_seed,sim_game_seed,home_team,away_team,start_time_iso,start_time_local,start_tz_abbr,segments_grid_min_cfg,segment_weights_path_used,segment_weights_load_error,team_segment_weights_path_used,team_segment_weights_load_error,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,neutral_site,venue,rest_home,rest_away,b2b_home,b2b_away,spread_home,moneyline_home,moneyline_away,home_spread_price,away_spread_price,over_price,under_price,home_tempo_rating,away_tempo_rating,tempo_rating_sum,sim_ok,sim_method,sim_engine,ot,segments_grid_min,segments_mode,abs_margin_proxy,abs_margin_proxy_source,segment_probs_half1_len,segment_probs_half2_len,segment_probs_half1_hash,segment_probs_half2_hash,mean_source,mean_source_used,mean_total_selected,mean_margin_selected,mean_total_first_candidate,mean_margin_first_candidate,mean_total_first_col,mean_margin_first_col,mean_total_col_used,mean_margin_col_used,market_total_resolved,market_margin_resolved,mean_total_guardrail_applied,mean_margin_guardrail_applied,mean_total_after_overrides_calib,mean_margin_after_overrides_calib,pace_mu,pace_sigma,rho_used,sigma_total,sigma_margin,market_total_std,spread_home_std,sigma_total_market_mult,sigma_margin_market_mult,target_quantiles_total_applied,target_quantiles_margin_applied,joint_total_margin_applied,joint_total_margin,target_quantiles_total,target_quantiles_margin,mu_home,mu_away,ppp_home_mu,ppp_away_mu,cov_target,cov_from_possessions,cov_residual,mu_total,mu_margin,mu_total_reg,mu_margin_reg,q10_total,q50_total,q90_total,q10_margin,q50_margin,q90_margin,pace_mu_1h,pace_sigma_1h,sigma_total_1h,sigma_margin_1h,mu_home_1h,mu_away_1h,mu_total_1h,mu_margin_1h,q10_total_1h,q50_total_1h,q90_total_1h,q10_margin_1h,q50_margin_1h,q90_margin_1h,sigma_total_2h,sigma_margin_2h,mu_total_2h,mu_margin_2h,q10_total_2h,q50_total_2h,q90_total_2h,q10_margin_2h,q50_margin_2h,q90_margin_2h,p_over_market_1h,market_total_1h,p_cover_home_1h,spread_home_1h,p_over_market,market_total,p_cover_home,p_home_win,p_home_win_1h,override_delta_total,override_delta_margin,override_sigma_total_mult,override_sigma_margin_mult,override_pace_mult,calib_delta_total,calib_delta_margin,calib_sigma_total_mult,calib_sigma_margin_mult,calib_delta_total_1h,calib_delta_margin_1h,calib_sigma_total_1h_mult,calib_sigma_margin_1h_mult,live_sim_ok,live_state,live_mu_total,live_mu_margin,live_mu_total_remaining,live_q10_total,live_q50_total,live_q90_total,live_q10_margin,live_q50_margin,live_q90_margin,event_poss_game_mean,event_home_to_rate,event_away_to_rate,event_home_ft_trip_rate,event_away_ft_trip_rate,event_home_3pa_rate,event_away_3pa_rate,event_home_ft_pct,event_away_ft_pct,event_home_p2,event_away_p2,event_home_p3,event_away_p3
2026-04-06,401856600,20260406,1024268541,Michigan Wolverines,UConn Huskies,2026-04-07T00:50:00Z,2026-04-06 20:50,EDT,5,C:\Users\mostg\OneDrive\Coding\NCAAB\outputs\segment_weights.json,,,,base,4,4,0905bcc9b0ad,c6fb6f1de842,True,Lucas Oil Stadium,2.0,2.0,False,False,-6.5,-305.0,245.0,-110.0,-110.0,-110.0,-110.0,68.0,69.0,137.0,True,events,events,"{'enabled': True, 'ot_prob': 0.025, 'ot_mean_periods': 0.026, 'ot_samples': 50, 'ot_max_periods': 4, 'ot_len_min': 5.0}",5,time_aware,6.5,spread,4,4,0905bcc9b0ad,c6fb6f1de842,auto,auto,156.76637,-13.0720005,156.76637,-13.0720005,pred_total_blend,pred_margin_blend,pred_total_blend,pred_margin_blend,144.5,6.5,False,False,160.8382809375,-12.61859212175404,67.43945833333333,5.22773880145044,,20.463705925683406,13.542279956610397,0.2405228464604169,0.2874797872880344,,,False,False,False,,,,76.6875,81.462,1.1371310193648996,1.2079278513382683,,,,158.1495,-4.7745,153.1825,-4.7865,131.9893275,157.3993275,186.2743275,-22.0,-5.0,12.0,32.00709593410351,3.601471475740571,10.528265497012685,9.29866185567327,36.048626492611255,38.04242230348827,74.09104879609953,-1.9937958108770235,60.48058879609954,73.40058879609953,87.84058879609954,-13.77329581087702,-1.7732958108770305,9.226704189122984,16.970789316494862,9.78866655865334,84.05845120390046,-2.780704189122977,63.23573870390048,83.07373870390047,106.97873870390048,-15.226704189122984,-2.226704189122984,9.773295810877016,0.5585,72.25,0.2725,-3.25,0.751,144.5,0.2005,0.3835,0.4275,0.0,0.0,1.0,1.0,1.0,4.071910937499999,0.4534083782459578,1.1537722023363082,1.1146390724383488,1.9325487960995316,0.2267041891229789,1.0,1.0,False,,,,,,,,,,,67.527,0.1589863867998761,0.1628414359584972,0.1508891621446725,0.1263460951428205,0.4046205264537759,0.4471028546988303,0.7486758470648427,0.86,0.624815633213669,0.72,0.4289393352417587,0.4189265087514972
