date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,1,1,0,2,3.42225,3.7845,7.20675,-0.36225,1.0,3.0,6.0,1.0,4.0,7.0,4.0,7.0,11.0,-4.0,0.0,3.0,3.42225,3.7845,7.416876454772274,-0.36225,1.0,3.0,6.0,1.0,4.0,7.0,4.210126454772274,7.210126454772274,11.210126454772274,-4.0,0.0,3.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,2,1,2,4,3.77225,4.18475,7.957,-0.4125,1.0,4.0,6.0,2.0,4.0,7.0,4.0,8.0,12.0,-4.0,0.0,3.0,7.1945,7.96925,15.584002909544548,-0.77475,4.0,7.0,11.0,4.0,8.0,12.0,10.420252909544548,15.420252909544548,21.420252909544548,-6.0,-1.0,4.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,3,1,4,6,3.30275,3.7205,7.02325,-0.41775,1.0,3.0,6.0,1.0,4.0,6.0,4.0,7.0,11.0,-4.0,0.0,3.0,10.49725,11.68975,22.81737936431682,-1.1925,6.0,10.0,15.0,7.0,12.0,16.0,15.63037936431682,22.63037936431682,29.63037936431682,-7.0,-1.0,4.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,4,1,6,8,3.44525,3.94925,7.3945,-0.504,1.0,3.0,6.0,1.0,4.0,7.0,4.0,7.0,11.0,-4.0,0.0,3.0,13.9425,15.639,30.42200581908909,-1.6965,9.0,14.0,19.0,10.0,15.0,21.0,21.84050581908909,29.84050581908909,38.840505819089095,-8.0,-2.0,5.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,5,1,8,10,3.41775,3.85975,7.2775,-0.442,1.0,3.0,6.0,1.0,4.0,7.0,4.0,7.0,11.0,-4.0,0.0,3.0,17.36025,19.49875,32.066816053514444,-2.1385,12.0,17.0,23.0,13.0,19.0,26.0,22.20781605351444,31.20781605351444,42.20781605351444,-9.0,-2.0,5.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,6,1,10,12,3.55075,4.002,7.55275,-0.45125,1.0,3.0,6.0,2.0,4.0,7.0,4.0,7.0,11.0,-4.0,0.0,3.0,20.911,23.50075,45.67250872863364,-2.58975,15.0,21.0,27.0,17.0,23.0,31.0,35.26075872863364,45.26075872863364,57.26075872863364,-10.0,-3.0,5.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,7,1,12,14,3.57375,3.979,7.55275,-0.40525,1.0,3.0,6.0,2.0,4.0,7.0,4.0,7.0,11.0,-4.0,0.0,3.0,24.48475,27.47975,53.43538518340591,-2.995,18.0,24.0,32.0,20.0,27.0,35.0,41.47088518340591,53.47088518340591,65.47088518340591,-11.0,-3.0,5.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,8,1,14,16,3.81575,4.293,8.10875,-0.47725,1.0,4.0,7.0,2.0,4.0,7.0,4.0,8.0,12.0,-4.0,-1.0,3.0,28.3005,31.77275,61.75426163817819,-3.47225,21.0,28.0,36.0,24.0,31.0,40.0,48.68101163817819,61.68101163817819,75.68101163817819,-12.0,-3.0,5.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,9,1,16,18,3.76975,4.2315,8.00125,-0.46175,1.0,4.0,6.0,2.0,4.0,7.0,4.0,8.0,12.0,-4.0,0.0,3.0,32.07025,36.00425,69.96563809295046,-3.934,24.0,32.0,41.0,27.0,36.0,45.0,55.89113809295046,68.89113809295046,85.89113809295046,-12.0,-4.0,5.0
2026-04-06,401856600,Michigan Wolverines,UConn Huskies,2026-04-06 20:50,2026-04-07T00:50:00Z,EDT,6.5,spread,team,10,10,74e231135e4f,570bf96888e9,10,1,18,20,3.88775,4.33825,8.226,-0.4505,1.0,4.0,7.0,2.0,4.0,7.0,5.0,8.0,12.0,-4.0,0.0,3.0,35.958,40.3425,76.3005,-4.3845,27.0,36.0,45.0,31.0,40.0,50.0,61.0,76.0,93.0,-13.0,-4.0,5.0
