league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
la_liga,2025,la_liga_2025_0_girona_vallecano,15/08/2025,Girona,Vallecano,1,3,0,3,7,16,2,5,2,4,8,17,0,1,1,0,2.24,3.26,3.26,2.14,1.68
la_liga,2025,la_liga_2025_1_villarreal_oviedo,15/08/2025,Villarreal,Oviedo,2,0,2,0,25,5,10,4,10,1,10,8,1,2,0,1,1.38,4.74,8.11,1.84,1.92
la_liga,2025,la_liga_2025_2_mallorca_barcelona,16/08/2025,Mallorca,Barcelona,0,3,0,2,4,24,1,8,3,6,8,17,4,1,2,0,6.75,4.74,1.43,1.6,2.25
la_liga,2025,la_liga_2025_3_alaves_levante,16/08/2025,Alaves,Levante,2,1,1,0,15,7,4,3,10,1,15,13,0,1,0,0,2.19,3.04,3.64,2.58,1.47
la_liga,2025,la_liga_2025_4_valencia_sociedad,16/08/2025,Valencia,Sociedad,1,1,0,0,18,13,2,3,8,7,5,11,1,2,0,0,2.55,2.89,3.07,2.76,1.41
la_liga,2025,la_liga_2025_5_celta_getafe,17/08/2025,Celta,Getafe,0,2,0,0,11,10,3,3,9,3,15,17,3,2,0,0,1.71,3.48,5.25,2.36,1.54
la_liga,2025,la_liga_2025_6_ath_bilbao_sevilla,17/08/2025,Ath Bilbao,Sevilla,3,2,2,0,14,12,3,6,10,1,8,12,0,2,0,0,1.55,3.91,6.17,2.07,1.71
la_liga,2025,la_liga_2025_7_espanol_ath_madrid,17/08/2025,Espanol,Ath Madrid,2,1,0,1,10,15,5,4,1,3,14,11,3,3,0,0,6.25,3.86,1.55,2.14,1.66
la_liga,2025,la_liga_2025_8_elche_betis,18/08/2025,Elche,Betis,1,1,0,1,6,12,2,4,1,3,14,13,0,1,0,0,3.33,3.27,2.17,2.08,1.7
la_liga,2025,la_liga_2025_9_real_madrid_osasuna,19/08/2025,Real Madrid,Osasuna,1,0,0,0,18,2,5,0,7,0,10,12,1,0,0,1,1.2,6.66,13.16,1.49,2.56
la_liga,2025,la_liga_2025_10_betis_alaves,22/08/2025,Betis,Alaves,1,0,1,0,16,11,5,5,5,2,10,17,2,3,0,0,1.88,3.38,4.37,2.23,1.62
la_liga,2025,la_liga_2025_11_mallorca_celta,23/08/2025,Mallorca,Celta,1,1,0,1,12,8,4,2,3,4,12,12,3,3,0,0,2.94,3.09,2.52,2.34,1.55
