event_id,commence_time,home,away,bookmaker_key,bookmaker,book_last_update,market,outcome_name,outcome_price,outcome_point,date
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,fanduel,FanDuel,,h2h,Carolina Hurricanes,-200,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,fanduel,FanDuel,,h2h,Montréal Canadiens,164,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,fanduel,FanDuel,,spreads,Carolina Hurricanes,130,-1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,fanduel,FanDuel,,spreads,Montréal Canadiens,-160,1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,fanduel,FanDuel,,totals,Over,-130,5.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,fanduel,FanDuel,,totals,Under,106,5.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,draftkings,DraftKings,,h2h,Carolina Hurricanes,-198,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,draftkings,DraftKings,,h2h,Montréal Canadiens,164,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,draftkings,DraftKings,,spreads,Carolina Hurricanes,130,-1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,draftkings,DraftKings,,spreads,Montréal Canadiens,-155,1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,draftkings,DraftKings,,totals,Over,-130,5.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,draftkings,DraftKings,,totals,Under,110,5.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,lowvig,LowVig.ag,,h2h,Carolina Hurricanes,-196,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,lowvig,LowVig.ag,,h2h,Montréal Canadiens,171,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,lowvig,LowVig.ag,,spreads,Carolina Hurricanes,130,-1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,lowvig,LowVig.ag,,spreads,Montréal Canadiens,-150,1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,lowvig,LowVig.ag,,totals,Over,-101,6.0,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,lowvig,LowVig.ag,,totals,Under,-115,6.0,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,betonlineag,BetOnline.ag,,h2h,Carolina Hurricanes,-196,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,betonlineag,BetOnline.ag,,h2h,Montréal Canadiens,171,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,betonlineag,BetOnline.ag,,spreads,Carolina Hurricanes,130,-1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,betonlineag,BetOnline.ag,,spreads,Montréal Canadiens,-150,1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,betonlineag,BetOnline.ag,,totals,Over,-101,6.0,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,betonlineag,BetOnline.ag,,totals,Under,-115,6.0,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,mybookieag,MyBookie.ag,,h2h,Carolina Hurricanes,-202,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,mybookieag,MyBookie.ag,,h2h,Montréal Canadiens,162,,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,mybookieag,MyBookie.ag,,spreads,Carolina Hurricanes,127,-1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,mybookieag,MyBookie.ag,,spreads,Montréal Canadiens,-155,1.5,2026-05-22
d9aa6127776677dd67d86ba3b93d0353,2026-05-22T00:20:36Z,Carolina Hurricanes,Montréal Canadiens,mybookieag,MyBookie.ag,,totals,Over,102,6.0,2026-05-22
