league,season,player_id,player_name,team,position,minutes,games,shots_per90,xg_per90,xa_per90,goals_per90,assists_per90,key_passes_per90,expected_minutes_share,is_goalkeeper,source
ligue_1,2025,understat_5727,Gauthier Hein,Metz,F M S,2355.0,29,1.6815,0.2773,0.1704,0.3057,0.2675,2.2166,0.9023,False,understat
ligue_1,2025,understat_6401,Amine Gouiri,Marseille,F M S,1318.0,22,2.5948,0.4942,0.2724,0.5463,0.2049,2.2534,0.6657,False,understat
ligue_1,2025,understat_6846,Sofiane Diop,Nice,F M S,2191.0,33,2.2182,0.3362,0.147,0.3286,0.0822,1.4788,0.7377,False,understat
ligue_1,2025,understat_6874,Yann Gboho,Toulouse,F M S,2619.0,31,1.9588,0.1935,0.1425,0.2749,0.1375,1.9588,0.9387,False,understat
ligue_1,2025,understat_6905,Ludovic Ajorque,Brest,F,2834.0,32,1.7466,0.313,0.1212,0.2541,0.2858,1.302,0.984,False,understat
ligue_1,2025,understat_7453,Khvicha Kvaratskhelia,Paris Saint Germain,F S,1477.0,28,3.9607,0.4861,0.3499,0.4875,0.2437,2.0718,0.5861,False,understat
ligue_1,2025,understat_11757,Hákon Haraldsson,Lille,F M S,2517.0,32,1.7878,0.2931,0.162,0.2861,0.0715,1.8951,0.874,False,understat
ligue_1,2025,understat_11792,Issa Soumaré,Le Havre,F M S,2942.0,34,2.3555,0.4358,0.134,0.2447,0.153,0.8872,0.9614,False,understat
ligue_1,2025,understat_13051,Matias Fernandez-Pardo,Lille,F M S,2408.0,29,2.5415,0.4153,0.1815,0.299,0.1869,1.3455,0.9226,False,understat
ligue_1,2025,understat_502,Olivier Giroud,Lille,F S,1610.0,30,2.2919,0.4958,0.1035,0.3913,0.0559,1.0062,0.5963,False,understat
ligue_1,2025,understat_10431,Désiré Doué,Paris Saint Germain,F M S,1372.0,23,3.6079,0.5371,0.2527,0.4592,0.2624,1.9023,0.6628,False,understat
ligue_1,2025,understat_12970,Sebastian Nanasi,Strasbourg,M S,1039.0,19,1.6458,0.4133,0.2116,0.6064,0.1732,1.4726,0.6076,False,understat
ligue_1,2025,understat_14082,Emersonn,Toulouse,F S,1517.0,27,3.0257,0.4399,0.1115,0.4153,0.1187,1.1272,0.6243,False,understat
ligue_1,2025,understat_9490,Matthis Abline,Nantes,F M S,2501.0,32,3.0588,0.3023,0.147,0.2159,0.1439,1.0796,0.8684,False,understat
ligue_1,2025,understat_10058,Maghnes Akliouche,Monaco,F M S,2430.0,31,1.7778,0.245,0.1983,0.2222,0.2222,1.6296,0.871,False,understat
ligue_1,2025,understat_11767,Gonçalo Ramos,Paris Saint Germain,F S,1293.0,30,4.0371,0.652,0.1068,0.4176,0.0696,1.1833,0.4789,False,understat
ligue_1,2025,understat_11782,Mousa Al Tamari,Rennes,D F M S,2265.0,33,2.543,0.1711,0.1734,0.2384,0.2384,1.351,0.7626,False,understat
ligue_1,2025,understat_14010,Igor Paixão,Marseille,D M S,1979.0,30,2.5922,0.254,0.1148,0.2729,0.2274,1.3188,0.733,False,understat
ligue_1,2025,understat_2897,Aleksandr Golovin,Monaco,M S,1695.0,25,1.8053,0.2496,0.1225,0.2655,0.2655,1.2743,0.7533,False,understat
ligue_1,2025,understat_3475,Ludovic Blas,Rennes,D F M S,1521.0,32,2.7811,0.2807,0.413,0.2959,0.2367,2.8402,0.5281,False,understat
ligue_1,2025,understat_6332,Willem Geubbels,Paris FC,F S,1013.0,24,2.6654,0.5209,0.0481,0.4442,0.0,0.6219,0.469,False,understat
ligue_1,2025,understat_7562,Eric Junior Dina Ebimbe,Brest,D F M S,1161.0,27,2.093,0.3393,0.0926,0.3876,0.0,0.6202,0.4778,False,understat
ligue_1,2025,understat_9182,Sepe Elye Wahi,Nice,F S,937.0,14,2.2092,0.4067,0.0767,0.4803,0.0961,0.7684,0.7437,False,understat
ligue_1,2025,understat_10100,Kamory Doumbia,Brest,F M S,1805.0,24,2.144,0.2492,0.2217,0.2493,0.1994,1.3463,0.8356,False,understat
ligue_1,2025,understat_10193,Frank Magri,Toulouse,F M S,1297.0,17,2.2899,0.2912,0.0582,0.347,0.0694,0.9715,0.8477,False,understat
ligue_1,2025,understat_11065,Remy Labeau Lascary,Brest,F M S,1177.0,27,2.5998,0.4083,0.2032,0.3823,0.0765,0.9941,0.4844,False,understat
ligue_1,2025,understat_12049,Aiyegun Tosin,Lorient,F M S,1068.0,27,2.5281,0.5593,0.0873,0.4213,0.0,0.927,0.4395,False,understat
ligue_1,2025,understat_12734,João Neves,Paris Saint Germain,M S,1280.0,21,1.8984,0.2222,0.174,0.3516,0.0703,0.9844,0.6772,False,understat
ligue_1,2025,understat_12884,Endrick,Lyon,F M S,1248.0,16,3.5337,0.467,0.328,0.3606,0.5048,2.1635,0.8667,False,understat
ligue_1,2025,understat_13506,Rayan Fofana,Lens,F M S,759.0,25,4.2688,0.7489,0.0399,0.5929,0.0,0.5929,0.3373,False,understat
ligue_1,2025,understat_13604,Prosper Peter,Angers,F S,1257.0,29,1.6468,0.4349,0.0643,0.358,0.0,0.7876,0.4816,False,understat
ligue_1,2025,understat_13801,Alimami Gory,Paris FC,D F M S,959.0,24,1.7831,0.3652,0.063,0.4692,0.0938,0.4692,0.444,False,understat
ligue_1,2025,understat_13976,Hamza Igamane,Lille,F S,406.0,13,5.3202,0.8336,0.147,1.1084,0.2217,0.8867,0.347,False,understat
ligue_1,2025,understat_343,Pierre-Emile Højbjerg,Marseille,M S,2716.0,32,1.5243,0.1298,0.1468,0.1325,0.1657,1.3255,0.9431,False,understat
ligue_1,2025,understat_3536,Jean-Victor Makengo,Lorient,F M S,1842.0,31,1.9055,0.1657,0.0934,0.1954,0.0977,1.2704,0.6602,False,understat
ligue_1,2025,understat_5769,Habib Diallo,Metz,F S,1908.0,25,1.7925,0.2796,0.0351,0.1887,0.0472,0.566,0.848,False,understat
ligue_1,2025,understat_7908,Marshall Munetsi,Paris FC,F M S,985.0,15,1.736,0.3785,0.0769,0.3655,0.0914,0.6396,0.7296,False,understat
ligue_1,2025,understat_8685,Mohamed Ali-Cho,Nice,F M S,1717.0,24,1.6773,0.2243,0.1845,0.2097,0.1573,1.2056,0.7949,False,understat
ligue_1,2025,understat_9444,Felix Correia,Lille,M S,2124.0,34,1.5678,0.2461,0.2486,0.1695,0.2119,1.6525,0.6941,False,understat
ligue_1,2025,understat_9961,Nuno Mendes,Paris Saint Germain,D F S,1251.0,20,2.1583,0.2741,0.3637,0.2878,0.3597,2.0863,0.695,False,understat
ligue_1,2025,understat_10074,Sambou Soumano,Lorient,F S,891.0,31,2.8283,0.6876,0.1825,0.404,0.202,1.0101,0.3194,False,understat
ligue_1,2025,understat_10831,Mostafa Mohamed,Nantes,F S,1152.0,24,2.6562,0.2358,0.089,0.3125,0.0,0.7031,0.5333,False,understat
ligue_1,2025,understat_11790,Rassoul Ndiaye,Le Havre,F M S,2600.0,33,1.1769,0.1066,0.0963,0.1385,0.1385,1.0038,0.8754,False,understat
ligue_1,2025,understat_11817,Emanuel Emegha,Strasbourg,F S,427.0,10,3.5831,0.8962,0.2666,0.8431,0.4215,0.6323,0.4744,False,understat
ligue_1,2025,understat_11978,Diego Moreira,Strasbourg,D M S,2063.0,27,1.2651,0.097,0.3028,0.1745,0.3054,1.6142,0.849,False,understat
ligue_1,2025,understat_12041,Roman Yaremchuk,Lyon,F S,566.0,11,2.5442,0.5214,0.0962,0.636,0.159,0.9541,0.5717,False,understat
ligue_1,2025,understat_12045,Aron Dønnum,Toulouse,D F M,2438.0,28,1.4766,0.17,0.2322,0.1477,0.1477,2.3257,0.9675,False,understat
ligue_1,2025,understat_12345,Senny Mayulu,Paris Saint Germain,D F M S,1704.0,26,1.8486,0.2545,0.2123,0.2113,0.2113,2.0599,0.7282,False,understat
ligue_1,2025,understat_12847,Sidiki Chérif,Angers,F M S,1187.0,19,2.123,0.2145,0.0456,0.3033,0.0,0.3791,0.6942,False,understat
ligue_1,2025,understat_13330,Robinio Vaz,Marseille,F S,346.0,14,2.0809,0.7144,0.2511,1.0405,0.5202,1.5607,0.2746,False,understat
ligue_1,2025,understat_13739,Afonso Moreira,Lyon,D F M S,1695.0,27,2.1239,0.1679,0.3147,0.2124,0.3717,1.6991,0.6975,False,understat
ligue_1,2025,understat_13756,Santiago Hidalgo,Toulouse,F M S,1297.0,28,2.2899,0.2775,0.1889,0.2776,0.4163,0.9021,0.5147,False,understat
ligue_1,2025,understat_101,Allan Saint-Maximin,Lens,M S,380.0,10,4.9737,0.3522,0.4771,0.7105,0.7105,4.5,0.4222,False,understat
ligue_1,2025,understat_2082,Youssef El-Arabi,Nantes,F S,943.0,25,1.4316,0.4013,0.0543,0.2863,0.0,0.859,0.4191,False,understat
ligue_1,2025,understat_3357,Djibril Sidibe,Toulouse,D S,2169.0,32,0.332,0.1251,0.0819,0.1245,0.166,0.6224,0.7531,False,understat
ligue_1,2025,understat_3549,Adrien Thomasson,Lens,M S,2714.0,32,1.4259,0.2142,0.2811,0.0995,0.2985,2.6529,0.9424,False,understat
ligue_1,2025,understat_5598,Angel Gomes,Marseille,M S,919.0,14,1.0773,0.2017,0.1046,0.2938,0.0,1.7628,0.7294,False,understat
ligue_1,2025,understat_5661,Jonathan Ikone,Paris FC,F M S,1107.0,23,2.0325,0.2954,0.2061,0.2439,0.0813,1.1382,0.5348,False,understat
ligue_1,2025,understat_6238,Ignatius Ganago,Nantes,F M S,844.0,13,2.4526,0.3736,0.0799,0.3199,0.1066,0.6398,0.7214,False,understat
ligue_1,2025,understat_6452,Mahdi Camara,Rennes,D M S,2670.0,32,0.9775,0.089,0.0737,0.1011,0.0337,0.7753,0.9271,False,understat
ligue_1,2025,understat_6500,Romain Perraud,Lille,D S,2262.0,30,1.313,0.0638,0.1601,0.1194,0.1592,1.4721,0.8378,False,understat
ligue_1,2025,understat_7169,Moses Simon,Paris FC,F M S,2062.0,29,1.484,0.1258,0.1888,0.1309,0.1309,1.4403,0.79,False,understat
ligue_1,2025,understat_7313,Lee Kang-In,Paris Saint Germain,F M S,1527.0,27,2.1807,0.1862,0.3894,0.1768,0.2358,3.4185,0.6284,False,understat
ligue_1,2025,understat_7763,Fabien Centonze,Nantes,D M S,738.0,15,0.9756,0.1174,0.0178,0.3659,0.0,0.4878,0.5467,False,understat
ligue_1,2025,understat_8239,Takumi Minamino,Monaco,F M S,976.0,15,1.9365,0.311,0.1937,0.2766,0.1844,0.8299,0.723,False,understat
ligue_1,2025,understat_8684,Fodé Doucouré,Le Havre,F M S,1271.0,26,1.4162,0.183,0.1777,0.2124,0.0708,1.2746,0.5432,False,understat
ligue_1,2025,understat_8970,Sékou Mara,Auxerre,F S,1231.0,27,2.4127,0.2233,0.0802,0.2193,0.1462,0.658,0.5066,False,understat
ligue_1,2025,understat_9220,Charlie Cresswell,Toulouse,D S,2537.0,29,1.348,0.1583,0.0425,0.1064,0.0709,0.3902,0.972,False,understat
ligue_1,2025,understat_10620,Luca Koleosho,Paris FC,M S,517.0,16,2.9594,0.4755,0.2882,0.5222,0.1741,1.3926,0.359,False,understat
ligue_1,2025,understat_10786,Warren Zaïre-Emery,Paris Saint Germain,D M S,2460.0,32,0.6951,0.0757,0.1565,0.1098,0.1463,1.5366,0.8542,False,understat
ligue_1,2025,understat_10818,Kévin Danois,Auxerre,M S,2852.0,33,0.7889,0.067,0.1457,0.0947,0.0316,1.641,0.9603,False,understat
ligue_1,2025,understat_11058,Julio Enciso,Strasbourg,F M S,1918.0,27,2.8624,0.3602,0.2073,0.1408,0.2815,1.22,0.7893,False,understat
ligue_1,2025,understat_11142,Pierre Ganiou,Lens,D S,2018.0,23,1.0258,0.0962,0.0224,0.1338,0.0,0.4014,0.9749,False,understat
ligue_1,2025,understat_11318,Abner,Lyon,D F M S,2182.0,26,0.7012,0.0925,0.1287,0.1237,0.0825,0.8662,0.9325,False,understat
ligue_1,2025,understat_11515,Tom Louchet,Nice,D F M S,1344.0,27,1.4062,0.2089,0.2227,0.2009,0.1339,1.3393,0.5531,False,understat
ligue_1,2025,understat_11710,Simon Adingra,Monaco,D F M S,871.0,14,2.2732,0.2999,0.1508,0.31,0.2067,1.4466,0.6913,False,understat
ligue_1,2025,understat_11799,Lamine Camara,Monaco,M S,1870.0,24,1.2032,0.0647,0.245,0.1444,0.1925,1.6845,0.8657,False,understat
ligue_1,2025,understat_12066,Ethan Mbappé,Lille,F M S,530.0,18,2.3774,0.317,0.2533,0.5094,0.1698,2.5472,0.3272,False,understat
ligue_1,2025,understat_12285,Mamadou Coulibaly,Monaco,F M S,1402.0,25,0.8345,0.1276,0.1132,0.1926,0.1926,0.7703,0.6231,False,understat
ligue_1,2025,understat_12733,Ibrahim Mbaye,Paris Saint Germain,F M S,973.0,24,2.2199,0.3171,0.2186,0.2775,0.185,1.8499,0.4505,False,understat
ligue_1,2025,understat_13070,Ali Abdi,Nice,D M S,1156.0,22,1.2457,0.1871,0.1596,0.2336,0.0,1.3235,0.5838,False,understat
ligue_1,2025,understat_13210,Mohamed Meïté,Rennes,F S,502.0,17,3.9442,0.7641,0.2368,0.5378,0.3586,0.8964,0.3281,False,understat
ligue_1,2025,understat_13809,Giorgi Tsitaishvili,Metz,D F M S,2475.0,33,1.1273,0.0559,0.1553,0.1091,0.0727,1.6,0.8333,False,understat
ligue_1,2025,understat_13888,Danny Namaso,Auxerre,F M S,2544.0,30,2.158,0.2589,0.1398,0.1061,0.1061,1.1321,0.9422,False,understat
ligue_1,2025,understat_13917,Mamadou Sangaré,Lens,M S,2347.0,29,2.0324,0.126,0.1089,0.115,0.1534,1.4188,0.8992,False,understat
ligue_1,2025,understat_13975,Noah Cadiou,Lorient,M S,1851.0,28,0.9238,0.1128,0.0337,0.1459,0.0486,0.4862,0.7345,False,understat
ligue_1,2025,understat_14131,Amine Sbaï,Angers,F M S,1865.0,25,1.6408,0.2098,0.1332,0.1448,0.0483,1.3029,0.8289,False,understat
ligue_1,2025,understat_14408,Bryan Okoh,Auxerre,D S,1005.0,13,0.7164,0.0867,0.023,0.2687,0.0,0.2687,0.859,False,understat
ligue_1,2025,understat_914,Nabil Bentaleb,Lille,M S,1253.0,26,1.2929,0.0865,0.1273,0.1437,0.1437,0.8619,0.5355,False,understat
ligue_1,2025,understat_1209,Ciro Immobile,Paris FC,F S,736.0,12,1.8342,0.2853,0.2329,0.2446,0.2446,1.1005,0.6815,False,understat
ligue_1,2025,understat_3223,Benjamin André,Lille,M S,2328.0,27,1.0438,0.0995,0.0747,0.0773,0.0773,0.8892,0.958,False,understat
ligue_1,2025,understat_3390,Rémy Cabella,Nantes,F M S,561.0,11,1.4439,0.4063,0.1818,0.3209,0.0,2.4064,0.5667,False,understat
ligue_1,2025,understat_3544,Jeremie Boga,Nice,F M S,645.0,14,2.093,0.3129,0.2302,0.2791,0.2791,1.814,0.5119,False,understat
ligue_1,2025,understat_3673,Valentin Rongier,Rennes,M,2750.0,31,0.72,0.0256,0.1437,0.0655,0.1636,1.44,0.9857,False,understat
ligue_1,2025,understat_3674,Abdoulaye Touré,Le Havre,M S,740.0,11,1.5811,0.186,0.0225,0.2432,0.0,0.3649,0.7475,False,understat
ligue_1,2025,understat_5197,Achraf Hakimi,Paris Saint Germain,D F S,1382.0,18,1.7583,0.1825,0.0949,0.1302,0.1302,1.3676,0.8531,False,understat
ligue_1,2025,understat_5680,Thomas Meunier,Lille,D S,1911.0,25,0.8948,0.0664,0.1299,0.0942,0.0942,0.8477,0.8493,False,understat
ligue_1,2025,understat_5696,Vincent Marchetti,Paris FC,M S,798.0,23,2.7068,0.2403,0.0668,0.2256,0.1128,0.4511,0.3855,False,understat
ligue_1,2025,understat_6006,Ruben Aguilar,Lens,D S,1751.0,26,0.6682,0.0537,0.1663,0.1028,0.1028,1.3364,0.7483,False,understat
ligue_1,2025,understat_6147,Denis Zakaria,Monaco,D M S,2039.0,24,0.7945,0.1126,0.063,0.0883,0.0441,0.2648,0.944,False,understat
ligue_1,2025,understat_6308,Jessy Deminguet,Metz,M S,2059.0,31,0.7431,0.0489,0.0263,0.0874,0.0,0.1748,0.738,False,understat
ligue_1,2025,understat_6601,Timothy Weah,Marseille,D M S,2286.0,29,1.1417,0.1097,0.149,0.0787,0.0787,1.1811,0.8759,False,understat
ligue_1,2025,understat_6935,Naif Aguerd,Marseille,D,1407.0,16,0.6397,0.0567,0.0172,0.1279,0.0,0.1919,0.9771,False,understat
ligue_1,2025,understat_6986,Hamed Junior Traore,Marseille,D M S,612.0,13,1.9118,0.4037,0.1304,0.2941,0.1471,1.4706,0.5231,False,understat
ligue_1,2025,understat_7739,Joris Chotard,Brest,M S,2790.0,33,0.8065,0.0412,0.0171,0.0645,0.0323,0.3548,0.9394,False,understat
ligue_1,2025,understat_7747,Mama Baldé,Brest,F M S,712.0,18,3.9185,0.375,0.0596,0.2528,0.2528,0.8848,0.4395,False,understat
ligue_1,2025,understat_8190,Melvin Bard,Nice,D M S,2393.0,29,0.5641,0.03,0.0678,0.0752,0.0376,0.5641,0.9169,False,understat
ligue_1,2025,understat_8287,Mbwana Samatta,Le Havre,F S,1550.0,27,2.4387,0.3404,0.1109,0.1161,0.0581,1.0452,0.6379,False,understat
ligue_1,2025,understat_8690,Jean-Phillipe Krasso,Paris FC,F S,1082.0,25,2.2458,0.358,0.2627,0.1664,0.1664,1.9131,0.4809,False,understat
ligue_1,2025,understat_8703,Sinaly Diomande,Auxerre,D,2138.0,24,0.3789,0.1242,0.0216,0.0842,0.0842,0.2105,0.9898,False,understat
ligue_1,2025,understat_8997,Terem Igobor Moffi,Nice,F S,484.0,10,2.9752,0.4558,0.1235,0.3719,0.0,0.9298,0.5378,False,understat
ligue_1,2025,understat_9001,Martín Satriano,Lyon,F S,696.0,11,2.069,0.2782,0.1619,0.2586,0.1293,1.2931,0.703,False,understat
ligue_1,2025,understat_9929,Théo Le Bris,Lorient,D S,1915.0,28,0.799,0.091,0.0657,0.094,0.094,0.611,0.7599,False,understat
ligue_1,2025,understat_10091,Tyler Morton,Lyon,M,2549.0,29,0.9886,0.0726,0.0857,0.0706,0.0706,0.9886,0.9766,False,understat
ligue_1,2025,understat_10295,Louis Mouton,Angers,M S,1947.0,32,1.6641,0.1423,0.1081,0.0924,0.0462,1.0169,0.676,False,understat
ligue_1,2025,understat_10349,Mika Biereth,Monaco,F M S,1051.0,32,1.627,0.2747,0.1976,0.1713,0.1713,1.5414,0.3649,False,understat
ligue_1,2025,understat_10485,Guemissongui Ouattara,Strasbourg,D M S,1763.0,28,1.3783,0.1438,0.0911,0.1021,0.0,0.3063,0.6996,False,understat
ligue_1,2025,understat_10517,Yassin Belkhdim,Angers,M S,2175.0,27,1.3655,0.0953,0.0633,0.0828,0.0828,0.6207,0.8951,False,understat
ligue_1,2025,understat_10868,Guela Doué,Strasbourg,D M S,2065.0,24,0.523,0.08,0.1194,0.0872,0.2615,0.8281,0.956,False,understat
ligue_1,2025,understat_10923,Himad Abdelli,"Angers,Marseille",M S,1075.0,21,1.2558,0.1616,0.0465,0.1674,0.0,0.7535,0.5688,False,understat
ligue_1,2025,understat_11046,Abdallah Sima,Lens,D F M S,693.0,21,3.8961,0.4328,0.0987,0.2597,0.2597,1.2987,0.3667,False,understat
ligue_1,2025,understat_11132,Ethan Nwaneri,Marseille,M S,334.0,9,2.4251,0.2388,0.2641,0.5389,0.2695,1.3473,0.4123,False,understat
ligue_1,2025,understat_11294,Lilian Raolisoa,Angers,D F M S,1975.0,32,0.7291,0.0474,0.1608,0.0911,0.1823,1.0025,0.6858,False,understat
ligue_1,2025,understat_11618,Samuel Amo-Ameyaw,Strasbourg,D M S,1010.0,25,1.5149,0.1056,0.1096,0.1782,0.1782,1.1584,0.4489,False,understat
ligue_1,2025,understat_11777,Cristian Cásseres Jr.,Toulouse,M S,2506.0,30,0.9338,0.0612,0.1129,0.0718,0.1077,1.3288,0.9281,False,understat
ligue_1,2025,understat_11795,Yassine Kechta,Le Havre,F M S,1343.0,30,1.4073,0.1032,0.1233,0.134,0.067,1.0052,0.4974,False,understat
ligue_1,2025,understat_11798,Koffi Kouao,Metz,D,2296.0,27,0.9016,0.0646,0.0488,0.0784,0.0392,0.4312,0.9449,False,understat
ligue_1,2025,understat_11806,Sadibou Sané,Metz,D S,1940.0,23,0.2784,0.0138,0.0127,0.0928,0.0464,0.1392,0.9372,False,understat
ligue_1,2025,understat_12111,Amir Murillo,Marseille,D M S,978.0,16,0.8282,0.0963,0.1785,0.184,0.092,1.0123,0.6792,False,understat
ligue_1,2025,understat_12328,Arthur Avom,Lorient,M S,2095.0,31,0.9021,0.0453,0.1364,0.0859,0.043,1.3317,0.7509,False,understat
ligue_1,2025,understat_12336,Malick Fofana,Lyon,M S,766.0,12,2.2324,0.3183,0.265,0.235,0.1175,1.1749,0.7093,False,understat
ligue_1,2025,understat_12346,Beraldo,Paris Saint Germain,D M S,1579.0,20,0.798,0.0776,0.086,0.114,0.057,0.798,0.8772,False,understat
ligue_1,2025,understat_12498,Valentín Barco,Strasbourg,M S,2187.0,27,1.1111,0.1354,0.2179,0.0823,0.1646,1.5638,0.9,False,understat
ligue_1,2025,understat_12804,George Ilenikhena,Monaco,F S,343.0,15,3.9359,0.3314,0.0595,0.5248,0.0,0.7872,0.2541,False,understat
ligue_1,2025,understat_12841,Dayann Methalie,Toulouse,D S,1906.0,27,0.7083,0.0697,0.0955,0.0944,0.0472,0.4722,0.7844,False,understat
ligue_1,2025,understat_12844,Bahereba Guirassy,Nantes,F M S,799.0,20,1.6896,0.2238,0.1157,0.2253,0.1126,0.7885,0.4439,False,understat
ligue_1,2025,understat_13053,Saud Abdulhamid,Lens,D S,1335.0,25,0.5393,0.0743,0.1853,0.1348,0.2697,1.5506,0.5933,False,understat
ligue_1,2025,understat_13329,Abdelhamid Aït Boudlal,Rennes,D S,1396.0,20,0.8381,0.1174,0.0343,0.1289,0.0645,0.0645,0.7756,False,understat
ligue_1,2025,understat_13335,Goduine Koyalipou,Angers,F S,669.0,13,2.9596,0.4545,0.0409,0.2691,0.1345,0.6726,0.5718,False,understat
ligue_1,2025,understat_13577,Rudy Matondo,"Auxerre,Paris FC",D M S,1333.0,27,0.8777,0.1228,0.0163,0.135,0.0,0.3376,0.5486,False,understat
ligue_1,2025,understat_13732,Samson Baidoo,Lens,D S,1823.0,23,0.7899,0.1182,0.0225,0.0987,0.0494,0.1481,0.8807,False,understat
ligue_1,2025,understat_13794,Arsène Kouassi,Lorient,D S,2642.0,31,0.3066,0.0219,0.168,0.0681,0.2044,1.0901,0.947,False,understat
ligue_1,2025,understat_13813,Giorgi Abuashvili,Metz,D F M S,655.0,23,3.1603,0.1626,0.079,0.2748,0.0,0.9618,0.3164,False,understat
ligue_1,2025,understat_14132,Djibirin Harouna,Angers,M S,286.0,15,2.2028,0.3971,0.1977,0.6294,0.3147,1.2587,0.2119,False,understat
ligue_1,2025,understat_14406,Noah Nartey,Lyon,M S,536.0,11,0.8396,0.181,0.014,0.3358,0.0,0.5037,0.5414,False,understat
ligue_1,2025,understat_14407,Nathan Mbala,Metz,F M S,426.0,13,3.169,0.1477,0.2268,0.4225,0.4225,2.7465,0.3641,False,understat
ligue_1,2025,understat_14431,Giorgi Kvilitaia,Metz,F S,503.0,10,2.1471,0.2358,0.2136,0.3579,0.0,1.6103,0.5589,False,understat
ligue_1,2025,understat_643,Eric Dier,Monaco,D S,693.0,9,0.3896,0.0698,0.0037,0.1299,0.0,0.1299,0.8556,False,understat
ligue_1,2025,understat_1144,Seko Fofana,Rennes,M S,659.0,12,1.2291,0.104,0.0881,0.1366,0.0,1.5023,0.6102,False,understat
ligue_1,2025,understat_1734,Sofiane Boufal,Le Havre,F M S,1050.0,17,1.6286,0.1288,0.3115,0.0857,0.3429,2.3143,0.6863,False,understat
ligue_1,2025,understat_1750,Ainsley Maitland-Niles,Lyon,D M S,2496.0,30,0.5048,0.0921,0.1262,0.0361,0.1442,0.7572,0.9244,False,understat
ligue_1,2025,understat_2447,Fabián,Paris Saint Germain,M S,1138.0,20,1.5026,0.1479,0.173,0.0791,0.3163,1.5026,0.6322,False,understat
ligue_1,2025,understat_3237,Aissa Mandi,Lille,D S,2432.0,29,0.5181,0.0318,0.0371,0.037,0.0,0.3701,0.9318,False,understat
ligue_1,2025,understat_3285,Gaetan Perrin,Lille,F M S,314.0,12,2.0064,0.1777,0.3209,0.2866,0.0,2.8662,0.2907,False,understat
