league,season,player_id,player_name,team,position,minutes,games,shots_per90,xg_per90,xa_per90,goals_per90,assists_per90,key_passes_per90,expected_minutes_share,is_goalkeeper,source
ligue_1,2024,understat_7490,Mason Greenwood,Marseille,F M S,2851.0,34,3.7881,0.6087,0.2155,0.6945,0.1578,1.4837,0.9317,False,understat
ligue_1,2024,understat_3226,Ousmane Dembélé,Paris Saint Germain,F M S,1747.0,29,4.9971,0.9549,0.4534,1.0819,0.3606,3.1425,0.6693,False,understat
ligue_1,2024,understat_8056,Arnaud Kalimuendo Muinga,Rennes,F M S,2630.0,33,2.6008,0.6153,0.0986,0.5817,0.1027,0.6502,0.8855,False,understat
ligue_1,2024,understat_8636,Jonathan Christian David,Lille,F S,2535.0,32,2.5917,0.6907,0.167,0.568,0.1775,1.2781,0.8802,False,understat
ligue_1,2024,understat_3277,Alexandre Lacazette,Lyon,F S,2092.0,30,2.5382,0.7746,0.1628,0.6453,0.086,1.1185,0.7748,False,understat
ligue_1,2024,understat_10016,Bradley Barcola,Paris Saint Germain,F M S,2223.0,34,2.996,0.6212,0.4022,0.5668,0.4049,2.0243,0.7265,False,understat
ligue_1,2024,understat_11817,Emanuel Emegha,Strasbourg,F M,2331.0,27,2.3552,0.6805,0.0772,0.5405,0.1158,0.695,0.9593,False,understat
ligue_1,2024,understat_6401,Amine Gouiri,"Marseille,Rennes",F M S,2122.0,33,3.4354,0.4534,0.1934,0.5514,0.2121,1.442,0.7145,False,understat
ligue_1,2024,understat_6905,Ludovic Ajorque,Brest,F S,2533.0,31,1.9187,0.4474,0.1089,0.4619,0.0711,1.2436,0.9079,False,understat
ligue_1,2024,understat_10349,Mika Biereth,Monaco,F,1255.0,16,3.012,0.8753,0.3438,0.9323,0.1434,1.5777,0.8715,False,understat
ligue_1,2024,understat_8006,Evann Guessand,Nice,F M S,2609.0,33,2.1043,0.3376,0.2145,0.414,0.276,1.1039,0.8785,False,understat
ligue_1,2024,understat_13057,Lucas Stassin,Saint-Etienne,F S,1916.0,28,2.0668,0.395,0.1808,0.5637,0.1879,0.8455,0.7603,False,understat
ligue_1,2024,understat_3746,Gaetan Laborde,Nice,F S,1845.0,28,3.6098,0.6107,0.249,0.5366,0.1951,1.3171,0.7321,False,understat
ligue_1,2024,understat_8187,Georges Mikautadze,Lyon,F M S,1397.0,34,3.6077,0.7384,0.3428,0.7087,0.3865,1.4173,0.4565,False,understat
ligue_1,2024,understat_11755,Keito Nakamura,Reims,F M S,2702.0,32,2.8312,0.3075,0.1075,0.3664,0.0666,0.7994,0.9382,False,understat
ligue_1,2024,understat_3285,Gaetan Perrin,Auxerre,F M S,2750.0,34,1.9309,0.2022,0.2787,0.3273,0.36,2.3891,0.8987,False,understat
ligue_1,2024,understat_3674,Abdoulaye Touré,Le Havre,M S,2347.0,28,1.8023,0.3598,0.0224,0.3835,0.0383,0.2684,0.9313,False,understat
ligue_1,2024,understat_6986,Hamed Junior Traore,Auxerre,F M,2154.0,26,2.883,0.3196,0.1217,0.4178,0.0836,1.1281,0.9205,False,understat
ligue_1,2024,understat_11767,Gonçalo Ramos,Paris Saint Germain,F S,1047.0,22,4.7278,1.3982,0.2873,0.8596,0.2579,1.2894,0.5288,False,understat
ligue_1,2024,understat_11808,Andrey Santos,Strasbourg,M,2861.0,32,1.4156,0.2037,0.1045,0.3146,0.0944,0.8494,0.9934,False,understat
ligue_1,2024,understat_3291,Adrien Rabiot,Marseille,M S,2476.0,29,1.7811,0.2648,0.1438,0.3271,0.1817,1.0541,0.9487,False,understat
ligue_1,2024,understat_7652,Zuriko Davitashvili,Saint-Etienne,F M S,2815.0,33,2.238,0.2568,0.1812,0.2877,0.2558,1.6625,0.9478,False,understat
ligue_1,2024,understat_9490,Matthis Abline,Nantes,F M S,2823.0,34,2.3273,0.3018,0.134,0.2869,0.0638,0.8289,0.9225,False,understat
ligue_1,2024,understat_12850,Esteban Lepaul,Angers,F S,1638.0,28,2.2527,0.4025,0.0632,0.4945,0.0,0.3846,0.65,False,understat
ligue_1,2024,understat_7169,Moses Simon,Nantes,F M S,2661.0,32,1.4882,0.2335,0.2953,0.2706,0.3382,1.9278,0.924,False,understat
ligue_1,2024,understat_8094,Mathis Cherki,Lyon,F M S,2050.0,30,1.9756,0.2336,0.5192,0.3512,0.4829,3.2927,0.7593,False,understat
ligue_1,2024,understat_12104,Neil El Aynaoui,Lens,M S,1596.0,24,1.0714,0.2662,0.116,0.4511,0.0564,1.3534,0.7389,False,understat
ligue_1,2024,understat_3603,Corentin Tolisso,Lyon,M S,2343.0,32,1.959,0.2176,0.1539,0.2689,0.1536,1.1908,0.8135,False,understat
ligue_1,2024,understat_8980,Luis Henrique,Marseille,D M S,2646.0,33,1.0204,0.1841,0.1842,0.2381,0.2381,1.8027,0.8909,False,understat
ligue_1,2024,understat_10796,Zakaria Aboukhlal,Toulouse,F M S,1935.0,26,2.9302,0.5565,0.0788,0.3256,0.093,0.6047,0.8269,False,understat
