player_id,team
1641732,DET
1631117,UTA
1642368,ATL
203078,LAC
1628998,IND
1628420,IND
1641726,DAL
1641813,MIL
1642855,CHI
1631210,ATL
101108,LAC
1643141,LAC
1641715,WAS
1641753,CLE
1641744,MEM
1641801,SAS
1642280,CHI
1642935,TOR
1641809,CHA
1631247,CLE
203967,SAC
1629634,MEM
201569,PHI
1629726,IND
1642282,PHI
1641787,CHA
1630164,IND
1631115,ORL
1628380,CHI
1642357,SAS
203076,WAS
1626156,WAS
1641871,POR
203500,HOU
202710,GSW
1629630,MEM
1630526,DAL
1628502,PHX
1628449,BOS
1631103,WAS
1628366,CLE
1641816,DEN
1630175,MIL
1627746,WAS
1630583,MEM
1627734,SAC
1629631,SAC
203897,SAC
1630548,MIN
1642277,IND
203994,UTA
203484,MEM
1641815,SAC
1631093,CHI
1628991,UTA
1641780,PHI
1642955,WAS
1643133,MEM
1630649,SAS
1629014,CHI
1641790,CHA
1628374,UTA
1631246,UTA
1642468,CLE
1631214,WAS
1631205,OKC
1631099,SAC
1642856,BKN
1642939,DAL
1631451,POR
1642273,WAS
1642949,LAC
1628964,UTA
1641761,BKN
1630590,MEM
1631121,NOP
1630549,BKN
1629008,BKN
1641718,UTA
1629234,SAC
1628371,ORL
1628997,DAL
203507,MIL
1629027,WAS
1629645,MIL
201567,UTA
1642268,UTA
1627826,IND
1643158,UTA
201566,SAC
1630560,MIL
1630587,PHX
1642874,BKN
1642377,MEM
1629660,MEM
1626171,MIL
1630541,GSW
1631116,SAC
1630188,CHI
1630208,CHI
1641752,DET
1630174,IND
1630543,LAC
1642259,WAS
203924,POR
201599,NOP
1641989,UTA
204456,IND
1629610,SAC
1642461,DEN
1642366,GSW
1631255,NOP
1629614,IND
1641810,CHA
1628365,TOR
1641774,WAS
1629111,ATL
1631174,MEM
1631212,DEN
1630610,MEM
1630209,GSW
1629029,LAL
1627749,NOP
203482,SAS
1630559,LAL
1629611,BKN
1629651,BKN
1641730,BKN
1642278,NYK
1630533,BKN
1641724,ORL
1641767,IND
1631216,ATL
1627783,IND
1630530,NOP
1630581,CHI
1626166,PHI
1642848,WAS
1630696,MIA
1631107,MIA
1629004,UTA
1629023,DAL
1628418,CLE
1630180,NOP
1630534,BKN
1630314,DAL
201942,SAC
1629655,DAL
1629627,NOP
1642274,NOP
1629637,LAL
1631169,BKN
1630529,NOP
1641765,MEM
1641713,MEM
1630322,SAS
1642285,MEM
203954,PHI
1630171,CHI
1642271,UTA
1630230,DAL
203497,MIN
203944,MIN
1631096,OKC
1630538,MIN
1641717,OKC
1631250,MIL
203932,DEN
1642383,MEM
1642349,OKC
1631114,OKC
1641707,MEM
1627936,OKC
1630241,CLE
1629675,MIN
1628392,OKC
1628983,OKC
1630198,OKC
1631119,OKC
1642907,MEM
1631111,DET
1628378,CLE
1629661,DEN
1626164,PHX
1631157,MIL
1629021,ORL
203914,MIL
1627750,DEN
1631128,DEN
1629018,MIL
1630224,PHX
1630692,PHX
1628386,CLE
1628369,BOS
1641723,LAL
1627824,CHI
1629011,NYK
1643018,GSW
203937,MIN
201144,MIN
1641796,MIA
1628404,NYK
1631113,UTA
1642918,TOR
1631221,PHX
1631109,PHX
1631457,ORL
1631095,HOU
201142,HOU
1642959,POR
203468,ATL
1642354,DEN
1629731,CLE
1630573,BOS
1627759,BOS
1631243,ATL
1630228,ATL
1631105,DET
1642380,MEM
1629216,ATL
202696,BOS
1641716,IND
1641807,LAC
1641708,HOU
1628370,SAC
1626192,CHA
1629673,NOP
1642864,BOS
1629638,ATL
1642859,ORL
1630183,MIN
1642353,LAC
1631102,LAC
1630245,MIN
1641705,SAS
1631127,SAS
1628436,SAS
1641731,WAS
1628963,DAL
1626172,NOP
203471,CLE
1630202,BOS
1629674,BOS
1630700,ATL
1630552,ATL
1630596,CLE
1630168,ATL
1628384,NYK
1642849,BKN
1628398,MIL
1631323,MIA
203110,GSW
203501,DEN
1641824,CHI
1631165,CLE
201935,CLE
1628401,BOS
1630578,HOU
1629013,NYK
1628973,NYK
1626157,NYK
1642951,LAC
202695,LAC
1630214,CHA
1630658,ORL
1626167,MIL
1630162,MIN
1642869,ORL
1628960,PHX
1628415,PHX
1626220,PHX
201959,MEM
1643060,UTA
1642846,UTA
1642867,TOR
1630567,TOR
1642964,OKC
203486,SAS
1642272,OKC
1629026,OKC
202687,SAS
1642363,SAC
1642269,SAC
1630165,SAC
1641739,POR
1631200,POR
1642362,OKC
1631351,MEM
1641778,WAS
1642914,MEM
1642847,NOP
1631126,POR
1641725,NOP
1641772,CLE
1630846,CLE
1642910,BOS
1642873,BOS
1641712,MEM
1631248,BOS
1628396,ATL
1642883,CHA
1631217,CHA
1630163,CHA
1642403,DET
1629750,DET
1630551,WAS
1642933,ATL
1642851,CHA
1641740,MIN
1630703,POR
1629028,LAL
1629020,LAL
1628381,LAC
1642263,HOU
1628988,HOU
203991,HOU
1642950,CHI
1642530,CHI
1642265,CHI
1631338,CHI
1642490,NOP
1642878,CLE
1642400,CLE
1626204,CLE
1641775,BOS
1642261,LAL
1643024,LAL
1630558,MIA
1631170,MIA
1629057,POR
1643047,PHX
1631123,PHX
1629312,PHX
1642845,PHI
1631207,PHI
1630699,PHI
1631101,POR
1630643,IND
1641998,NYK
1641794,NYK
1628969,NYK
203903,NYK
1630592,BKN
1642866,MIN
1628978,MIN
1631094,ORL
1642852,NOP
1642270,POR
203939,DAL
1630811,ATL
1642275,CHA
1641750,CHA
1629684,CHA
1641842,DET
1641709,DET
1629130,DET
1628989,DET
202699,DET
1642882,WAS
1642364,WAS
1641727,MEM
1642419,TOR
1642367,TOR
1641711,TOR
1642917,BOS
202685,DEN
203552,GSW
1629646,GSW
1642854,ATL
1628368,SAS
1642928,SAC
1642886,PHX
1630178,PHI
1641738,IND
1630167,IND
1630572,TOR
1643052,BKN
203648,MIL
1642066,MIA
203935,LAL
1642384,HOU
1631120,HOU
1631106,HOU
1641764,GSW
1641763,MIN
1630644,CHI
1642382,OKC
1642853,PHX
1641733,LAL
1628467,LAL
1628379,LAL
1641757,LAC
1627884,LAC
203992,LAC
1627827,HOU
201145,HOU
1630611,GSW
1629001,GSW
1630192,DEN
1628971,DEN
203999,DEN
1642948,DAL
1642358,DAL
203952,MIA
1631211,MIA
1642443,MIA
1642884,MIA
1642346,PHX
1631230,PHI
1631133,PHI
202331,PHI
200768,PHI
1641771,IND
1631245,IND
1629640,SAS
1641710,ORL
1642885,NYK
1631110,NYK
1630631,NYK
1642962,BKN
1641869,BKN
1630623,BKN
1642389,MIN
1628975,ORL
1630182,CHA
1630217,ORL
1642449,DET
1642404,DET
1631204,DET
1630702,WAS
1630536,WAS
1642396,UTA
1641729,UTA
1642266,TOR
1631218,TOR
1627751,TOR
1627742,TOR
1642868,SAS
1630170,SAS
1629162,SAS
203926,SAC
1631321,POR
1628970,CHA
1630557,ATL
1631199,BOS
1642434,CLE
1641755,NYK
1630574,NYK
1630540,NYK
1642911,MIN
1630545,MIN
1642857,MIA
1642276,MIA
1631104,POR
1629639,MIA
1642355,LAL
