date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-05-26,2026-05-26T00:27:17.302700+00:00,4593803,Jalen Williams,OKC,ast,UNDER,3.5,112,0.4716981132075472,0.5287532246945327,0.8520655231207837,0.0570551114869855,0.12095683635240928,betrivers,BetRivers,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4593803,Jalen Williams,OKC,ast,UNDER,3.5,111,0.47393364928909953,0.5306534303638522,0.8520655231207837,0.05671978107475262,0.11967873806772811,williamhill_us,Caesars,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4593803,Jalen Williams,OKC,ast,UNDER,3.5,110,0.47619047619047616,0.5325717332300223,0.8520655231207837,0.05638125703954611,0.11840063978304682,betmgm,BetMGM,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4593803,Jalen Williams,OKC,ast,UNDER,3.5,110,0.47619047619047616,0.5325717332300223,0.8520655231207837,0.05638125703954611,0.11840063978304682,bovada,Bovada,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4593803,Jalen Williams,OKC,ast,UNDER,3.5,108,0.4807692307692308,0.5364636746219638,0.8520655231207837,0.05569444385273298,0.1158444432136847,fanduel,FanDuel,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4593803,Jalen Williams,OKC,ast,UNDER,3.5,107,0.4830917874396135,0.538437847791789,0.8520655231207837,0.05534606035217554,0.11456634492900342,draftkings,DraftKings,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4592479,Julian Champagnie,SAS,ast,OVER,1.5,145,0.40816326530612246,0.43196410026724114,0.5668354983802469,0.023800834961118678,0.058312045654740796,betmgm,BetMGM,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4593803,Jalen Williams,OKC,ast,UNDER,4.5,-200,0.6666666666666666,0.7055393454418866,0.9258178585014663,0.03887267877521994,0.05830901816282985,bovada,Bovada,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4592479,Julian Champagnie,SAS,ast,OVER,1.5,138,0.42016806722689076,0.4421681818998942,0.5668354983802469,0.022000114673003446,0.05236027292174816,fanduel,FanDuel,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26,2026-05-26T00:27:17.302700+00:00,4592479,Julian Champagnie,SAS,ast,OVER,1.5,127,0.44052863436123346,0.4594746639640855,0.5668354983802469,0.01894602960285202,0.043007487198474026,draftkings,DraftKings,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs
