date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-05-25,2026-05-26T00:27:02.155150+00:00,3136195,Karl-Anthony Towns,NYK,ast,OVER,4.5,125,0.4444444444444444,0.4964224574097655,0.7909645308799182,0.05197801296532106,0.11695052917197235,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4066328,Jarrett Allen,CLE,ast,UNDER,1.5,188,0.3472222222222222,0.3852845265797911,0.6009709179393483,0.03806230435756891,0.10961943654979833,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4066328,Jarrett Allen,CLE,ast,UNDER,1.5,180,0.35714285714285715,0.39371706626233083,0.6009709179393483,0.03657420911947368,0.10240778553452634,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3136195,Karl-Anthony Towns,NYK,ast,OVER,3.5,-118,0.5412844036697247,0.593114276527587,0.886816889388806,0.051829872857862225,0.09575349392384713,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3136195,Karl-Anthony Towns,NYK,ast,OVER,3.5,-132,0.5689655172413793,0.6166432230634933,0.886816889388806,0.04767770582211395,0.08379717992977609,williamhill_us,Caesars,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3136195,Karl-Anthony Towns,NYK,ast,OVER,3.5,-140,0.5833333333333334,0.6288558667416543,0.886816889388806,0.04552253340832091,0.0780386286999788,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3136195,Karl-Anthony Towns,NYK,ast,OVER,4.5,-127,0.5594713656387665,0.5941953404249393,0.7909645308799182,0.03472397478617273,0.06206568721623007,betrivers,BetRivers,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,4.5,-115,0.5348837209302325,0.5557325570216911,0.6738759615399563,0.0208488360914586,0.03897825877968336,betmgm,BetMGM,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,4.5,-120,0.5454545454545454,0.564717757867357,0.6738759615399563,0.019263212412811592,0.035315889423487845,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3062679,Josh Hart,NYK,ast,UNDER,5.5,105,0.4878048780487805,0.5048007561848198,0.6011107322890422,0.01699587813603931,0.034841550178880576,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,4.5,-125,0.5555555555555556,0.5733036164532157,0.6738759615399563,0.017748060897660123,0.031946509615788266,fanatics,Fanatics,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3992,James Harden,CLE,ast,UNDER,6.5,-148,0.5967741935483871,0.6156330799551682,0.7225001029269282,0.018858886406781128,0.03160137722217382,betrivers,BetRivers,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934719,OG Anunoby,NYK,ast,OVER,1.5,-143,0.588477366255144,0.6061999933691531,0.7066282136818711,0.01772262711400907,0.03011607264828109,betrivers,BetRivers,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,4.5,-130,0.5652173913043478,0.581516176839689,0.6738759615399563,0.016298785535341254,0.028836312870219094,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3147657,Mikal Bridges,NYK,ast,OVER,2.5,120,0.45454545454545453,0.4662633323648795,0.5326646400082875,0.01171787781942496,0.0257793312027349,betmgm,BetMGM,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,3.5,125,0.4444444444444444,0.45580693133131767,0.5201943570235994,0.011362486886873246,0.025565595495464777,betrivers,BetRivers,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934719,OG Anunoby,NYK,ast,OVER,2.5,110,0.47619047619047616,0.4883233686930902,0.5570764262079028,0.012132892502614012,0.025479074255489342,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,4.5,-136,0.576271186440678,0.5909119027055697,0.6738759615399563,0.014640716264891718,0.02540594881260627,williamhill_us,Caesars,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3147657,Mikal Bridges,NYK,ast,OVER,2.5,118,0.45871559633027525,0.4698079528819771,0.5326646400082875,0.01109235655170182,0.02418133728270999,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,4.5,-140,0.5833333333333334,0.5969147275643268,0.6738759615399563,0.013581394230993471,0.02328239011027461,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4431823,Miles McBride,NYK,ast,UNDER,0.5,165,0.37735849056603776,0.3857712072476452,0.4334432684434206,0.008412716681607424,0.022293699206259676,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3062679,Josh Hart,NYK,ast,UNDER,5.5,-110,0.5238095238095238,0.5354047050814515,0.6011107322890422,0.011595181271927713,0.022136255155498386,williamhill_us,Caesars,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3062679,Josh Hart,NYK,ast,UNDER,5.5,-110,0.5238095238095238,0.5354047050814515,0.6011107322890422,0.011595181271927713,0.022136255155498386,betmgm,BetMGM,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4432158,Evan Mobley,CLE,ast,OVER,3.5,135,0.425531914893617,0.4346429115260409,0.4862718924431094,0.009110996632423873,0.021410842086196147,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934719,OG Anunoby,NYK,ast,OVER,2.5,105,0.4878048780487805,0.4981956102726488,0.5570764262079028,0.010390732223868326,0.02130100105893007,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934672,Jalen Brunson,NYK,ast,OVER,6.5,-141,0.5850622406639004,0.5966114247459805,0.6620568012111011,0.011549184082080055,0.01974009477859079,betrivers,BetRivers,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3062679,Josh Hart,NYK,ast,OVER,4.5,102,0.49504950495049505,0.5043663261387585,0.5571616462055848,0.009316821188263491,0.018819978800292292,betrivers,BetRivers,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3062679,Josh Hart,NYK,ast,UNDER,5.5,-115,0.5348837209302325,0.544817772634054,0.6011107322890422,0.009934051703821445,0.018572357533231276,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3147657,Mikal Bridges,NYK,ast,OVER,2.5,110,0.47619047619047616,0.48466160076314785,0.5326646400082875,0.008471124572671684,0.017789361602610576,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4432158,Evan Mobley,CLE,ast,OVER,3.5,130,0.43478260869565216,0.44250600125777073,0.4862718924431094,0.0077233925621185695,0.017763802892872715,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3062679,Josh Hart,NYK,ast,UNDER,5.5,-118,0.5412844036697247,0.5502583529626224,0.6011107322890422,0.008973949292897632,0.01657899106653965,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4431823,Miles McBride,NYK,ast,OVER,1.5,170,0.37037037037037035,0.3760327158485835,0.40811934022512464,0.005662345478213149,0.015288332791175363,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934672,Jalen Brunson,NYK,ast,UNDER,7.5,120,0.45454545454545453,0.4602815802915779,0.4927862928529436,0.005736125746123366,0.012619476641471339,betmgm,BetMGM,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934719,OG Anunoby,NYK,ast,OVER,2.5,-110,0.5238095238095238,0.5287995591692807,0.5570764262079028,0.004990035359756839,0.009526431141353986,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3992,James Harden,CLE,ast,UNDER,5.5,-118,0.5412844036697247,0.5464102841857159,0.5754569404429994,0.005125880515991166,0.009469847054966674,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934672,Jalen Brunson,NYK,ast,UNDER,7.5,115,0.46511627906976744,0.46926678113724385,0.4927862928529436,0.004150502067476414,0.00892357944507427,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934719,OG Anunoby,NYK,ast,OVER,2.5,-111,0.5260663507109005,0.5307178620354508,0.5570764262079028,0.004651511324550328,0.008842062067388468,betmgm,BetMGM,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4066328,Jarrett Allen,CLE,ast,UNDER,2.5,-238,0.7041420118343196,0.7101271982732763,0.7440432547606977,0.0059851864389567355,0.008499970657005862,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934672,Jalen Brunson,NYK,ast,UNDER,7.5,114,0.4672897196261682,0.4711142056101845,0.4927862928529436,0.0038244859840163015,0.00818440000579479,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3147657,Mikal Bridges,NYK,ast,OVER,2.5,-105,0.5121951219512195,0.5152655496597798,0.5326646400082875,0.0030704277085602527,0.005994644573855734,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3992,James Harden,CLE,ast,UNDER,5.5,-125,0.5555555555555556,0.5585407632886722,0.5754569404429994,0.0029852077331166127,0.005373373919609958,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934672,Jalen Brunson,NYK,ast,UNDER,7.5,110,0.47619047619047616,0.47867984868984625,0.4927862928529436,0.0024893724993700905,0.005227682248677201,fanduel,FanDuel,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3934672,Jalen Brunson,NYK,ast,UNDER,7.5,109,0.4784688995215311,0.480616508521243,0.4927862928529436,0.002147608999711892,0.004488502809397943,williamhill_us,Caesars,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3992,James Harden,CLE,ast,UNDER,5.5,-129,0.5633187772925764,0.5651395017651398,0.5754569404429994,0.0018207244725634286,0.003232138792380046,williamhill_us,Caesars,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4432158,Evan Mobley,CLE,ast,OVER,3.5,110,0.47619047619047616,0.4777026886283712,0.4862718924431094,0.0015122124378950108,0.003175646119579545,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4065778,Max Strus,CLE,ast,OVER,2.5,-155,0.6078431372549019,0.6090684504979575,0.6160118922086061,0.0012253132430556368,0.0020158379159946893,betmgm,BetMGM,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4066757,Sam Merrill,CLE,ast,UNDER,1.5,-125,0.5555555555555556,0.5564608449115407,0.5615908179287896,0.0009052893559851061,0.0016295208407732797,bovada,Bovada,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,4432158,Evan Mobley,CLE,ast,UNDER,3.5,-105,0.5121951219512195,0.5124250697920701,0.5137281075568906,0.00022994784085061948,0.0004489457845178735,betrivers,BetRivers,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
2026-05-25,2026-05-26T00:27:02.155150+00:00,3992,James Harden,CLE,ast,UNDER,5.5,-135,0.574468085106383,0.5746164134068755,0.5754569404429994,0.00014832830049249512,0.0002582011156722075,draftkings,DraftKings,2026-05-26T00:13:29Z,Cleveland Cavaliers,New York Knicks
