event_id,commence_time,home_team,away_team,discovered_markets,fetched_any
197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
