snapshot_ts,event_id,commence_time,bookmaker,bookmaker_title,market,outcome_name,player_name,point,price,last_update,home_team,away_team
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,fanduel,FanDuel,h2h,Oklahoma City Thunder,,,-164,2026-05-26T20:36:18Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,fanduel,FanDuel,h2h,San Antonio Spurs,,,138,2026-05-26T20:36:18Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,fanduel,FanDuel,spreads,Oklahoma City Thunder,,-4.5,-106,2026-05-26T20:36:18Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,fanduel,FanDuel,spreads,San Antonio Spurs,,4.5,-114,2026-05-26T20:36:18Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,fanduel,FanDuel,totals,Over,,217.5,-110,2026-05-26T20:36:18Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,fanduel,FanDuel,totals,Under,,217.5,-110,2026-05-26T20:36:18Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,draftkings,DraftKings,h2h,Oklahoma City Thunder,,,-162,2026-05-26T20:35:58Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,draftkings,DraftKings,h2h,San Antonio Spurs,,,136,2026-05-26T20:35:58Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,draftkings,DraftKings,spreads,Oklahoma City Thunder,,-3.5,-115,2026-05-26T20:35:58Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,draftkings,DraftKings,spreads,San Antonio Spurs,,3.5,-105,2026-05-26T20:35:58Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-26T20:36:47.659361+00:00,197dd95ba7880a2cd6a00df88014610b,2026-05-27T00:40:00Z,draftkings,DraftKings,totals,Over,,217.5,-110,2026-05-26T20:35:58Z,Oklahoma City Thunder,San Antonio Spurs
